ed,hochul,zeldin,gov_votes,voters_nov22
77012,355.0,57.0,420.0,1448.0
77013,357.0,66.0,435.0,1852.0
77014,285.0,44.0,334.0,1573.0
77015,27.0,3.0,30.0,134.0
77016,0.0,0.0,0.0,
77017,219.0,28.0,260.0,1190.0
77018,200.0,38.0,249.0,1155.0
77019,242.0,36.0,280.0,1068.0
77020,77.0,21.0,98.0,399.0
77021,194.0,48.0,246.0,1282.0
77022,281.0,42.0,327.0,1361.0
77023,274.0,52.0,331.0,1494.0
77024,204.0,50.0,256.0,1303.0
77025,133.0,22.0,156.0,835.0
77026,224.0,41.0,267.0,1315.0
77027,192.0,61.0,266.0,1564.0
77028,150.0,41.0,193.0,980.0
77029,71.0,23.0,96.0,314.0
77030,89.0,17.0,106.0,470.0
77031,217.0,41.0,260.0,1038.0
77032,206.0,50.0,259.0,1221.0
77033,119.0,27.0,151.0,706.0
77034,119.0,41.0,164.0,750.0
77035,187.0,44.0,235.0,1439.0
77036,181.0,47.0,232.0,1156.0
77037,248.0,46.0,302.0,1424.0
77038,154.0,27.0,181.0,911.0
77039,200.0,56.0,259.0,1418.0
77040,218.0,46.0,266.0,1119.0
77041,258.0,46.0,307.0,1305.0
77042,269.0,44.0,319.0,1570.0
77043,0.0,1.0,1.0,47.0
77044,276.0,44.0,325.0,1537.0
77045,43.0,9.0,52.0,309.0
77046,271.0,76.0,349.0,1420.0
77047,441.0,54.0,499.0,1263.0
77048,107.0,25.0,135.0,636.0
77049,534.0,54.0,594.0,1647.0
77050,313.0,44.0,367.0,1546.0
77051,191.0,25.0,217.0,808.0
77052,307.0,56.0,369.0,1713.0
77053,265.0,29.0,297.0,1293.0
77054,123.0,52.0,179.0,814.0
77055,0.0,0.0,0.0,
77056,0.0,0.0,0.0,
77057,0.0,0.0,0.0,
77058,0.0,0.0,0.0,
77059,0.0,0.0,0.0,
77060,55.0,10.0,65.0,270.0
77061,75.0,22.0,101.0,430.0
77062,149.0,58.0,210.0,1061.0
78001,234.0,46.0,285.0,1304.0
78002,312.0,58.0,378.0,1490.0
78003,238.0,57.0,298.0,1411.0
78004,215.0,28.0,246.0,1280.0
78005,123.0,61.0,187.0,944.0
78006,165.0,39.0,208.0,887.0
78007,236.0,57.0,302.0,1243.0
78008,119.0,40.0,161.0,905.0
78009,103.0,43.0,150.0,886.0
78010,238.0,41.0,286.0,1354.0
78011,83.0,29.0,115.0,534.0
78012,158.0,47.0,210.0,1265.0
78013,185.0,32.0,222.0,613.0
78014,210.0,56.0,272.0,1167.0
78015,35.0,11.0,50.0,288.0
78016,142.0,31.0,179.0,917.0
78017,198.0,65.0,269.0,1469.0
78018,174.0,50.0,235.0,1479.0
78019,208.0,39.0,258.0,1321.0
78020,258.0,66.0,332.0,1343.0
78021,169.0,42.0,216.0,1290.0
78022,187.0,65.0,257.0,1413.0
78023,236.0,66.0,303.0,1356.0
78024,0.0,0.0,0.0,1.0
78025,0.0,0.0,0.0,
78026,215.0,46.0,263.0,1077.0
78027,307.0,104.0,414.0,1372.0
78028,279.0,101.0,394.0,1608.0
78029,362.0,118.0,483.0,1743.0
78030,261.0,87.0,355.0,1222.0
78031,275.0,63.0,340.0,1266.0
78032,446.0,73.0,521.0,1018.0
78033,215.0,55.0,276.0,1503.0
78034,235.0,56.0,297.0,1479.0
78035,198.0,68.0,273.0,1394.0
78036,383.0,97.0,488.0,1397.0
78037,317.0,80.0,403.0,1647.0
78038,148.0,31.0,188.0,1165.0
78039,174.0,69.0,250.0,1368.0
78040,164.0,42.0,208.0,997.0
78041,178.0,76.0,259.0,1355.0
78042,216.0,52.0,273.0,1241.0
78043,211.0,93.0,309.0,1296.0
78044,146.0,74.0,223.0,974.0
78045,127.0,39.0,167.0,920.0
78046,166.0,48.0,222.0,1088.0
78047,162.0,81.0,244.0,1332.0
78048,0.0,0.0,0.0,13.0
78049,0.0,0.0,0.0,
78050,0.0,0.0,0.0,2.0
78051,282.0,79.0,364.0,1057.0
78052,289.0,102.0,394.0,986.0
78053,35.0,7.0,42.0,245.0
79001,296.0,56.0,362.0,1439.0
79002,0.0,0.0,0.0,
79003,230.0,29.0,264.0,1294.0
79004,162.0,43.0,206.0,1033.0
79005,142.0,22.0,165.0,979.0
79006,112.0,27.0,143.0,792.0
79007,21.0,5.0,26.0,223.0
79008,139.0,22.0,164.0,804.0
79009,66.0,10.0,76.0,435.0
79010,207.0,33.0,241.0,1343.0
79011,266.0,34.0,310.0,1567.0
79012,298.0,49.0,350.0,1522.0
79013,184.0,23.0,211.0,1309.0
79014,209.0,33.0,246.0,1421.0
79015,155.0,22.0,179.0,1159.0
79016,292.0,54.0,350.0,1529.0
79017,209.0,31.0,248.0,1298.0
79018,178.0,20.0,204.0,954.0
79019,136.0,22.0,163.0,841.0
79020,177.0,25.0,203.0,989.0
79021,172.0,37.0,211.0,865.0
79022,247.0,51.0,303.0,1463.0
79023,195.0,45.0,243.0,1160.0
79024,219.0,38.0,259.0,1463.0
79025,94.0,28.0,125.0,824.0
79026,199.0,41.0,248.0,1173.0
79027,260.0,51.0,314.0,1362.0
79028,298.0,50.0,355.0,1607.0
79029,279.0,55.0,340.0,1538.0
79030,192.0,32.0,228.0,1061.0
79031,175.0,32.0,209.0,1069.0
79032,311.0,58.0,378.0,1571.0
79033,123.0,25.0,150.0,754.0
79034,227.0,41.0,272.0,1474.0
79035,250.0,30.0,282.0,1439.0
79036,243.0,51.0,297.0,1484.0
79037,262.0,50.0,316.0,1502.0
79038,193.0,34.0,230.0,1328.0
79039,162.0,24.0,189.0,1002.0
79040,351.0,66.0,421.0,1571.0
79041,35.0,3.0,38.0,231.0
79042,273.0,51.0,331.0,1721.0
79043,334.0,48.0,384.0,1669.0
79044,181.0,31.0,217.0,1263.0
79045,214.0,39.0,257.0,1101.0
79046,261.0,50.0,315.0,1606.0
79047,308.0,50.0,362.0,1588.0
79048,56.0,13.0,73.0,259.0
79049,98.0,19.0,119.0,534.0
79050,203.0,38.0,244.0,1587.0
79051,232.0,51.0,287.0,1687.0
79052,216.0,43.0,265.0,1638.0
79053,185.0,26.0,213.0,1144.0
79054,441.0,33.0,483.0,1195.0
79055,578.0,72.0,658.0,1294.0
79056,263.0,46.0,316.0,1047.0
79057,114.0,24.0,141.0,703.0
79058,38.0,2.0,40.0,241.0
79059,120.0,19.0,139.0,1040.0
80001,49.0,16.0,66.0,292.0
80002,192.0,43.0,237.0,1026.0
80003,187.0,99.0,288.0,1181.0
80004,117.0,208.0,332.0,771.0
80005,202.0,87.0,294.0,1563.0
80006,218.0,172.0,396.0,1565.0
80007,83.0,31.0,115.0,583.0
80008,0.0,0.0,0.0,1.0
80009,167.0,92.0,262.0,1011.0
80010,156.0,180.0,338.0,942.0
80011,233.0,125.0,360.0,1146.0
80012,297.0,94.0,398.0,1500.0
80013,294.0,92.0,391.0,1444.0
80014,351.0,118.0,476.0,1088.0
80015,308.0,87.0,402.0,1299.0
80016,253.0,115.0,373.0,1163.0
80017,341.0,112.0,459.0,1503.0
80018,276.0,246.0,526.0,1491.0
80019,141.0,176.0,317.0,908.0
80020,254.0,412.0,670.0,1402.0
80021,275.0,153.0,433.0,1145.0
80022,178.0,84.0,265.0,704.0
80023,282.0,337.0,623.0,1438.0
80024,249.0,169.0,421.0,1025.0
80025,0.0,0.0,0.0,
80026,347.0,132.0,482.0,1359.0
80027,110.0,23.0,133.0,391.0
80028,54.0,17.0,71.0,164.0
80029,303.0,98.0,403.0,1196.0
80030,278.0,102.0,382.0,1439.0
80031,154.0,29.0,183.0,649.0
80032,152.0,40.0,197.0,508.0
80033,46.0,5.0,51.0,193.0
80034,292.0,50.0,345.0,1528.0
80035,364.0,63.0,430.0,1550.0
80036,203.0,18.0,221.0,737.0
80037,312.0,53.0,369.0,1403.0
80038,320.0,32.0,355.0,1474.0
80039,0.0,0.0,0.0,
80040,0.0,0.0,0.0,
80041,305.0,273.0,582.0,1592.0
80042,368.0,248.0,626.0,1794.0
80043,339.0,220.0,573.0,1721.0
80044,262.0,110.0,382.0,1420.0
80045,237.0,98.0,345.0,1431.0
80046,0.0,0.0,0.0,
80047,135.0,86.0,224.0,808.0
80048,193.0,74.0,271.0,917.0
80049,236.0,72.0,317.0,990.0
80050,266.0,39.0,317.0,1149.0
80051,222.0,48.0,274.0,1066.0
80052,37.0,4.0,42.0,106.0
80053,0.0,0.0,0.0,
80054,0.0,0.0,0.0,
80055,0.0,0.0,0.0,
80056,222.0,60.0,285.0,1358.0
80057,290.0,91.0,387.0,1529.0
80058,189.0,62.0,255.0,937.0
80059,202.0,50.0,259.0,968.0
80060,188.0,58.0,249.0,1443.0
80061,261.0,94.0,363.0,1393.0
80062,264.0,110.0,378.0,1534.0
80063,365.0,30.0,401.0,1056.0
80064,0.0,0.0,0.0,
80065,216.0,58.0,277.0,1222.0
80066,191.0,36.0,231.0,863.0
80067,506.0,95.0,612.0,1422.0
81001,190.0,65.0,260.0,1183.0
81002,276.0,82.0,361.0,1357.0
81003,147.0,76.0,228.0,897.0
81004,103.0,26.0,132.0,696.0
81005,151.0,64.0,221.0,829.0
81006,286.0,100.0,398.0,1396.0
81007,202.0,55.0,259.0,946.0
81008,255.0,70.0,329.0,981.0
81009,237.0,87.0,327.0,1183.0
81010,329.0,143.0,481.0,1325.0
81011,390.0,162.0,561.0,1814.0
81012,215.0,129.0,354.0,1050.0
81013,0.0,0.0,0.0,
81014,644.0,257.0,911.0,1405.0
81015,565.0,143.0,717.0,1146.0
81016,358.0,114.0,477.0,827.0
81017,643.0,205.0,855.0,1899.0
81018,0.0,0.0,0.0,
81019,583.0,148.0,738.0,1314.0
81020,479.0,94.0,576.0,993.0
81021,521.0,122.0,657.0,1139.0
81022,529.0,203.0,739.0,1362.0
81023,426.0,90.0,528.0,1046.0
81024,0.0,0.0,0.0,2.0
81025,182.0,136.0,319.0,593.0
81026,539.0,162.0,713.0,1563.0
81027,687.0,164.0,866.0,1486.0
81028,743.0,187.0,941.0,1453.0
81029,700.0,264.0,983.0,1582.0
81030,540.0,225.0,775.0,1276.0
81031,678.0,253.0,948.0,1576.0
81032,457.0,186.0,653.0,1116.0
81033,380.0,112.0,497.0,940.0
81034,545.0,132.0,689.0,1175.0
81035,483.0,168.0,666.0,1140.0
81036,327.0,129.0,460.0,882.0
81037,492.0,200.0,707.0,1518.0
81038,340.0,174.0,526.0,1038.0
81039,354.0,147.0,504.0,1106.0
81040,306.0,185.0,496.0,1031.0
81041,211.0,293.0,510.0,1011.0
81042,229.0,301.0,537.0,1078.0
81043,277.0,383.0,668.0,1354.0
81044,0.0,0.0,0.0,
81045,275.0,178.0,459.0,1250.0
81046,231.0,56.0,292.0,559.0
81047,310.0,64.0,379.0,1539.0
81048,409.0,98.0,516.0,1679.0
81049,206.0,51.0,261.0,1161.0
81050,230.0,77.0,308.0,1164.0
81051,258.0,54.0,318.0,1040.0
81052,0.0,0.0,0.0,
81053,289.0,132.0,430.0,1421.0
81054,521.0,178.0,717.0,1576.0
81055,119.0,43.0,165.0,392.0
81056,267.0,81.0,352.0,877.0
81057,0.0,0.0,0.0,
81058,0.0,0.0,0.0,
81059,224.0,35.0,263.0,1054.0
81060,223.0,45.0,274.0,1131.0
81061,247.0,40.0,288.0,1090.0
81062,425.0,71.0,500.0,1547.0
81063,304.0,31.0,342.0,1056.0
81064,278.0,28.0,308.0,1148.0
81065,289.0,46.0,341.0,1039.0
81066,0.0,0.0,0.0,
81067,34.0,13.0,49.0,180.0
82001,207.0,534.0,747.0,1299.0
82002,62.0,204.0,267.0,540.0
82003,199.0,288.0,490.0,1231.0
82004,206.0,274.0,481.0,1252.0
82005,166.0,217.0,389.0,981.0
82006,170.0,469.0,644.0,1124.0
82007,207.0,218.0,428.0,1224.0
82008,173.0,250.0,426.0,1143.0
82009,258.0,252.0,513.0,1222.0
82010,290.0,209.0,502.0,1433.0
82011,228.0,161.0,392.0,1328.0
82012,159.0,22.0,183.0,989.0
82013,133.0,22.0,158.0,981.0
82014,189.0,38.0,231.0,857.0
82015,242.0,238.0,487.0,1392.0
82016,265.0,229.0,507.0,1328.0
82017,14.0,14.0,28.0,132.0
82018,189.0,354.0,547.0,1242.0
82019,185.0,408.0,599.0,1427.0
82020,212.0,552.0,769.0,1572.0
82021,123.0,398.0,526.0,1067.0
82022,125.0,284.0,410.0,905.0
82023,119.0,269.0,391.0,969.0
82024,283.0,382.0,667.0,1732.0
82025,324.0,179.0,511.0,1464.0
82026,169.0,173.0,343.0,1084.0
82027,182.0,225.0,412.0,1016.0
82028,347.0,275.0,626.0,1560.0
82029,318.0,193.0,522.0,1363.0
82030,290.0,180.0,488.0,1274.0
82031,183.0,191.0,381.0,1202.0
82032,277.0,302.0,583.0,1540.0
82033,185.0,247.0,439.0,1151.0
82034,192.0,103.0,297.0,1066.0
82035,272.0,88.0,364.0,1188.0
82036,279.0,141.0,422.0,1534.0
82037,9.0,2.0,11.0,103.0
82038,185.0,185.0,374.0,1044.0
82039,192.0,186.0,383.0,1169.0
82040,0.0,0.0,0.0,
82041,415.0,420.0,840.0,1498.0
82042,408.0,429.0,841.0,1483.0
82043,0.0,0.0,0.0,
82044,0.0,0.0,0.0,
82045,0.0,0.0,0.0,
82046,512.0,58.0,574.0,1340.0
82047,412.0,54.0,472.0,1056.0
82048,591.0,64.0,665.0,1504.0
82049,528.0,67.0,599.0,1273.0
82050,445.0,54.0,501.0,1057.0
82051,486.0,43.0,535.0,1104.0
82052,0.0,0.0,0.0,
82053,21.0,1.0,22.0,97.0
82054,646.0,84.0,736.0,1540.0
82055,574.0,96.0,676.0,1463.0
82056,530.0,60.0,598.0,1267.0
82057,608.0,95.0,714.0,1510.0
82058,649.0,64.0,718.0,1408.0
82059,617.0,60.0,681.0,1535.0
82060,561.0,66.0,633.0,1411.0
82061,586.0,69.0,658.0,1407.0
82062,497.0,52.0,554.0,1256.0
82063,605.0,72.0,683.0,1442.0
82064,627.0,77.0,718.0,1524.0
82065,569.0,81.0,655.0,1387.0
82066,392.0,75.0,480.0,1073.0
82067,76.0,71.0,149.0,419.0
82068,0.0,0.0,0.0,11.0
82069,0.0,0.0,0.0,20.0
82070,0.0,0.0,0.0,
82071,0.0,0.0,0.0,
82072,0.0,0.0,0.0,
82073,0.0,0.0,0.0,
82074,0.0,0.0,0.0,
82075,0.0,0.0,0.0,
82076,0.0,0.0,0.0,
82077,0.0,0.0,0.0,
82078,0.0,0.0,0.0,
82079,1.0,0.0,1.0,
82080,0.0,0.0,0.0,
82081,0.0,0.0,0.0,4.0
82082,0.0,0.0,0.0,
82083,0.0,0.0,0.0,
82084,0.0,0.0,0.0,
82085,139.0,193.0,334.0,883.0
83001,428.0,37.0,469.0,1416.0
83002,478.0,50.0,537.0,1455.0
83003,456.0,57.0,518.0,1612.0
83004,0.0,0.0,0.0,
83005,413.0,28.0,446.0,1180.0
83006,477.0,28.0,510.0,1559.0
83007,453.0,35.0,495.0,1516.0
83008,301.0,24.0,329.0,1163.0
83009,235.0,38.0,277.0,1336.0
83010,335.0,41.0,381.0,1148.0
83011,424.0,39.0,467.0,1387.0
83012,287.0,37.0,328.0,1001.0
83013,261.0,39.0,303.0,1007.0
83014,275.0,35.0,319.0,1158.0
83015,300.0,25.0,328.0,1466.0
83016,424.0,26.0,455.0,1294.0
83017,435.0,41.0,480.0,1349.0
83018,236.0,31.0,270.0,902.0
83019,322.0,35.0,362.0,1405.0
83020,420.0,39.0,464.0,1382.0
83021,423.0,14.0,445.0,1482.0
83022,509.0,33.0,550.0,1460.0
83023,540.0,44.0,592.0,1730.0
83024,325.0,24.0,358.0,1185.0
83025,432.0,22.0,457.0,1567.0
83026,331.0,33.0,369.0,1513.0
83027,262.0,44.0,309.0,948.0
83028,265.0,13.0,282.0,1054.0
83029,255.0,26.0,284.0,858.0
83030,283.0,51.0,339.0,1424.0
83031,297.0,26.0,328.0,1341.0
83032,357.0,32.0,396.0,1375.0
83033,374.0,34.0,413.0,1317.0
83034,344.0,29.0,376.0,1283.0
83035,494.0,46.0,543.0,1436.0
83036,275.0,24.0,302.0,911.0
83037,556.0,50.0,613.0,1612.0
83038,217.0,36.0,256.0,1179.0
83039,311.0,33.0,347.0,1120.0
83040,0.0,0.0,0.0,1.0
83041,0.0,0.0,0.0,
83042,0.0,0.0,0.0,
83043,0.0,0.0,0.0,
83044,0.0,0.0,0.0,
83045,0.0,0.0,0.0,
83046,442.0,71.0,516.0,1466.0
83047,387.0,31.0,421.0,1141.0
83048,481.0,36.0,520.0,1403.0
83049,272.0,18.0,297.0,1172.0
83050,184.0,33.0,218.0,1222.0
83051,173.0,21.0,196.0,960.0
83052,229.0,25.0,261.0,1167.0
83053,341.0,26.0,374.0,1034.0
83054,373.0,53.0,432.0,1207.0
83055,397.0,41.0,439.0,1270.0
83056,502.0,48.0,558.0,1509.0
83057,477.0,22.0,502.0,1398.0
83058,260.0,35.0,297.0,887.0
83059,366.0,34.0,401.0,1333.0
83060,478.0,37.0,521.0,1390.0
83061,273.0,20.0,295.0,811.0
83062,0.0,0.0,0.0,
84001,270.0,79.0,356.0,1721.0
84002,65.0,24.0,89.0,470.0
84003,201.0,56.0,264.0,1426.0
84004,264.0,79.0,345.0,1396.0
84005,248.0,59.0,310.0,1317.0
84006,189.0,50.0,243.0,1597.0
84007,198.0,46.0,246.0,998.0
84008,284.0,64.0,350.0,1405.0
84009,145.0,36.0,184.0,915.0
84010,250.0,57.0,312.0,1190.0
84011,273.0,48.0,332.0,1421.0
84012,260.0,49.0,315.0,1192.0
84013,195.0,32.0,228.0,935.0
84014,272.0,27.0,302.0,709.0
84015,77.0,15.0,92.0,413.0
84016,67.0,14.0,83.0,385.0
84017,352.0,66.0,425.0,1628.0
84018,267.0,67.0,345.0,1619.0
84019,202.0,22.0,227.0,1171.0
84020,251.0,61.0,317.0,1382.0
84021,157.0,28.0,189.0,1207.0
84022,229.0,35.0,269.0,1721.0
84023,161.0,49.0,216.0,934.0
84024,42.0,13.0,55.0,273.0
84025,291.0,77.0,368.0,1715.0
84026,170.0,47.0,219.0,1151.0
84027,56.0,18.0,77.0,372.0
84028,311.0,79.0,397.0,1645.0
84029,303.0,49.0,359.0,1506.0
84030,186.0,39.0,228.0,1343.0
84031,225.0,57.0,285.0,1483.0
84032,283.0,58.0,346.0,1615.0
84033,239.0,52.0,296.0,1465.0
84034,256.0,58.0,319.0,1530.0
84035,218.0,51.0,275.0,1356.0
84036,219.0,33.0,256.0,1629.0
84037,238.0,39.0,283.0,1346.0
84038,175.0,59.0,238.0,1373.0
84039,220.0,61.0,288.0,1418.0
84040,254.0,47.0,304.0,1356.0
84041,244.0,53.0,300.0,1412.0
84042,196.0,34.0,238.0,1163.0
84043,248.0,39.0,293.0,1401.0
84044,194.0,23.0,221.0,933.0
84045,231.0,44.0,275.0,1257.0
84046,206.0,32.0,245.0,1232.0
84047,136.0,33.0,171.0,1023.0
84048,211.0,32.0,248.0,1487.0
84049,144.0,13.0,162.0,993.0
84050,145.0,30.0,176.0,1035.0
84051,294.0,33.0,328.0,1111.0
84052,45.0,9.0,55.0,233.0
84053,46.0,7.0,53.0,248.0
84054,0.0,0.0,0.0,
84055,276.0,48.0,327.0,1442.0
84056,0.0,0.0,0.0,
84057,0.0,0.0,0.0,
84058,0.0,0.0,0.0,
84059,0.0,0.0,0.0,
84060,0.0,0.0,0.0,
84061,0.0,0.0,0.0,
84062,0.0,0.0,0.0,
84063,0.0,0.0,0.0,
84064,0.0,0.0,0.0,
84065,0.0,0.0,0.0,
84066,91.0,25.0,118.0,555.0
84067,166.0,27.0,198.0,830.0
84068,0.0,0.0,0.0,
84069,195.0,41.0,237.0,1225.0
84070,0.0,0.0,0.0,
84071,26.0,1.0,28.0,140.0
84072,65.0,15.0,81.0,337.0
84073,0.0,0.0,0.0,
85001,523.0,118.0,644.0,1696.0
85002,337.0,109.0,449.0,1405.0
85003,240.0,83.0,330.0,1306.0
85004,226.0,96.0,328.0,1486.0
85005,355.0,89.0,450.0,1689.0
85006,2.0,0.0,2.0,15.0
85007,0.0,0.0,0.0,
85008,0.0,0.0,0.0,
85009,295.0,82.0,381.0,1599.0
85010,166.0,38.0,205.0,1092.0
85011,235.0,37.0,276.0,1470.0
85012,212.0,34.0,254.0,1396.0
85013,269.0,46.0,323.0,1605.0
85014,121.0,19.0,140.0,1562.0
85015,278.0,32.0,314.0,1559.0
85016,294.0,36.0,338.0,1239.0
85017,226.0,64.0,294.0,1018.0
85018,5.0,8.0,14.0,60.0
85019,219.0,49.0,271.0,1332.0
85020,276.0,34.0,311.0,1425.0
85021,307.0,73.0,384.0,1575.0
85022,290.0,69.0,363.0,1710.0
85023,190.0,39.0,243.0,932.0
85024,113.0,29.0,144.0,669.0
85025,237.0,22.0,266.0,1377.0
85026,173.0,32.0,210.0,977.0
85027,0.0,0.0,0.0,2.0
85028,227.0,51.0,286.0,1358.0
85029,256.0,75.0,337.0,1456.0
85030,156.0,53.0,215.0,1172.0
85031,193.0,39.0,241.0,1254.0
85032,176.0,48.0,227.0,994.0
85033,137.0,27.0,170.0,849.0
85034,202.0,42.0,247.0,920.0
85035,217.0,50.0,274.0,1560.0
85036,207.0,42.0,254.0,1587.0
85037,189.0,37.0,230.0,1194.0
85038,132.0,41.0,174.0,770.0
85039,265.0,76.0,350.0,1606.0
85040,231.0,69.0,306.0,1270.0
85041,291.0,82.0,379.0,1564.0
85042,207.0,36.0,249.0,1211.0
85043,229.0,60.0,294.0,1524.0
85044,194.0,54.0,255.0,1172.0
85045,172.0,36.0,209.0,1043.0
85046,268.0,55.0,327.0,1691.0
85047,101.0,34.0,137.0,655.0
85048,120.0,39.0,163.0,947.0
85049,145.0,24.0,172.0,1008.0
85050,201.0,70.0,273.0,1229.0
85051,675.0,52.0,732.0,1668.0
85052,515.0,87.0,612.0,1644.0
85053,353.0,33.0,388.0,1132.0
85054,191.0,36.0,231.0,1285.0
85055,184.0,37.0,225.0,1216.0
85056,0.0,0.0,0.0,
85057,0.0,0.0,0.0,
85058,0.0,0.0,0.0,
85059,0.0,0.0,0.0,
85060,0.0,0.0,0.0,
85061,0.0,0.0,0.0,15.0
85062,0.0,0.0,0.0,
85063,0.0,0.0,0.0,
85064,0.0,0.0,0.0,
85065,179.0,37.0,221.0,1182.0
85066,93.0,31.0,127.0,689.0
85067,133.0,27.0,161.0,824.0
86001,175.0,43.0,222.0,1133.0
86002,211.0,45.0,258.0,1401.0
86003,30.0,2.0,34.0,132.0
86004,191.0,46.0,240.0,1215.0
86005,213.0,80.0,294.0,1271.0
86006,187.0,57.0,245.0,1269.0
86007,248.0,72.0,329.0,1579.0
86008,189.0,40.0,235.0,1074.0
86009,316.0,73.0,393.0,1715.0
86010,212.0,46.0,264.0,1207.0
86011,228.0,70.0,303.0,1380.0
86012,254.0,55.0,316.0,1493.0
86013,240.0,91.0,338.0,1627.0
86014,167.0,59.0,230.0,1088.0
86015,142.0,44.0,187.0,886.0
86016,248.0,68.0,322.0,1439.0
86017,167.0,17.0,188.0,1014.0
86018,229.0,55.0,289.0,1481.0
86019,158.0,44.0,203.0,1332.0
86020,182.0,42.0,234.0,1038.0
86021,173.0,60.0,241.0,1184.0
86022,144.0,59.0,207.0,1025.0
86023,157.0,49.0,210.0,1104.0
86024,147.0,44.0,193.0,1140.0
86025,139.0,46.0,188.0,964.0
86026,231.0,66.0,300.0,1667.0
86027,182.0,36.0,222.0,1160.0
86028,183.0,52.0,242.0,1074.0
86029,186.0,31.0,221.0,945.0
86030,194.0,73.0,273.0,1429.0
86031,260.0,40.0,307.0,1372.0
86032,201.0,38.0,246.0,1201.0
86033,258.0,70.0,335.0,1651.0
86034,162.0,48.0,213.0,1084.0
86035,88.0,17.0,110.0,647.0
86036,184.0,35.0,223.0,1161.0
86037,229.0,44.0,279.0,1464.0
86038,155.0,27.0,186.0,1365.0
86039,133.0,27.0,163.0,825.0
86040,31.0,8.0,40.0,157.0
86041,0.0,0.0,0.0,
86042,27.0,12.0,39.0,162.0
86043,283.0,65.0,352.0,1473.0
86044,0.0,0.0,0.0,81.0
86045,0.0,0.0,0.0,
86046,81.0,20.0,102.0,396.0
86047,189.0,53.0,245.0,1255.0
86048,171.0,49.0,222.0,1047.0
86049,304.0,42.0,351.0,1400.0
86050,266.0,53.0,331.0,1280.0
86051,187.0,56.0,248.0,1250.0
86052,167.0,48.0,219.0,984.0
86053,237.0,40.0,278.0,1295.0
86054,65.0,18.0,83.0,392.0
86055,228.0,44.0,275.0,1705.0
86056,39.0,10.0,51.0,333.0
86057,0.0,0.0,0.0,61.0
87001,70.0,13.0,84.0,413.0
87002,0.0,0.0,0.0,
87003,204.0,50.0,257.0,1671.0
87004,93.0,21.0,117.0,779.0
87005,65.0,14.0,81.0,655.0
87006,299.0,60.0,362.0,1590.0
87007,293.0,68.0,362.0,1672.0
87008,78.0,16.0,96.0,538.0
87009,282.0,71.0,363.0,1464.0
87010,232.0,72.0,309.0,1272.0
87011,205.0,47.0,257.0,1119.0
87012,267.0,54.0,325.0,1053.0
87013,255.0,61.0,318.0,951.0
87014,386.0,76.0,468.0,1277.0
87015,411.0,68.0,482.0,1278.0
87016,400.0,72.0,481.0,1289.0
87017,305.0,40.0,350.0,975.0
87018,487.0,66.0,557.0,1488.0
87019,394.0,70.0,469.0,1402.0
87020,342.0,49.0,395.0,1085.0
87021,345.0,49.0,397.0,1057.0
87022,395.0,59.0,457.0,1225.0
87023,453.0,62.0,522.0,1480.0
87024,436.0,79.0,521.0,1375.0
87025,431.0,109.0,551.0,1350.0
87026,372.0,89.0,474.0,1313.0
87027,264.0,95.0,366.0,1496.0
87028,261.0,90.0,352.0,1413.0
87029,267.0,75.0,345.0,1283.0
87030,265.0,104.0,375.0,1490.0
87031,262.0,117.0,389.0,1549.0
87032,242.0,116.0,364.0,1533.0
87033,21.0,16.0,37.0,140.0
87034,71.0,28.0,99.0,422.0
87035,0.0,0.0,0.0,
87036,0.0,0.0,0.0,
87037,24.0,8.0,33.0,82.0
87038,231.0,88.0,323.0,1542.0
87039,219.0,92.0,314.0,1516.0
87040,207.0,45.0,258.0,1369.0
87041,204.0,114.0,320.0,1533.0
87042,345.0,87.0,436.0,1617.0
87043,218.0,87.0,310.0,1006.0
87044,221.0,64.0,288.0,1195.0
87045,288.0,80.0,372.0,1322.0
87046,329.0,54.0,383.0,1322.0
87047,266.0,109.0,379.0,1499.0
87048,311.0,99.0,415.0,1489.0
87049,433.0,67.0,506.0,1345.0
87050,178.0,33.0,214.0,1214.0
87051,201.0,38.0,241.0,1413.0
87052,173.0,23.0,200.0,1336.0
87053,288.0,75.0,365.0,1424.0
87054,382.0,59.0,452.0,1565.0
87055,261.0,71.0,335.0,1312.0
87056,2.0,0.0,2.0,20.0
87057,0.0,0.0,0.0,
87058,0.0,0.0,0.0,
87059,0.0,0.0,0.0,
87060,0.0,0.0,0.0,
87061,4.0,7.0,11.0,42.0
87062,0.0,0.0,0.0,
87063,149.0,30.0,182.0,934.0
87064,0.0,0.0,0.0,
87065,18.0,14.0,32.0,180.0
87066,0.0,0.0,0.0,
87067,0.0,0.0,0.0,
87068,207.0,37.0,246.0,1549.0
