ct,tot_,moe_,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified"
36081026901,1498,382,144,79,244,294,0,18,0,18,0,18,372,174,303,212,0,18,26,44,2,4,13,17,0,18,0,18,0,18,87,81,0,18,94,143,0,18,0,18,138,128,62,91,0,18,13,20
36081026902,2164,672,334,245,506,267,0,13,122,121,0,13,514,293,133,91,0,13,144,223,0,13,0,13,0,13,0,13,0,13,92,146,0,13,0,13,0,13,3,6,269,243,0,13,0,13,47,60
36081027000,149,120,99,102,41,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,0,13,0,13,0,13,0,13,0,13,4,8
36081027101,3490,1283,497,446,77,189,0,18,0,18,0,18,1063,651,810,409,0,18,442,687,76,96,0,18,0,18,0,18,0,18,332,456,0,18,77,122,0,18,0,18,56,68,0,18,0,18,60,84
36081027102,246,215,0,13,169,202,0,13,0,13,0,13,77,103,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081027200,311,223,311,223,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081027301,481,291,236,174,0,13,0,13,0,13,0,13,227,255,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,28,0,13,0,13,0,13
36081027302,567,313,154,164,70,118,0,13,43,73,0,13,160,209,97,152,0,13,0,13,1,3,0,13,0,13,42,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081027400,225,186,225,186,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081027500,1308,500,260,207,184,196,0,18,0,18,0,18,425,278,158,148,0,18,0,18,0,18,0,18,0,18,0,18,0,18,109,183,0,18,0,18,0,18,155,141,0,18,17,28,0,18,0,18
36081027600,74,96,67,95,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081027701,755,270,0,13,0,13,0,13,0,13,0,13,531,339,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,87,139,0,13,0,13,0,13,0,13,0,13,137,158
36081027702,1480,570,434,501,255,274,0,13,0,13,0,13,427,227,118,133,0,13,0,13,39,47,13,21,0,13,0,13,0,13,126,161,0,13,44,71,0,13,0,13,20,35,0,13,0,13,4,6
36081027800,6,11,0,13,0,13,0,13,0,13,0,13,0,13,6,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081027900,935,715,62,94,0,18,0,18,31,56,0,18,224,163,107,123,67,112,0,18,43,73,73,72,0,18,11,22,0,18,0,18,0,18,0,18,0,18,0,18,0,18,317,397,0,18,0,18
36081028000,108,127,0,13,62,108,0,13,0,13,0,13,46,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081028100,934,439,128,201,0,18,0,18,0,18,0,18,91,107,150,156,0,18,0,18,22,36,322,390,0,18,0,18,0,18,0,18,0,18,221,255,0,18,0,18,0,18,0,18,0,18,0,18
36081028200,50,59,15,25,0,13,0,13,0,13,0,13,35,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081028300,1281,729,243,166,94,146,0,18,0,18,12,22,135,120,267,191,0,18,0,18,87,99,12,20,0,18,0,18,0,18,13,29,0,18,0,18,0,18,0,18,0,18,12,21,0,18,406,651
36081028400,217,189,57,69,0,13,0,13,0,13,0,13,9,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,18,0,13,0,13,0,13,0,13,0,13,140,169
36081028500,811,212,144,116,0,18,0,18,23,34,0,18,151,110,19,29,0,18,0,18,44,125,404,190,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,17,29,0,18,0,18,9,13
36081028700,2217,1100,190,149,976,1063,0,18,0,18,0,18,257,140,111,108,0,18,0,18,0,18,79,76,0,18,0,18,0,18,73,123,0,18,253,257,0,18,79,125,115,156,18,26,0,18,66,123
36081028801,408,341,275,294,7,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,126,191
36081028802,456,324,296,226,144,228,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,23
36081028803,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081028900,1845,555,398,230,621,593,0,18,56,75,0,18,334,157,77,59,0,18,0,18,18,30,204,135,0,18,0,18,0,18,41,68,0,18,0,18,0,18,0,18,7,12,30,41,0,18,59,67
36081029100,3916,734,1047,512,1171,547,0,18,15,45,0,18,564,259,484,329,0,18,0,18,0,18,24,33,36,61,60,95,0,18,361,365,0,18,0,18,0,18,20,37,20,30,6,12,0,18,108,167
36081029300,890,268,85,56,216,198,17,32,9,14,0,13,332,170,58,46,0,13,9,14,61,86,34,34,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,0,13,46,40,0,13,14,22
36081029400,28,37,13,24,0,18,0,18,0,18,0,18,0,18,15,24,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081029500,1391,526,315,201,0,13,0,13,204,308,0,13,398,299,276,152,0,13,0,13,11,19,9,14,0,13,0,13,0,13,7,11,0,13,44,57,0,13,0,13,0,13,28,65,0,13,99,139
36081029700,462,182,48,42,71,57,0,13,44,34,0,13,176,159,106,72,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,27,0,13,0,13
36081029900,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081030600,128,125,92,120,0,13,0,13,0,13,0,13,11,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,37
36081030903,2173,652,815,371,474,476,0,18,0,18,0,18,617,217,117,109,0,18,0,18,0,18,0,18,0,18,0,18,0,18,23,36,0,18,86,150,0,18,0,18,16,25,0,18,0,18,25,40
36081030904,988,365,258,226,108,158,0,13,0,13,0,13,279,190,116,122,0,13,0,13,0,13,48,49,6,10,0,13,0,13,0,13,0,13,0,13,10,15,0,13,0,13,0,13,58,96,105,101
36081030905,1023,814,654,757,0,13,0,13,0,13,0,13,179,215,157,157,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,33,76
36081030906,1774,439,503,305,426,412,0,13,37,60,0,13,476,338,103,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13,124,190,0,13,72,115,0,13,0,13,0,13,0,13,33,36,0,13
36081031700,289,157,38,57,85,110,0,18,0,18,0,18,106,135,15,24,0,18,0,18,0,18,23,36,0,18,0,18,0,18,0,18,0,18,8,18,0,18,0,18,14,23,0,18,0,18,0,18
36081032000,191,153,70,74,0,18,0,18,0,18,0,18,0,18,49,65,0,18,0,18,0,18,72,121,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081032700,877,412,138,139,302,412,0,13,0,13,0,13,327,182,77,82,0,13,0,13,0,13,31,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4
36081032800,139,176,131,176,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081032900,891,452,468,261,30,49,0,13,0,13,0,13,129,130,214,345,0,13,0,13,0,13,25,57,0,13,0,13,0,13,0,13,0,13,15,23,0,13,0,13,0,13,0,13,0,13,10,17
36081033000,169,136,102,102,65,97,0,18,0,18,0,18,2,4,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081033100,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081033401,128,125,111,123,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,28,0,13,0,13
36081033403,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081033404,84,135,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,84,135
36081033405,135,206,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,135,206,0,13,0,13
36081033700,687,386,29,44,22,34,0,13,0,13,0,13,561,381,75,67,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081033900,660,218,332,264,73,123,0,13,0,13,0,13,246,184,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081034700,669,303,344,276,35,48,0,13,41,61,0,13,103,71,13,19,0,13,0,13,0,13,12,15,0,13,0,13,0,13,0,13,0,13,63,81,0,13,0,13,12,17,39,46,0,13,7,10
36081035100,790,281,39,39,112,103,0,13,69,84,0,13,325,152,119,118,0,13,0,13,0,13,55,60,0,13,0,13,0,13,22,41,0,13,8,20,0,13,0,13,0,13,41,51,0,13,0,13
36081035200,90,95,87,95,0,13,0,13,0,13,0,13,3,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081035300,173,111,35,51,0,13,0,13,0,13,0,13,57,60,62,70,0,13,0,13,19,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081035700,752,241,327,249,309,221,0,13,0,13,0,13,50,58,6,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,51,49,0,13,0,13,0,13,9,13
36081035800,68,63,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,18,0,13,18,29,28,45
36081036100,455,145,272,164,12,19,0,13,0,13,0,13,130,86,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,59,0,13,5,8
36081036300,219,156,26,31,65,92,0,13,0,13,0,13,53,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,53,81,0,13,0,13,0,13,0,13,0,13,22,46
36081036500,303,183,26,41,0,13,0,13,0,13,0,13,244,174,33,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081036600,94,117,92,117,0,13,0,13,0,13,0,13,2,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081036700,127,109,5,8,25,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,37,0,13,0,13,0,13,45,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,38
36081036800,103,113,7,11,0,13,0,13,0,13,0,13,96,113,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081037100,178,110,55,53,0,13,0,13,0,13,0,13,5,9,42,60,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,18,0,13,65,104,0,13,0,13,0,13,0,13,0,13,0,13
36081037300,411,136,133,116,0,13,0,13,0,13,0,13,176,103,31,46,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,65,87,0,13,0,13,0,13,0,13,0,13,0,13
36081037501,210,176,0,13,0,13,0,13,0,13,0,13,210,176,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081037502,135,64,86,67,15,22,0,13,0,13,0,13,20,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,21,0,13
36081037600,127,114,60,69,0,18,0,18,0,18,0,18,10,19,57,91,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081037700,176,185,0,13,0,13,0,13,0,13,0,13,165,185,11,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081037900,243,210,24,33,49,72,0,18,0,18,0,18,170,200,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081038100,334,238,116,177,0,18,0,18,0,18,1,9,190,156,0,18,0,18,0,18,3,8,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,12,25,0,18,12,19
36081038301,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081038302,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081038400,5,9,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081039400,68,61,16,19,17,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,35,51,0,13,0,13,0,13,0,13,0,13,0,13
36081039800,57,49,10,14,47,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081039901,235,203,0,13,0,13,0,13,0,13,0,13,186,185,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,49,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081039902,176,189,0,13,0,13,0,13,0,13,0,13,164,186,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,27
36081040000,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040101,546,283,0,13,34,53,0,13,0,13,0,13,456,276,10,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,46,72
36081040102,857,371,0,18,0,18,0,18,0,18,0,18,629,359,103,98,0,18,0,18,14,22,0,18,0,18,0,18,0,18,0,18,0,18,111,176,0,18,0,18,0,18,0,18,0,18,0,18
36081040200,118,118,70,81,0,13,0,13,0,13,0,13,0,13,48,80,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040301,626,574,0,13,0,13,0,13,60,91,0,13,413,391,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,129,200
36081040302,556,231,39,59,0,13,0,13,0,13,0,13,384,179,8,12,0,13,0,13,46,69,0,13,0,13,0,13,0,13,79,126,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040400,407,224,331,225,0,13,0,13,0,13,0,13,36,41,0,13,0,13,0,13,23,34,17,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040501,109,89,66,76,0,13,0,13,0,13,0,13,43,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040502,296,227,0,13,0,13,0,13,0,13,0,13,196,191,34,52,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,66,84,0,13,0,13
36081040701,260,182,151,156,0,13,0,13,0,13,0,13,96,106,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040702,455,405,23,36,0,13,0,13,0,13,0,13,405,411,0,13,0,13,0,13,27,42,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040901,290,217,151,186,19,33,0,13,0,13,0,13,120,116,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040902,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081041100,594,202,189,142,15,37,0,13,0,13,0,13,317,167,73,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081041300,780,314,164,119,0,18,13,24,0,18,0,18,492,286,20,31,0,18,0,18,0,18,0,18,0,18,77,119,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,14,24
36081041400,443,354,0,13,333,342,0,13,0,13,0,13,30,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,80,137,0,13,0,13,0,13,0,13,0,13,0,13
36081041500,809,602,465,590,0,13,0,13,25,52,0,13,155,118,84,93,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,25,0,13,0,13,0,13,41,50,0,13,22,32
36081042400,6,9,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081042600,30,25,0,13,0,13,0,13,0,13,0,13,30,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081042700,362,235,12,19,0,13,0,13,0,13,0,13,304,227,0,13,0,13,0,13,0,13,46,69,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081043200,29,37,29,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081043400,17,27,17,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081043701,194,100,32,31,12,16,0,13,0,13,0,13,102,79,25,39,0,13,5,12,0,13,11,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12
36081043702,1398,547,170,227,79,135,0,18,0,18,0,18,953,443,49,78,0,18,67,118,0,18,0,18,0,18,0,18,0,18,0,18,0,18,80,130,0,18,0,18,0,18,0,18,0,18,0,18
36081043900,264,183,0,13,84,62,0,13,0,13,0,13,180,201,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081044000,930,578,472,336,424,358,0,13,0,13,0,13,34,53,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081044301,970,505,316,317,0,13,0,13,0,13,74,124,272,174,15,19,0,13,0,13,0,13,57,45,0,13,0,13,0,13,0,13,0,13,236,243,0,13,0,13,0,13,0,13,0,13,0,13
36081044302,1659,429,79,74,0,13,0,13,0,13,0,13,725,424,544,357,0,13,0,13,0,13,25,29,0,13,0,13,0,13,62,87,0,13,0,13,39,61,26,48,27,44,0,13,0,13,132,169
36081044400,1715,739,147,111,844,406,0,13,0,13,0,13,421,550,216,209,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,70,109,0,13,0,13,0,13,0,13,0,13,17,32
36081044601,1094,396,224,220,746,381,0,13,0,13,0,13,34,58,10,15,0,13,0,13,0,13,10,16,0,13,0,13,0,13,0,13,0,13,0,13,46,70,0,13,0,13,0,13,0,13,24,39
36081044602,2766,522,989,435,1660,400,0,18,0,18,0,18,18,21,26,32,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,43,69,0,18,0,18,0,18,0,18,0,18,30,33
36081044800,1704,475,385,173,486,280,0,13,160,255,0,13,50,56,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,54,0,13,277,220,111,161,0,13,0,13,0,13,0,13,199,132
36081045000,1496,499,328,160,846,472,0,13,0,13,0,13,142,150,97,73,0,13,0,13,0,13,26,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,37,0,13,8,10,0,13,25,32
36081045200,610,295,304,194,125,170,0,13,0,13,0,13,28,20,78,83,0,13,75,123,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081045400,3419,633,1108,436,1894,575,0,18,0,18,0,18,0,18,283,245,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,48,72,53,81,0,18,0,18,0,18,0,18,33,59
36081045500,3437,1650,698,696,1081,1038,0,20,0,20,0,20,29,68,243,297,0,20,93,158,0,20,0,20,0,20,0,20,0,20,591,492,0,20,0,20,0,20,0,20,0,20,0,20,0,20,702,670
36081045600,1003,269,312,141,465,305,0,13,0,13,0,13,126,59,59,52,0,13,0,13,0,13,4,5,0,13,0,13,0,13,0,13,0,13,22,23,0,13,0,13,0,13,0,13,0,13,15,22
36081045700,2187,552,122,188,0,13,0,13,25,40,0,13,1624,551,285,164,0,13,0,13,14,25,41,56,0,13,0,13,0,13,34,54,0,13,0,13,0,13,42,55,0,13,0,13,0,13,0,13
36081045800,1536,355,452,244,719,227,0,13,0,13,0,13,121,77,0,13,0,13,0,13,3,4,0,13,0,13,0,13,0,13,0,13,0,13,29,31,0,13,0,13,13,18,0,13,0,13,199,201
36081045900,2149,585,122,108,54,86,0,13,31,35,0,13,974,357,349,456,0,13,279,328,0,13,43,51,0,13,85,105,0,13,92,116,0,13,26,45,0,13,0,13,58,80,0,13,0,13,36,33
36081046000,2758,634,1410,610,1114,431,0,18,0,18,0,18,50,48,97,75,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,87,70
36081046100,935,314,2,4,13,18,0,13,0,13,0,13,703,287,45,55,0,13,17,26,0,13,16,23,0,13,20,32,0,13,64,102,0,13,0,13,0,13,16,25,35,55,0,13,0,13,4,6
36081046200,3469,1505,1205,724,2043,989,0,18,0,18,0,18,57,45,106,92,0,18,20,34,0,18,13,13,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,25,33
36081046300,1459,361,151,158,0,13,0,13,0,13,0,13,1028,329,0,13,0,13,33,52,0,13,0,13,0,13,0,13,0,13,158,127,0,13,0,13,0,13,0,13,0,13,0,13,0,13,89,123
36081046400,661,243,218,118,129,108,0,13,0,13,0,13,34,37,96,121,0,13,0,13,0,13,12,23,0,13,0,13,0,13,0,13,0,13,107,136,0,13,0,13,0,13,0,13,0,13,65,100
36081046500,738,362,203,187,72,115,0,13,0,13,0,13,421,259,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,5,0,13,0,13,0,13,0,13,0,13,0,13,39,60,0,13
36081046600,2249,624,330,160,1167,516,0,13,0,13,0,13,8,21,328,283,0,13,207,304,0,13,0,13,0,13,0,13,0,13,31,49,0,13,11,28,3,5,0,13,0,13,0,13,64,98,100,95
36081046700,1163,476,239,316,156,191,0,18,0,18,0,18,334,243,118,131,0,18,96,150,3,6,58,104,0,18,0,18,0,18,128,182,0,18,0,18,0,18,0,18,0,18,0,18,0,18,31,54
36081046800,2609,643,1093,532,687,406,0,13,0,13,0,13,176,143,354,189,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,104,131,0,13,0,13,0,13,0,13,0,13,195,152
36081046901,2952,1428,151,188,754,404,0,13,564,660,0,13,678,665,329,256,0,13,36,63,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,28,286,444,136,123
36081046902,1400,420,17,26,179,264,0,13,0,13,0,13,437,245,287,343,0,13,0,13,46,45,36,47,0,13,0,13,0,13,358,377,0,13,0,13,0,13,0,13,29,44,11,67,0,13,0,13
36081047000,1859,637,1127,473,175,113,0,13,0,13,0,13,1,7,228,132,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,311,400,0,13,0,13,0,13,0,13,0,13,17,29
36081047100,3312,654,426,306,495,371,51,81,32,38,0,13,1317,379,505,277,0,13,85,135,281,439,0,13,0,13,0,13,0,13,40,47,0,13,29,36,0,13,0,13,51,45,0,13,0,13,0,13
36081047200,1251,291,373,213,339,232,0,13,15,23,13,56,103,77,232,169,0,13,0,13,0,13,10,18,0,13,0,13,0,13,0,13,0,13,42,55,85,106,0,13,39,69,0,13,0,13,0,13
36081047300,3243,712,167,223,333,240,0,13,82,84,0,13,1392,458,468,236,0,13,7,12,192,195,126,77,0,13,0,13,0,13,27,44,0,13,56,79,0,13,0,13,35,90,218,219,0,13,140,205
36081047500,3190,599,37,35,59,86,0,18,101,128,0,18,1315,398,1013,319,0,18,128,125,56,50,23,30,0,18,28,43,0,18,302,317,0,18,0,18,0,18,17,30,0,18,64,103,0,18,47,71
