ct,cd,pop,pop_u18,hisp,white,black,asian,other_race,multiracial,nta
36047021400,43,2502,864,184,1017,12,1185,69,35,Borough Park
36047021500,35,5569,806,556,2552,1686,357,48,370,Prospect Heights
36047021600,44,4280,1803,208,3141,23,661,138,109,Borough Park
36047021700,35,4351,694,718,1377,1585,355,37,279,Crown Heights (North)
36047021800,44,4191,1775,439,3162,43,258,210,79,Borough Park
36047021900,35,4225,474,395,1594,1633,294,28,281,Crown Heights (North)
36047022000,44,5660,2516,399,4419,31,350,365,96,Borough Park
36047022100,35,3897,423,565,1321,1495,215,76,225,Crown Heights (North)
36047022200,44,5633,2513,506,4407,82,183,285,170,Borough Park
36047022400,39,6117,2702,917,4282,34,596,195,93,Borough Park
36047022600,39,2664,1019,1027,984,65,435,72,81,Borough Park
36047022700,36,4515,677,545,1446,1816,338,52,318,Bedford-Stuyvesant (West)
36047022800,39,3638,1391,423,2008,112,927,103,65,Borough Park
36047022900,36,3923,577,376,1629,1358,262,42,256,Bedford-Stuyvesant (West)
36047023000,39,4442,1930,888,2948,67,352,134,53,Borough Park
36047023100,35,3832,527,386,1742,1115,276,40,273,Clinton Hill
36047023200,44,6382,2920,398,5038,50,483,270,143,Borough Park
36047023300,36,5961,1450,1223,1720,2304,420,60,234,Bedford-Stuyvesant (West)
36047023400,44,5923,2742,107,5299,40,77,274,126,Borough Park
36047023500,33,5921,2389,755,3948,532,360,154,172,Bedford-Stuyvesant (West)
36047023600,44,6548,3012,78,5712,8,278,327,145,Borough Park
36047023800,44,5414,2407,184,4624,12,114,318,162,Borough Park
36047024000,44,5165,2219,204,4348,36,136,286,155,Borough Park
36047024100,33,3175,693,485,1702,460,254,120,154,Bedford-Stuyvesant (West)
36047024200,44,3289,1393,216,2401,24,116,465,67,Borough Park
36047024300,36,4347,587,694,1532,1587,214,59,261,Bedford-Stuyvesant (West)
36047024400,44,3651,1467,453,2540,32,427,147,52,Mapleton-Midwood (West)
36047024500,36,4257,636,391,1218,1926,421,50,251,Bedford-Stuyvesant (West)
36047024600,44,3436,1029,345,1924,37,1036,39,55,Mapleton-Midwood (West)
36047024700,36,2820,491,298,644,1461,248,46,123,Bedford-Stuyvesant (West)
36047024800,43,2647,634,443,1093,29,988,34,60,Bensonhurst
36047024900,36,4264,649,443,1259,2100,170,37,255,Bedford-Stuyvesant (West)
36047025000,43,1748,327,275,264,9,1179,9,12,Bensonhurst
36047025100,36,4209,764,794,771,2156,237,49,202,Bedford-Stuyvesant (West)
36047025200,43,5300,1076,941,1882,35,2324,22,96,Bensonhurst
36047025300,36,3517,602,496,1296,1262,212,63,188,Bedford-Stuyvesant (West)
36047025400,43,3650,783,431,1055,47,2012,38,67,Bensonhurst
36047025500,36,4799,1151,2815,58,1721,89,31,85,Bedford-Stuyvesant (West)
36047025600,43,3366,694,373,958,33,1906,30,66,Bensonhurst
36047025700,36,2822,815,867,1227,434,139,53,102,Bedford-Stuyvesant (West)
36047025800,43,5073,1149,864,1843,50,2155,16,145,Bensonhurst
36047025901,36,2328,515,744,773,598,93,9,111,Bedford-Stuyvesant (West)
36047025902,36,3560,1034,1707,52,1593,72,48,88,Bedford-Stuyvesant (West)
36047026000,43,3656,697,650,1066,35,1839,22,44,Bensonhurst
36047026100,36,6479,1059,1469,1787,2440,367,88,328,Bedford-Stuyvesant (West)
36047026200,43,2726,567,453,623,12,1554,9,75,Bensonhurst
36047026300,36,2088,348,389,454,1058,76,22,89,Bedford-Stuyvesant (West)
36047026400,43,5103,1178,1282,1494,31,2193,36,67,Bensonhurst
36047026500,36,4385,771,714,994,2228,170,70,209,Bedford-Stuyvesant (West)
36047026600,43,3961,783,565,1201,47,2066,20,62,Bensonhurst
36047026700,36,4228,496,389,1197,2075,213,52,302,Bedford-Stuyvesant (West)
36047026800,43,4686,1023,843,1779,75,1854,22,113,Bensonhurst
36047026900,36,3005,420,298,689,1568,223,30,197,Bedford-Stuyvesant (West)
36047027000,43,2719,560,231,1309,19,1067,15,78,Bensonhurst
36047027100,36,3493,659,423,488,2082,309,37,154,Bedford-Stuyvesant (East)
36047027200,43,3633,861,619,1363,31,1513,11,96,Bensonhurst
36047027300,36,3131,494,260,574,1998,98,49,152,Bedford-Stuyvesant (East)
36047027400,43,3272,725,482,1172,53,1473,8,84,Bensonhurst
36047027500,36,4071,583,383,1107,2118,162,58,243,Bedford-Stuyvesant (East)
36047027600,43,3886,893,895,1140,63,1672,15,101,Bensonhurst
36047027700,36,4351,973,671,543,2820,74,33,210,Bedford-Stuyvesant (East)
36047027800,38,3542,779,474,1459,46,1423,32,108,Bensonhurst
36047027900,36,3674,597,501,714,2135,97,39,188,Bedford-Stuyvesant (East)
36047028000,47,1862,369,379,584,52,784,21,42,Bath Beach
36047028100,36,4800,890,1674,718,1922,246,49,191,Bedford-Stuyvesant (East)
36047028200,47,3282,700,349,1452,36,1274,20,151,Bath Beach
36047028300,36,3933,847,1369,474,1764,137,58,131,Bedford-Stuyvesant (East)
36047028400,38,4396,973,973,1706,53,1503,11,150,Bensonhurst
36047028501,36,636,64,263,202,104,40,3,24,Bedford-Stuyvesant (East)
36047028502,36,2658,585,1312,13,1227,33,10,63,Bedford-Stuyvesant (East)
36047028600,47,6094,1713,610,2358,124,2640,41,321,Bath Beach
36047028700,36,3103,526,1036,603,1037,265,38,124,Bedford-Stuyvesant (East)
36047028800,43,3900,786,734,1486,23,1561,29,67,Bensonhurst
36047028900,36,3933,706,1078,764,1672,173,50,196,Bedford-Stuyvesant (East)
36047029000,43,4377,1024,662,2103,83,1238,54,237,Bensonhurst
36047029100,36,3042,433,472,641,1627,98,43,161,Bedford-Stuyvesant (East)
36047029200,47,2781,573,505,1086,35,999,21,135,Bath Beach
36047029300,36,3402,603,598,530,2027,79,39,129,Bedford-Stuyvesant (East)
36047029400,47,2298,356,229,1180,97,656,6,130,Gravesend (West)
36047029500,36,3851,517,375,932,2128,129,37,250,Bedford-Stuyvesant (East)
36047029600,43,5993,1249,679,2936,64,2064,31,219,Gravesend (West)
36047029700,36,3921,739,339,693,2560,102,39,188,Bedford-Stuyvesant (East)
36047029800,43,3955,857,838,1446,42,1487,4,138,Gravesend (West)
36047029900,41,2496,524,601,270,1375,135,23,92,Bedford-Stuyvesant (East)
36047030000,43,4224,893,568,1192,23,2320,13,108,Gravesend (West)
36047030100,41,2970,550,420,287,1994,58,50,161,Ocean Hill
36047030200,43,4391,887,388,1324,58,2522,18,81,Gravesend (West)
36047030300,41,4952,1234,817,158,3600,96,55,226,Ocean Hill
36047030400,47,4686,987,593,1627,105,2158,26,177,Gravesend (West)
36047030500,35,7249,988,1104,2916,2160,577,92,400,Crown Heights (North)
36047030600,47,2215,451,412,695,40,1019,16,33,Gravesend (South)
36047030700,41,5625,1359,1119,302,3721,127,93,263,Crown Heights (North)
36047030800,47,2314,408,316,1137,127,678,14,42,Gravesend (South)
36047030900,36,2209,524,417,168,1390,111,22,101,Crown Heights (North)
36047031100,36,3191,488,411,590,1743,154,53,240,Crown Heights (North)
36047031300,36,5109,695,615,966,3030,119,66,313,Crown Heights (North)
36047031401,47,5142,899,660,2819,69,1486,28,80,Gravesend (South)
36047031402,47,0,0,0,0,0,0,0,0,Calvert Vaux Park
36047031500,36,5613,679,560,1881,2490,298,57,327,Crown Heights (North)
36047031701,36,3999,519,349,1289,1804,238,55,264,Crown Heights (North)
36047031702,35,3714,486,465,1400,1348,180,42,279,Crown Heights (North)
36047031900,35,3452,746,270,1153,1664,85,87,193,Crown Heights (South)
36047032100,35,5488,1003,909,979,3094,180,66,260,Crown Heights (South)
36047032300,35,3509,495,504,686,1957,93,39,230,Crown Heights (South)
36047032500,35,6218,1087,525,799,4459,113,56,266,Crown Heights (South)
36047032600,47,7075,1822,2197,883,2654,1058,74,209,Coney Island-Sea Gate
36047032700,40,3074,407,364,805,1567,140,25,173,Prospect Lefferts Gardens-Wingate
36047032800,47,3090,638,612,288,1034,1081,12,63,Coney Island-Sea Gate
36047032900,40,5707,1169,721,1848,2564,98,198,278,Prospect Lefferts Gardens-Wingate
36047033000,47,4423,1164,1192,775,1946,299,51,160,Coney Island-Sea Gate
36047033100,35,4217,1185,178,2476,1217,10,186,150,Crown Heights (South)
36047033300,35,4503,1394,208,3002,949,32,181,131,Crown Heights (South)
36047033500,35,3231,824,195,1840,813,67,197,119,Crown Heights (South)
36047033600,47,4765,956,464,3480,267,327,106,121,Coney Island-Sea Gate
36047033701,35,2510,601,177,1088,991,54,71,129,Crown Heights (North)
36047033702,35,2116,598,136,1152,562,16,175,75,Crown Heights (South)
36047033900,35,4676,882,454,1102,2586,181,88,265,Crown Heights (North)
36047034000,47,1958,299,509,614,716,72,3,44,Coney Island-Sea Gate
36047034100,36,2685,319,268,638,1543,55,35,146,Crown Heights (North)
36047034200,47,7060,1548,1615,1933,2689,516,90,217,Coney Island-Sea Gate
36047034300,36,5024,1193,1007,446,3131,133,49,258,Crown Heights (North)
36047034500,36,2738,495,355,374,1725,65,52,167,Crown Heights (North)
36047034700,36,3645,742,483,257,2628,56,48,173,Crown Heights (North)
36047034800,47,2828,800,1324,664,186,517,30,107,Coney Island-Sea Gate
36047034901,41,2067,473,311,99,1470,23,45,119,Crown Heights (North)
36047034902,41,3347,597,405,322,2332,65,34,189,Crown Heights (South)
36047035000,48,3082,291,42,2932,21,32,7,48,Coney Island-Sea Gate
36047035101,35,2243,443,331,244,1409,75,27,157,Crown Heights (North)
36047035102,35,2626,668,312,884,1146,35,104,145,Crown Heights (South)
36047035200,47,1367,99,251,637,331,90,11,47,Coney Island-Sea Gate
36047035301,35,2566,418,311,389,1645,39,40,142,Crown Heights (North)
36047035302,35,2811,685,427,932,1234,63,60,95,Crown Heights (South)
36047035400,47,5493,678,135,5073,102,61,16,106,Coney Island-Sea Gate
36047035500,41,5192,1139,494,1029,3303,40,104,222,Crown Heights (South)
36047035601,48,2902,300,92,2650,94,1,13,52,Coney Island-Sea Gate
36047035602,48,5474,678,155,4882,104,139,47,147,Coney Island-Sea Gate
36047035701,41,2322,528,441,80,1605,65,22,109,Crown Heights (North)
36047035702,41,15,2,7,3,3,0,2,0,Lincoln Terrace Park
36047035900,41,5617,1324,876,253,4085,47,76,280,Crown Heights (North)
36047036001,48,3387,409,116,2882,25,201,20,143,Brighton Beach
36047036002,48,4203,480,191,3431,28,353,23,177,Brighton Beach
36047036100,41,2964,659,592,137,2014,41,18,162,Ocean Hill
36047036200,48,4140,921,1159,1721,128,952,23,157,Brighton Beach
36047036300,41,5385,1453,1025,124,3808,46,82,300,Ocean Hill
36047036400,48,3006,662,585,1383,55,830,33,120,Brighton Beach
36047036501,41,2959,565,354,94,2287,52,21,151,Ocean Hill
36047036502,37,1902,390,552,113,1118,23,25,71,Ocean Hill
36047036600,48,4681,1013,1053,1889,61,1481,30,167,Brighton Beach
36047036700,37,1796,414,655,107,880,49,33,72,Ocean Hill
36047036900,37,6136,1220,1613,672,3323,159,83,286,Ocean Hill
36047037000,48,4750,909,507,2881,154,1080,49,79,Gravesend (South)
36047037100,41,4503,830,698,403,3021,114,45,222,Ocean Hill
36047037300,41,4385,792,988,502,2522,103,42,228,Ocean Hill
36047037401,47,4696,986,397,3105,160,786,67,181,Gravesend (South)
36047037402,47,5367,978,517,3214,219,1146,24,247,Gravesend (South)
36047037500,41,3809,533,862,772,1684,224,35,232,Bedford-Stuyvesant (East)
36047037700,41,3970,573,433,783,2371,80,44,259,Bedford-Stuyvesant (East)
36047037900,41,3851,674,493,435,2562,71,52,238,Bedford-Stuyvesant (East)
36047038100,41,5313,1084,842,660,3428,131,40,212,Bedford-Stuyvesant (East)
36047038200,47,5882,1293,1817,336,1797,1754,44,134,Gravesend (South)
36047038300,41,4338,699,433,866,2548,133,63,295,Bedford-Stuyvesant (East)
36047038500,41,3969,600,660,793,2082,150,67,217,Bedford-Stuyvesant (East)
36047038600,47,3812,827,775,1383,28,1487,20,119,Gravesend (East)-Homecrest
36047038700,36,4908,760,922,1012,2313,345,58,258,Bedford-Stuyvesant (East)
36047038800,44,4047,1054,461,2714,98,597,51,126,Gravesend (East)-Homecrest
36047038900,34,3570,500,1614,1041,452,284,57,122,Bushwick (West)
36047039000,44,2321,695,147,1960,7,157,26,24,Gravesend (East)-Homecrest
36047039100,34,5776,694,2376,2003,560,502,62,273,Bushwick (West)
36047039200,48,2908,758,310,2214,33,253,25,73,Gravesend (East)-Homecrest
36047039300,34,4141,541,1746,1251,655,273,56,160,Bushwick (West)
36047039400,44,2187,637,195,1738,10,144,48,52,Gravesend (East)-Homecrest
36047039500,37,4030,537,1617,1136,771,292,77,137,Bushwick (East)
36047039600,44,1948,501,169,1580,35,112,14,38,Gravesend (East)-Homecrest
36047039700,37,3868,540,1193,950,1326,176,48,175,Bushwick (East)
36047039800,44,2841,613,522,957,25,1278,15,44,Gravesend (East)-Homecrest
36047039900,37,4378,725,1804,837,1342,180,50,165,Bushwick (East)
36047040000,44,3281,723,621,1235,49,1298,12,66,Gravesend (West)
36047040100,37,3778,668,1341,781,1209,171,94,182,Bushwick (East)
36047040200,43,3025,576,492,735,22,1710,12,54,Gravesend (West)
36047040300,37,3892,625,1272,727,1502,162,69,160,Bushwick (East)
36047040400,43,2812,509,320,885,33,1491,14,69,Gravesend (West)
36047040500,37,1829,361,744,298,602,94,24,67,Bushwick (East)
36047040600,43,3599,734,448,1044,17,2009,18,63,Gravesend (West)
36047040700,37,6,3,2,1,0,0,0,3,The Evergreens Cemetery
36047040800,43,3933,763,770,924,28,2120,36,55,Gravesend (West)
36047040900,37,3800,720,2311,617,588,130,31,123,Bushwick (East)
36047041000,44,2136,447,292,1055,39,701,20,29,Gravesend (West)
36047041100,37,3332,561,1484,571,980,131,31,135,Bushwick (East)
36047041200,44,3375,784,543,1354,53,1351,17,57,Gravesend (West)
36047041300,37,3951,754,1720,672,1203,136,49,171,Bushwick (East)
36047041401,44,1480,437,171,1106,19,147,3,34,Gravesend (East)-Homecrest
36047041402,44,1855,462,86,1480,24,137,12,116,Gravesend (East)-Homecrest
36047041500,37,4032,740,2019,697,965,151,44,156,Bushwick (East)
36047041600,48,2112,628,134,1720,74,100,42,42,Gravesend (East)-Homecrest
36047041700,37,3348,637,2114,352,650,152,20,60,Bushwick (East)
36047041800,44,2645,734,310,1921,35,260,32,87,Gravesend (East)-Homecrest
36047041900,37,3880,740,2334,601,639,151,37,118,Bushwick (East)
36047042000,44,1912,629,207,1516,36,45,46,62,Gravesend (East)-Homecrest
36047042100,37,4866,793,2574,1238,537,351,41,125,Bushwick (West)
36047042200,44,3663,1055,587,2408,71,417,39,141,Gravesend (East)-Homecrest
36047042300,34,4566,653,2554,1291,251,259,31,180,Bushwick (West)
36047042400,44,4175,917,680,1588,96,1613,19,179,Gravesend (West)
36047042500,34,3026,449,1731,845,192,115,38,105,Bushwick (West)
36047042600,43,4350,863,769,1531,26,1862,16,146,Gravesend (West)
36047042700,34,4920,753,2658,1523,240,268,81,150,Bushwick (West)
36047042800,43,4290,807,349,2275,89,1355,25,197,Gravesend (West)
36047042900,34,5556,1039,3282,1498,170,361,68,177,Bushwick (West)
36047043000,43,3842,835,552,1583,41,1483,19,164,Bensonhurst
36047043100,37,4884,846,2750,1449,165,290,60,170,Bushwick (West)
36047043200,43,4514,942,1010,1391,53,1897,29,134,Bensonhurst
36047043300,37,3843,705,2487,584,399,246,47,80,Bushwick (East)
36047043400,44,3866,787,522,1616,44,1528,22,134,Bensonhurst
36047043500,37,4709,914,2801,812,632,256,63,145,Bushwick (East)
36047043600,44,4694,1033,955,1948,42,1504,20,225,Bensonhurst
36047043700,37,5282,902,2791,1149,883,183,95,181,Bushwick (East)
36047043800,44,2905,828,255,1910,75,467,23,175,Mapleton-Midwood (West)
36047043900,37,4097,738,2530,654,418,333,43,119,Bushwick (East)
36047044000,44,2878,894,380,2100,29,266,36,67,Mapleton-Midwood (West)
36047044100,37,5526,1031,3607,1015,190,504,84,126,Bushwick (West)
36047044200,44,2631,830,178,2316,20,52,23,42,Mapleton-Midwood (West)
36047044300,37,5195,905,2931,1385,174,502,72,131,Bushwick (West)
36047044400,44,3260,966,304,2531,64,252,45,64,Mapleton-Midwood (West)
36047044500,34,4207,746,2160,1100,111,624,78,134,Bushwick (West)
36047044600,44,2026,434,427,802,25,723,3,46,Mapleton-Midwood (West)
36047044700,34,2459,528,1080,805,357,125,34,58,Bushwick (West)
36047044800,44,1965,515,156,1454,42,207,40,66,Mapleton-Midwood (West)
36047044901,34,2694,597,1113,518,865,77,30,91,East Williamsburg
36047044902,34,44,6,16,20,2,0,0,6,East Williamsburg
36047045000,44,645,243,51,561,8,13,8,4,Mapleton-Midwood (West)
36047045200,44,2618,853,76,2327,54,79,28,54,Mapleton-Midwood (West)
36047045300,34,1886,200,694,827,180,74,32,79,East Williamsburg
36047045400,44,2036,666,178,1587,24,149,44,54,Mapleton-Midwood (West)
36047045600,44,2767,717,220,1481,140,738,15,173,Mapleton-Midwood (West)
36047045800,44,1558,435,28,1421,5,49,29,26,Mapleton-Midwood (West)
36047046000,45,3828,953,413,1586,180,1402,66,181,Flatbush (West)-Ditmas Park-Parkville
36047046201,40,2700,716,238,1693,70,503,38,158,Flatbush (West)-Ditmas Park-Parkville
36047046202,44,1891,677,227,1349,37,134,37,107,Mapleton-Midwood (West)
36047046400,44,2732,1195,171,2263,31,108,97,62,Mapleton-Midwood (West)
36047046800,44,2138,1031,58,1908,9,52,80,31,Mapleton-Midwood (West)
36047047000,44,2823,1185,60,2420,13,68,180,82,Borough Park
36047047200,44,3099,1361,58,2805,16,20,150,50,Borough Park
36047047400,44,3232,1389,60,2771,12,137,131,121,Borough Park
36047047600,44,4054,1774,173,3533,20,113,120,95,Borough Park
36047047700,34,4226,405,660,2821,158,363,33,191,East Williamsburg
36047047800,44,5308,2073,871,3428,81,483,256,189,Borough Park
36047048000,40,3824,1361,613,2154,152,630,81,194,Flatbush (West)-Ditmas Park-Parkville
36047048100,34,3105,267,847,1658,81,310,47,162,East Williamsburg
36047048200,40,6122,1517,684,2378,429,2133,117,381,Flatbush (West)-Ditmas Park-Parkville
36047048400,40,5922,1884,822,3306,250,1101,114,329,Kensington
36047048500,34,2470,221,736,1209,212,161,50,102,East Williamsburg
36047048600,39,3597,989,775,711,113,1876,50,72,Kensington
36047048800,39,4536,1193,668,1931,261,1382,115,179,Kensington
36047048900,34,3757,926,2176,62,1401,32,19,67,East Williamsburg
36047049000,39,6036,1505,829,2569,448,1679,84,427,Kensington
36047049100,34,6366,976,2157,1338,812,1885,50,124,East Williamsburg
36047049200,39,3366,776,658,1110,413,941,66,178,Kensington
36047049301,34,1897,387,1260,53,495,45,18,26,East Williamsburg
36047049302,34,5476,801,2878,1515,580,280,55,168,East Williamsburg
36047049400,39,5527,1082,743,2488,615,1299,75,307,Kensington
36047049500,34,3114,316,762,1739,122,302,37,152,East Williamsburg
36047049600,39,4646,1085,968,1625,220,1685,33,115,Kensington
36047049700,34,3141,337,359,2253,97,271,23,138,East Williamsburg
36047049800,39,4517,989,730,1818,136,1642,35,156,Kensington
36047049900,33,2147,260,268,1512,36,193,24,114,Greenpoint
36047050001,39,2062,447,272,1248,153,237,27,125,Windsor Terrace-South Slope
36047050002,39,1607,359,251,941,91,217,12,95,Kensington
36047050100,34,2951,274,530,1964,37,250,26,144,East Williamsburg
36047050202,39,2312,487,226,1700,75,138,26,147,Windsor Terrace-South Slope
36047050300,34,2759,251,634,1680,56,237,34,118,East Williamsburg
36047050401,40,2997,638,395,1879,213,286,24,200,Windsor Terrace-South Slope
36047050402,40,2004,363,381,871,206,402,34,110,Kensington
36047050500,34,4567,598,1816,1222,700,648,31,150,East Williamsburg
36047050600,40,5612,1098,1895,1010,1873,502,77,255,Flatbush (West)-Ditmas Park-Parkville
36047050700,33,3545,1815,559,2625,142,35,97,87,South Williamsburg
36047050801,40,4311,845,1011,460,2410,148,52,230,Flatbush
36047050803,40,2548,384,470,515,1261,120,44,138,Flatbush
36047050804,40,6196,1004,1666,1358,2422,344,84,322,Flatbush
36047050900,33,5112,2646,308,4435,38,77,160,94,South Williamsburg
36047051001,40,3740,615,664,469,2319,66,44,178,Flatbush
36047051002,40,4600,775,970,593,2536,206,46,249,Flatbush
36047051100,34,4545,543,1684,1484,312,882,41,142,East Williamsburg
36047051200,40,5946,1052,1451,896,3027,257,62,253,Flatbush
36047051300,34,5526,493,1738,2711,278,486,44,269,Williamsburg
36047051400,40,7023,1182,1887,1275,2825,682,61,293,Flatbush
36047051500,33,2451,288,362,1658,84,208,16,123,Williamsburg
36047051601,45,5407,1182,963,599,3244,242,75,284,Flatbush
36047051602,40,3874,731,741,349,2374,121,72,217,Flatbush
36047051700,33,2636,251,309,1841,60,259,37,130,Williamsburg
36047051800,40,3528,646,470,1045,1369,420,43,181,Flatbush (West)-Ditmas Park-Parkville
36047051900,34,6101,542,822,4131,114,676,50,308,Williamsburg
36047052000,40,4175,889,873,1175,618,1279,55,175,Flatbush (West)-Ditmas Park-Parkville
36047052300,34,5405,653,2875,1860,172,321,36,141,Williamsburg
36047052500,34,3720,1129,952,2050,301,161,135,121,Williamsburg
36047052600,40,4353,876,808,1515,717,1012,54,247,Flatbush (West)-Ditmas Park-Parkville
36047052700,34,6045,889,3640,1745,166,272,51,171,Williamsburg
36047052800,45,1804,380,160,869,141,501,42,91,Flatbush (West)-Ditmas Park-Parkville
36047052900,33,4299,1867,254,3839,31,33,81,61,South Williamsburg
36047053000,44,3606,950,444,1808,227,915,50,162,Midwood
36047053101,33,2997,1598,116,2638,7,55,125,56,South Williamsburg
36047053102,33,5890,3428,169,5320,19,46,219,117,South Williamsburg
36047053200,44,2510,552,293,1333,204,548,62,70,Midwood
36047053300,33,7115,3397,175,6540,17,6,223,154,South Williamsburg
36047053400,44,4777,1472,400,2523,342,1237,63,212,Midwood
36047053500,34,4469,1903,289,3889,37,31,142,81,South Williamsburg
36047053700,33,4304,2214,80,3912,46,39,121,106,South Williamsburg
36047053800,44,5535,1287,474,3671,256,832,83,219,Midwood
36047053900,33,2668,990,366,2114,85,8,50,45,South Williamsburg
36047054200,48,4750,1251,461,3559,76,408,98,148,Midwood
36047054300,33,5,2,4,1,0,0,0,0,Brooklyn Navy Yard
36047054400,48,3785,1004,199,2759,43,591,72,121,Midwood
36047054500,34,7304,2673,1819,4402,795,33,111,144,South Williamsburg
36047054600,48,5409,1255,383,3516,207,887,56,360,Midwood
36047054700,34,7855,2763,1097,5764,289,363,129,213,Williamsburg
36047054800,48,2189,588,91,1870,20,86,25,97,Madison
36047054900,34,4748,1094,772,3225,163,302,87,199,Williamsburg
36047055000,48,3956,914,399,2699,120,477,44,217,Madison
36047055100,34,6343,743,2232,3163,251,381,61,255,Williamsburg
36047055200,48,3735,721,286,2266,109,827,28,219,Madison
36047055300,34,3078,314,588,1895,168,266,24,137,Williamsburg
36047055400,48,4813,1150,597,2780,75,999,46,316,Gravesend (East)-Homecrest
36047055500,33,8688,1231,1400,5321,263,1141,78,485,Williamsburg
36047055600,48,3880,1020,305,2853,27,506,34,155,Gravesend (East)-Homecrest
36047055700,33,1848,181,225,1345,31,138,14,95,Williamsburg
36047055800,48,2736,686,216,1772,25,569,28,126,Madison
36047056000,48,3882,869,161,3028,59,427,8,199,Madison
36047056100,33,3460,363,428,2632,64,165,30,141,Greenpoint
36047056200,48,1695,509,48,1458,13,141,11,24,Madison
36047056301,33,4923,485,1064,2982,196,381,69,231,Greenpoint
36047056302,33,2002,500,614,845,282,155,22,84,Greenpoint
36047056400,48,2626,552,157,1815,67,519,22,46,Madison
36047056500,33,3738,407,567,2699,69,189,27,187,Greenpoint
36047056600,46,2548,489,194,1224,310,709,20,91,Madison
36047056800,46,1310,217,86,774,22,407,9,12,Madison
36047056900,33,1624,159,191,1197,27,130,23,56,Greenpoint
36047057000,46,3534,499,379,1797,257,1015,18,68,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047057100,33,4267,421,367,3468,42,219,16,155,Greenpoint
36047057200,46,5221,1332,1422,548,2585,422,53,191,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047057300,33,2590,258,230,2061,49,135,23,92,Greenpoint
36047057400,46,2560,474,175,1039,57,1234,19,36,Madison
36047057500,33,4902,469,901,3258,76,424,38,205,Greenpoint
36047057600,48,2912,572,203,1130,56,1408,13,102,Madison
36047057800,48,3332,689,374,1572,74,1143,46,123,Madison
36047057901,33,1416,134,396,764,70,115,21,50,Greenpoint
36047057902,33,0,0,0,0,0,0,0,0,Greenpoint
36047058000,48,3502,775,400,1449,95,1410,25,123,Madison
36047058200,48,3044,788,309,1578,53,959,9,136,Gravesend (East)-Homecrest
36047058400,48,3797,802,262,2553,50,798,12,122,Gravesend (East)-Homecrest
36047058600,48,2655,527,207,738,106,1564,15,25,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047058800,48,3532,636,295,2345,67,712,25,88,Gravesend (East)-Homecrest
36047058901,33,1781,242,117,1464,30,95,8,67,Greenpoint
36047058902,33,0,0,0,0,0,0,0,0,Greenpoint
36047059000,48,2014,460,284,693,100,833,17,87,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047059100,33,3856,504,494,2969,51,165,26,151,Greenpoint
36047059200,48,4268,800,298,2380,75,1229,14,272,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047059300,33,2274,316,370,1645,33,111,12,103,Greenpoint
36047059402,48,5105,881,280,3212,49,1394,23,147,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047059403,48,3779,714,211,1830,51,1544,15,128,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047059404,48,4426,887,330,2421,58,1442,18,157,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047059600,48,2569,403,128,2013,61,290,16,61,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047059800,46,3617,814,221,2492,165,439,24,276,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047060000,48,6844,1255,368,5226,88,866,32,264,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047060600,48,3178,528,309,2075,112,583,7,92,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047060800,48,4015,694,268,2811,149,621,6,160,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047061002,48,5064,750,104,4669,29,127,37,98,Brighton Beach
36047061003,48,2418,608,810,613,25,839,32,99,Brighton Beach
36047061004,48,6669,1125,523,5059,78,679,49,281,Brighton Beach
36047061200,48,1063,209,31,961,6,22,14,29,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047061600,48,1854,309,58,1692,28,28,19,29,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047062000,48,1767,368,41,1633,5,55,2,31,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047062200,48,3325,588,257,2315,392,211,37,113,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047062600,46,3152,668,339,1554,246,856,42,115,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047062800,46,5222,1049,573,3862,44,620,27,96,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047063200,46,1476,209,144,1073,38,171,8,42,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
36047063600,46,1317,273,132,846,18,273,24,24,Marine Park-Mill Basin-Bergen Beach
36047063800,46,1617,311,122,1082,78,293,7,35,Madison
36047064000,46,1620,473,117,1253,23,191,4,32,Marine Park-Mill Basin-Bergen Beach
36047064200,48,2865,635,305,2019,123,288,31,99,Madison
36047064400,46,2702,836,278,1844,130,343,49,58,Marine Park-Mill Basin-Bergen Beach
36047064600,45,2226,705,165,1663,107,172,72,47,Marine Park-Mill Basin-Bergen Beach
