ct,cd,pop,pop_u18,hisp,white,black,asian,other_race,multiracial,nta
36061013400,5,11882,1580,938,9155,184,1130,70,405,Upper East Side-Lenox Hill-Roosevelt Island
36061013501,3,5504,623,1422,2281,373,1193,37,198,Hell's Kitchen
36061013502,6,6358,728,1452,2484,664,1417,58,283,Hell's Kitchen
36061013601,5,1962,283,93,1700,4,104,11,50,Upper East Side-Yorkville
36061013602,5,5070,777,399,3845,94,507,35,190,Upper East Side-Yorkville
36061013603,5,4387,678,301,3474,78,340,23,171,Upper East Side-Yorkville
36061013604,5,5057,593,410,3800,92,504,37,214,Upper East Side-Yorkville
36061013700,6,7308,772,731,4646,358,1283,55,235,Midtown-Times Square
36061013800,5,13109,1612,913,9967,281,1438,64,446,Upper East Side-Yorkville
36061013900,6,9988,566,1218,6091,513,1726,90,350,Hell's Kitchen
36061014000,4,8050,1476,464,6601,73,619,28,265,Upper East Side-Carnegie Hill
36061014200,4,4463,762,264,3842,8,208,24,117,Upper East Side-Carnegie Hill
36061014300,6,129,12,32,32,49,2,5,9,Central Park
36061014401,5,5040,674,379,3994,76,381,25,185,Upper East Side-Yorkville
36061014402,5,7151,1008,593,5446,128,669,42,273,Upper East Side-Yorkville
36061014500,6,7532,834,765,4628,256,1472,82,329,Upper West Side-Lincoln Square
36061014601,5,4481,540,369,3230,97,564,44,177,Upper East Side-Yorkville
36061014602,5,9061,1221,671,6687,142,1103,51,407,Upper East Side-Yorkville
36061014700,6,2987,556,265,1643,60,845,27,147,Upper West Side-Lincoln Square
36061014801,4,3221,634,185,2485,28,350,24,149,Upper East Side-Carnegie Hill
36061014802,4,7494,1242,464,5889,65,751,59,266,Upper East Side-Carnegie Hill
36061014900,6,6351,957,397,4817,117,720,26,274,Upper West Side-Lincoln Square
36061015001,4,2321,412,80,1968,15,147,20,91,Upper East Side-Carnegie Hill
36061015002,4,5642,985,266,4862,30,306,24,154,Upper East Side-Carnegie Hill
36061015101,6,3756,693,1670,468,1047,434,40,97,Upper West Side-Lincoln Square
36061015102,6,8254,1729,1247,4036,599,1913,66,393,Upper West Side-Lincoln Square
36061015200,5,7730,1349,1562,4107,926,794,82,259,Upper East Side-Yorkville
36061015301,6,3684,490,269,2949,41,272,17,136,Upper West Side-Lincoln Square
36061015302,6,6032,961,413,4416,67,825,29,282,Upper West Side-Lincoln Square
36061015401,5,5189,596,454,3636,195,623,34,247,Upper East Side-Yorkville
36061015402,5,4503,574,457,3025,130,631,36,224,Upper East Side-Yorkville
36061015403,5,5738,1001,868,3348,416,846,44,216,Upper East Side-Yorkville
36061015501,6,5091,695,226,3875,55,693,32,210,Upper West Side-Lincoln Square
36061015502,6,5759,960,397,4122,128,860,57,195,Upper West Side-Lincoln Square
36061015601,8,5568,646,730,3371,309,921,44,193,Upper East Side-Yorkville
36061015602,8,2154,388,719,661,311,369,30,64,East Harlem (South)
36061015700,6,11197,1296,871,8492,264,955,193,422,Upper West Side-Lincoln Square
36061015801,5,5600,908,435,4278,109,502,37,239,Upper East Side-Carnegie Hill
36061015802,8,4516,440,706,2443,317,833,37,180,East Harlem (South)
36061015900,6,10054,1578,632,7555,186,1117,108,456,Upper West Side-Lincoln Square
36061016001,5,3852,729,220,3273,33,198,22,106,Upper East Side-Carnegie Hill
36061016002,8,3607,494,476,2288,152,566,26,99,East Harlem (South)
36061016100,6,6617,870,539,5116,125,505,36,296,Upper West Side (Central)
36061016200,8,9033,1692,3862,585,3364,920,73,229,East Harlem (South)
36061016300,6,7292,1126,651,5282,326,612,56,365,Upper West Side (Central)
36061016400,8,7371,1654,3681,831,1888,736,70,165,East Harlem (South)
36061016500,6,6659,1090,551,5151,140,479,21,317,Upper West Side (Central)
36061016600,8,7012,1256,3477,1453,1205,565,77,235,East Harlem (South)
36061016700,6,7210,1373,562,5546,206,540,78,278,Upper West Side (Central)
36061016800,8,4964,914,2276,926,1338,291,35,98,East Harlem (South)
36061016900,6,8526,1211,1027,6244,254,598,85,318,Upper West Side (Central)
36061017000,8,7991,1342,4251,870,1272,1283,96,219,East Harlem (South)
36061017100,6,9694,1630,979,7188,411,586,115,415,Upper West Side (Central)
36061017200,8,5441,1048,2985,755,1026,419,69,187,East Harlem (South)
36061017300,6,8699,1319,1274,5779,569,569,64,444,Upper West Side (Central)
36061017401,9,5449,1114,2420,717,1610,510,38,154,East Harlem (South)
36061017402,8,2276,345,820,435,687,225,20,89,East Harlem (South)
36061017500,6,11110,1621,1313,8126,440,697,116,418,Upper West Side (Central)
36061017700,6,9382,1409,2241,4755,1253,612,92,429,Upper West Side (Central)
36061017800,8,3860,627,2016,818,687,146,49,144,East Harlem (North)
36061017900,6,9103,1204,1302,6057,573,726,91,354,Upper West Side (Central)
36061018000,8,7429,1582,4354,779,1541,487,67,201,East Harlem (North)
36061018100,7,8941,1317,1421,5108,1024,879,104,405,Upper West Side (Central)
36061018200,8,7675,1652,4130,754,2002,473,121,195,East Harlem (North)
36061018300,7,8534,1078,1125,5494,484,907,120,404,Upper West Side (Central)
36061018400,8,7820,1728,3718,680,2609,441,95,277,East Harlem (North)
36061018500,7,5243,651,482,3072,465,934,66,224,Upper West Side-Manhattan Valley
36061018600,9,5127,1119,1946,348,2356,206,87,184,Harlem (South)
36061018700,7,9383,1536,1482,5752,838,764,119,428,Upper West Side-Manhattan Valley
36061018800,8,5697,1157,3288,856,1074,269,59,151,East Harlem (North)
36061018900,7,11556,1822,4692,3061,2620,715,90,378,Upper West Side-Manhattan Valley
36061019000,9,3679,781,753,756,1617,312,46,195,Harlem (South)
36061019100,7,9005,1166,1431,5528,731,887,68,360,Upper West Side-Manhattan Valley
36061019200,8,3971,954,2064,187,1403,184,36,97,East Harlem (North)
36061019300,7,8736,1071,3458,2473,1347,1023,110,325,Upper West Side-Manhattan Valley
36061019400,8,6978,1457,3871,578,1990,260,70,209,East Harlem (North)
36061019500,7,7828,893,1407,4453,401,1120,78,369,Upper West Side-Manhattan Valley
36061019600,9,4031,536,1837,554,1241,227,39,133,East Harlem (North)
36061019701,7,1278,148,196,385,155,482,24,36,Morningside Heights
36061019702,9,2601,367,431,914,734,316,25,181,Harlem (South)
36061019800,9,2370,324,452,561,1034,212,11,100,East Harlem (North)
36061019900,7,9598,898,1300,4967,784,1927,112,508,Morningside Heights
36061020000,9,2855,362,412,859,1205,171,31,177,Harlem (South)
36061020101,7,1863,138,219,839,173,523,28,81,Morningside Heights
36061020102,9,4077,683,850,1173,1566,196,32,260,Harlem (South)
36061020300,7,3874,101,606,1427,504,1097,58,182,Morningside Heights
36061020500,7,5023,423,465,2991,274,928,66,299,Morningside Heights
36061020600,9,3628,638,870,613,1801,115,34,195,East Harlem (North)
36061020701,7,3035,205,302,1466,153,910,34,170,Morningside Heights
36061020800,9,5255,887,794,1001,2955,186,60,259,Harlem (North)
36061020901,7,3665,733,1608,267,1497,168,25,100,Morningside Heights
36061021000,9,6748,1417,2009,162,4177,145,47,208,East Harlem (North)
36061021100,7,10529,1358,2853,3340,1736,2028,174,398,Morningside Heights
36061021200,9,4899,626,909,611,2893,211,61,214,Harlem (North)
36061021303,7,5583,830,1852,1171,1966,295,66,233,Manhattanville-West Harlem
36061021400,9,3075,334,427,312,2036,133,32,135,Harlem (North)
36061021500,9,3856,827,1032,434,2083,112,39,156,Harlem (North)
36061021600,9,8567,1535,1877,2073,3590,524,112,391,Harlem (South)
36061021703,9,545,18,101,202,123,89,12,18,Manhattanville-West Harlem
36061021800,9,6530,1066,1153,1365,3348,292,79,293,Harlem (South)
36061021900,7,5696,1358,3213,278,1920,115,66,104,Manhattanville-West Harlem
36061022000,9,6114,1194,1151,1457,2808,257,90,351,Harlem (South)
36061022102,9,2382,358,328,570,1226,93,26,139,Harlem (North)
36061022200,9,3293,545,566,829,1522,182,35,159,Harlem (South)
36061022301,7,7258,1034,5087,1104,534,291,95,147,Manhattanville-West Harlem
36061022302,7,3101,409,1747,432,577,246,16,83,Manhattanville-West Harlem
36061022400,9,7346,1692,2543,637,3718,163,72,213,Harlem (North)
36061022500,7,9895,1588,5891,1498,1800,303,114,289,Hamilton Heights-Sugar Hill
36061022600,9,4890,864,1055,803,2600,193,53,186,Harlem (North)
36061022700,9,5387,800,1513,1296,2027,220,78,253,Hamilton Heights-Sugar Hill
36061022800,9,5961,969,1143,915,3387,160,72,284,Harlem (North)
36061022900,7,7975,1191,4472,1307,1622,261,76,237,Hamilton Heights-Sugar Hill
36061023000,9,9111,1731,2087,924,5391,233,102,374,Harlem (North)
36061023100,9,6273,911,2062,1397,2156,267,73,318,Hamilton Heights-Sugar Hill
36061023200,9,8061,1888,2561,396,4646,134,95,229,Harlem (North)
36061023300,7,6368,889,2770,1517,1466,292,64,259,Hamilton Heights-Sugar Hill
36061023400,9,5112,996,1286,761,2622,154,55,234,Harlem (North)
36061023501,9,6720,1086,2724,1191,2308,157,56,284,Hamilton Heights-Sugar Hill
36061023502,9,2206,432,484,235,1295,86,17,89,Harlem (North)
36061023600,9,9907,1783,1749,265,7431,91,86,285,Harlem (North)
36061023700,7,6792,992,3542,1215,1547,185,71,232,Hamilton Heights-Sugar Hill
36061023802,5,4791,811,686,1512,585,1574,223,211,Upper East Side-Lenox Hill-Roosevelt Island
36061023803,5,3625,391,478,1425,585,885,46,206,Upper East Side-Lenox Hill-Roosevelt Island
36061023804,5,3306,570,276,1314,67,1438,64,147,Upper East Side-Lenox Hill-Roosevelt Island
36061023900,10,2675,434,1273,417,790,78,28,89,Washington Heights (South)
36061024000,8,1302,27,466,170,621,13,8,24,Randall's Island
36061024100,7,7612,1013,3828,1649,1517,295,69,254,Washington Heights (South)
36061024200,8,4448,1168,1995,189,1961,136,42,125,East Harlem (North)
36061024301,10,3993,646,2093,629,1052,84,28,107,Washington Heights (South)
36061024302,9,7237,2011,3436,81,3327,177,65,151,Harlem (North)
36061024500,10,13385,2110,9641,1678,1249,459,122,236,Washington Heights (South)
36061024700,7,6521,894,4229,1241,612,204,55,180,Washington Heights (South)
36061024900,10,1084,148,627,158,173,78,10,38,Washington Heights (South)
36061025100,10,2287,325,1640,240,238,103,23,43,Washington Heights (South)
36061025300,10,10081,1461,7341,1584,532,368,77,179,Washington Heights (South)
36061025500,10,5697,561,2370,1805,370,896,57,199,Washington Heights (South)
36061025700,9,4270,836,755,1348,1577,251,56,283,Harlem (South)
36061025900,9,4029,880,1176,711,1677,215,64,186,Harlem (North)
36061026100,10,10733,1885,9181,559,679,91,96,127,Washington Heights (South)
36061026300,10,7969,1191,6224,926,429,179,85,126,Washington Heights (South)
36061026500,10,6850,933,3874,2111,316,288,65,196,Washington Heights (North)
36061026700,10,2083,322,835,1135,36,27,19,31,Washington Heights (North)
36061026900,10,7848,1232,6356,777,454,120,46,95,Washington Heights (North)
36061027100,10,7623,1148,4945,2020,215,197,98,148,Washington Heights (North)
36061027300,10,6519,975,1571,4029,229,315,88,287,Washington Heights (North)
36061027500,10,3063,485,480,2075,117,209,24,158,Washington Heights (North)
36061027700,10,6423,1076,5234,658,306,89,42,94,Washington Heights (North)
36061027900,10,10019,1641,7058,2066,381,206,116,192,Washington Heights (North)
36061028100,10,3108,598,520,2107,152,151,39,139,Washington Heights (North)
36061028300,10,7740,1187,5211,1466,509,315,70,169,Washington Heights (North)
36061028500,10,6794,1189,5539,676,294,135,55,95,Washington Heights (North)
36061028700,10,3772,598,2209,1149,173,89,36,116,Washington Heights (North)
36061029100,10,10509,1922,8885,796,482,117,103,126,Inwood
36061029300,10,8035,1499,6838,604,295,103,80,115,Inwood
36061029500,10,7039,1079,3762,2362,390,242,52,231,Inwood
36061029700,10,16,3,6,0,5,0,0,5,Inwood Hill Park
36061029900,10,3598,680,2647,78,763,25,30,55,Inwood
36061030300,10,3691,549,1873,1331,176,133,40,138,Inwood
36061030700,10,3427,503,946,1896,225,155,25,180,Inwood
36061030900,10,8594,1856,6008,547,1658,130,75,176,Kingsbridge-Marble Hill
36061031100,10,12,3,8,0,2,0,1,1,Highbridge Park
36061031703,1,5847,1705,449,3840,107,1029,33,389,Financial District-Battery Park City
36061031704,1,10422,2072,832,6349,161,2435,87,558,Financial District-Battery Park City
36061031900,1,3,1,2,0,0,0,0,1,The Battery-Governors Island-Ellis Island-Liberty Island
36081000101,26,4659,805,671,2292,176,1224,53,243,Long Island City-Hunters Point
36081000102,26,7484,1056,730,4156,235,1832,187,344,Long Island City-Hunters Point
36081000103,26,33,2,0,9,2,18,1,3,Long Island City-Hunters Point
36081000104,26,27,8,13,1,7,1,1,4,Long Island City-Hunters Point
36081000200,32,3084,661,1830,367,118,607,81,81,Woodhaven
36081000400,32,4918,1133,3301,225,263,795,202,132,Woodhaven
36081000600,32,4177,995,2591,302,246,671,223,144,Woodhaven
36081000701,26,3460,592,508,1739,66,896,58,193,Long Island City-Hunters Point
36081000702,26,4260,559,816,1963,186,1056,45,194,Long Island City-Hunters Point
36081000800,32,3580,755,2169,336,167,670,123,115,Woodhaven
36081001000,32,3789,848,2382,320,128,812,85,62,Woodhaven
36081001200,32,4183,781,2353,674,149,849,100,58,Woodhaven
36081001400,32,4114,873,2507,611,144,714,79,59,Woodhaven
36081001600,32,3041,588,1871,316,94,666,47,47,Woodhaven
36081001800,32,3044,641,1792,310,124,641,87,90,Woodhaven
36081001901,26,1434,180,163,649,49,467,14,92,Long Island City-Hunters Point
36081001902,26,8645,561,792,2716,337,4358,111,331,Long Island City-Hunters Point
36081001903,26,2214,138,188,821,52,1075,15,63,Long Island City-Hunters Point
36081002000,32,1871,403,1027,196,62,468,40,78,Woodhaven
36081002200,32,2290,424,1448,322,122,315,38,45,Woodhaven
36081002400,29,2195,479,1342,240,143,353,55,62,Richmond Hill
36081002500,26,7242,1681,2945,178,3128,673,80,238,Queensbridge-Ravenswood-Dutch Kills
36081002600,29,2150,489,1030,363,208,383,107,59,Richmond Hill
36081002800,29,3304,736,1906,304,210,484,266,134,Richmond Hill
36081003000,32,1479,282,778,200,54,299,94,54,Woodhaven
36081003100,26,2157,197,638,741,174,457,56,91,Queensbridge-Ravenswood-Dutch Kills
36081003200,32,1791,380,1018,171,127,273,90,112,Ozone Park (North)
36081003301,26,4399,248,547,1650,246,1707,40,209,Queensbridge-Ravenswood-Dutch Kills
36081003302,26,2166,321,652,414,186,792,34,88,Queensbridge-Ravenswood-Dutch Kills
36081003400,32,2442,549,1227,196,172,630,130,87,Ozone Park (North)
36081003600,32,4195,989,1858,277,217,1519,195,129,Ozone Park (North)
36081003700,26,2,1,1,1,0,0,0,0,Queensbridge-Ravenswood-Dutch Kills
36081003800,32,2490,581,1338,265,114,500,106,167,Ozone Park (North)
36081003900,22,1462,282,778,376,45,190,26,47,Queensbridge-Ravenswood-Dutch Kills
36081004001,32,2403,522,1051,475,140,487,150,100,Ozone Park (North)
36081004002,32,1361,330,472,118,73,514,73,111,Ozone Park
36081004200,32,4505,1043,1384,277,228,2254,199,163,Ozone Park (North)
36081004300,26,2326,507,1026,107,945,141,31,76,Queensbridge-Ravenswood-Dutch Kills
36081004401,32,3916,884,948,270,166,2180,178,174,Ozone Park
36081004500,22,3252,450,670,1681,141,611,37,112,Queensbridge-Ravenswood-Dutch Kills
36081004700,26,4090,795,1335,899,1099,541,50,166,Queensbridge-Ravenswood-Dutch Kills
36081005000,32,0,0,0,0,0,0,0,0,Ozone Park
36081005100,26,2512,410,530,750,49,1040,45,98,Queensbridge-Ravenswood-Dutch Kills
36081005200,32,3080,787,1024,223,221,1281,195,136,Ozone Park (North)
36081005300,22,5397,572,979,2689,68,1243,136,282,Astoria (Central)
36081005400,32,5609,1153,2134,887,433,1510,437,208,Ozone Park
36081005500,26,1367,183,459,380,32,402,29,65,Queensbridge-Ravenswood-Dutch Kills
36081005700,26,4277,522,1288,1790,65,909,64,161,Astoria (Central)
36081005800,32,6194,1350,2705,1398,539,1238,153,161,Ozone Park
36081005900,22,4231,434,918,2334,94,637,44,204,Astoria (Central)
36081006100,22,6291,641,1301,3446,91,1083,99,271,Astoria (Central)
36081006201,32,5389,709,1633,3011,299,263,64,119,Howard Beach-Lindenwood
36081006202,32,6949,1493,2873,2777,384,608,95,212,Howard Beach-Lindenwood
36081006300,22,5877,557,1255,3405,103,753,83,278,Astoria (Central)
36081006501,22,3645,341,843,1983,79,512,77,151,Astoria (Central)
36081006502,22,4004,418,930,2295,50,545,37,147,Astoria (Central)
36081006900,22,5196,572,1584,2357,98,897,73,187,Astoria (Central)
36081007100,22,4355,473,939,2276,109,733,74,224,Astoria (Central)
36081007300,22,4470,446,886,2535,92,726,51,180,Astoria (Central)
36081007500,22,4477,472,992,2196,90,944,67,188,Astoria (Central)
36081007700,22,2114,289,523,917,74,433,71,96,Old Astoria-Hallets Point
36081007900,22,3628,568,1064,1403,95,846,109,111,Old Astoria-Hallets Point
36081008100,22,1761,270,471,810,74,294,29,83,Old Astoria-Hallets Point
36081008300,22,3515,528,1326,1191,371,425,53,149,Old Astoria-Hallets Point
36081008500,26,1979,370,676,456,474,245,58,70,Queensbridge-Ravenswood-Dutch Kills
36081008600,32,2989,565,1284,766,143,468,198,130,Ozone Park
36081008700,22,5176,1229,2078,580,1958,274,97,189,Old Astoria-Hallets Point
36081008800,32,3449,688,1501,1114,246,364,121,103,Ozone Park
36081009100,22,2733,382,738,1385,87,363,27,133,Old Astoria-Hallets Point
36081009400,28,2919,645,650,160,508,768,533,300,South Ozone Park
36081009500,22,2510,355,432,1623,49,271,36,99,Astoria (North)-Ditmars-Steinway
36081009600,28,3127,603,579,191,488,887,646,336,South Ozone Park
36081009700,22,3860,623,549,2704,51,317,43,196,Astoria (North)-Ditmars-Steinway
36081009800,29,2631,499,365,172,290,830,543,431,South Ozone Park
36081009900,22,0,0,0,0,0,0,0,0,Astoria Park
36081010000,28,3383,571,786,262,375,985,657,318,South Ozone Park
36081010100,22,2654,354,409,1870,39,183,46,107,Astoria (North)-Ditmars-Steinway
36081010200,28,2866,511,497,238,351,980,387,413,South Ozone Park
36081010300,22,4150,643,721,2521,82,623,37,166,Astoria (North)-Ditmars-Steinway
36081010400,28,3315,608,525,234,370,1144,676,366,South Ozone Park
36081010500,22,4641,981,1348,2212,232,626,59,164,Astoria (North)-Ditmars-Steinway
36081010600,28,3417,682,532,174,363,1373,564,411,South Ozone Park
36081010701,22,7,1,6,1,0,0,0,0,Astoria (North)-Ditmars-Steinway
36081010800,29,3034,646,609,113,328,1238,497,249,South Richmond Hill
36081011000,29,3190,659,830,145,282,1025,666,242,South Richmond Hill
36081011100,22,2902,401,595,1797,37,343,29,101,Astoria (North)-Ditmars-Steinway
36081011200,29,2497,539,781,290,146,772,299,209,Ozone Park (North)
36081011300,22,4280,482,992,2438,77,566,55,152,Astoria (North)-Ditmars-Steinway
36081011400,29,1539,339,706,194,117,322,120,80,Ozone Park (North)
36081011500,22,2414,257,504,1442,45,270,24,129,Astoria (North)-Ditmars-Steinway
36081011600,29,2370,503,816,216,149,617,275,297,Ozone Park (North)
36081011700,22,3840,463,602,2574,57,423,48,136,Astoria (North)-Ditmars-Steinway
36081011800,29,2690,567,839,174,128,1073,308,168,South Richmond Hill
36081011900,22,1729,182,367,1102,27,137,24,72,Astoria (North)-Ditmars-Steinway
36081012000,29,2385,501,502,115,104,1357,189,118,South Richmond Hill
36081012100,22,2177,284,344,1476,19,224,23,91,Astoria (North)-Ditmars-Steinway
36081012200,29,2802,550,1026,185,206,976,218,191,Richmond Hill
36081012301,22,3272,451,598,2220,73,221,55,105,Astoria (North)-Ditmars-Steinway
36081012400,29,2873,614,1228,202,223,750,282,188,Richmond Hill
36081012500,22,1735,188,422,934,37,241,24,77,Astoria (North)-Ditmars-Steinway
36081012601,29,2596,527,1365,216,202,444,246,123,Richmond Hill
36081012602,29,2715,580,1513,219,174,488,220,101,Richmond Hill
36081012800,29,2212,455,982,610,101,283,125,111,Richmond Hill
36081013000,29,1757,434,674,571,83,303,52,74,Richmond Hill
36081013200,29,1919,387,674,643,136,347,44,75,Richmond Hill
36081013400,29,5904,987,1548,2711,536,733,73,303,Kew Gardens
36081013500,22,1526,257,198,1206,13,67,14,28,Astoria (North)-Ditmars-Steinway
36081013600,29,1994,337,555,896,147,274,50,72,Kew Gardens
36081013700,22,1747,227,333,1160,54,125,25,50,Astoria (North)-Ditmars-Steinway
36081013800,29,3785,711,1197,1154,217,982,98,137,Kew Gardens
36081014000,29,3952,881,1091,1558,271,713,125,194,Kew Gardens
36081014100,22,1645,229,410,938,26,169,12,90,Astoria (East)-Woodside (North)
36081014201,29,4702,1087,1978,187,556,1327,387,267,Richmond Hill
36081014202,29,2870,534,1309,145,259,753,242,162,Richmond Hill
36081014300,22,4007,624,1002,2107,77,574,75,172,Astoria (East)-Woodside (North)
36081014400,29,2005,443,738,120,120,789,124,114,Richmond Hill
36081014500,22,2368,362,499,1440,34,236,43,116,Astoria (East)-Woodside (North)
36081014700,22,2933,367,648,1764,60,258,55,148,Astoria (East)-Woodside (North)
36081014800,29,2186,422,475,73,189,912,390,147,South Richmond Hill
36081014900,22,2477,367,765,1253,23,272,43,121,Astoria (East)-Woodside (North)
36081015000,29,2418,489,529,82,236,990,308,273,South Richmond Hill
36081015100,22,2675,312,646,1455,51,335,61,127,Astoria (East)-Woodside (North)
36081015200,29,2638,452,653,101,342,809,533,200,South Richmond Hill
36081015300,22,2131,222,413,1138,54,371,41,114,Astoria (East)-Woodside (North)
36081015400,29,2390,478,421,103,232,946,422,266,South Richmond Hill
36081015500,22,2344,277,546,1261,32,371,45,89,Astoria (East)-Woodside (North)
36081015600,29,3210,611,457,64,464,1298,483,444,South Richmond Hill
36081015700,26,1655,245,523,599,39,401,38,55,Astoria (East)-Woodside (North)
36081015801,28,3817,669,614,58,937,1015,762,431,South Ozone Park
36081015802,28,4607,801,600,107,733,1183,1321,663,South Ozone Park
36081015900,22,4010,444,939,2102,95,575,95,204,Astoria (East)-Woodside (North)
36081016100,22,2291,360,898,725,32,466,52,118,Astoria (East)-Woodside (North)
36081016300,26,4053,804,1664,590,1090,485,58,166,Astoria (East)-Woodside (North)
36081016400,28,3306,642,344,54,739,797,810,562,South Ozone Park
36081016600,28,3400,520,595,92,594,846,684,589,South Ozone Park
36081016800,28,2764,498,631,81,493,597,617,345,South Ozone Park
36081016900,26,5577,897,1398,2567,74,1304,34,200,Sunnyside
36081017000,28,2504,473,326,68,703,485,558,364,South Ozone Park
36081017101,26,36,6,11,8,9,3,0,5,Sunnyside Yards (South)
36081017102,26,27,12,9,1,7,6,0,4,Sunnyside Yards (North)
36081017200,28,2224,384,278,26,663,390,552,315,South Ozone Park
36081017400,28,2423,469,468,38,754,419,467,277,South Ozone Park
36081017600,28,2181,417,331,54,750,476,333,237,South Ozone Park
36081017800,28,2084,433,310,26,677,417,372,282,South Ozone Park
36081017901,26,986,161,351,317,15,253,19,31,Sunnyside
36081017902,26,124,3,26,26,67,1,1,3,Sunnyside
36081018000,28,1365,343,231,96,398,316,164,160,South Ozone Park
36081018101,26,3836,533,1382,1310,59,947,33,105,Sunnyside
36081018102,26,3800,484,817,1827,66,925,36,129,Sunnyside
36081018200,28,2540,516,467,63,1220,325,250,215,Baisley Park
36081018300,26,6044,948,1850,2437,101,1412,42,202,Sunnyside
36081018401,28,2174,520,246,13,1397,154,166,198,Baisley Park
36081018402,28,2412,506,277,18,1392,262,220,243,Baisley Park
36081018501,26,3502,502,1068,1340,85,828,50,131,Sunnyside
36081018502,26,3453,499,1027,1361,71,827,47,120,Sunnyside
36081018600,28,1802,381,243,48,789,223,238,261,Baisley Park
36081018700,26,3611,746,1286,943,300,901,78,103,Sunnyside
36081018800,28,1510,329,232,17,765,172,212,112,Baisley Park
36081018900,26,3457,482,1181,947,121,1063,52,93,Sunnyside
36081019000,28,2445,482,282,56,1343,231,285,248,Baisley Park
36081019200,28,2359,451,361,42,1224,298,288,146,Baisley Park
36081019400,28,3015,570,493,35,1453,431,371,232,South Jamaica
36081019600,28,3122,709,600,31,1460,409,360,262,South Jamaica
36081019800,28,3682,921,803,33,1387,892,355,212,South Jamaica
36081019901,26,1088,331,475,125,376,68,28,16,Sunnyside
36081019902,26,317,9,93,38,169,0,10,7,Sunnyside
36081019903,26,0,0,0,0,0,0,0,0,Sunnyside
36081020200,28,1693,356,307,40,587,383,237,139,South Jamaica
36081020400,28,2278,491,609,51,716,623,156,123,Jamaica
36081020500,26,1184,248,732,185,21,210,20,16,Sunnyside
36081020600,27,2046,469,883,114,332,433,161,123,Jamaica
36081020800,27,3513,718,1269,279,1115,472,173,205,Jamaica
36081021200,24,2812,744,1693,134,254,426,151,154,Jamaica
36081021400,24,6673,1333,2130,677,725,2594,278,269,Jamaica Hills-Briarwood
36081021601,29,2678,291,599,1008,302,592,60,117,Kew Gardens
36081021602,29,1506,294,705,145,205,308,98,45,Kew Gardens
36081021603,29,0,0,0,0,0,0,0,0,Kew Gardens
36081021900,26,31,14,9,10,5,2,0,5,Maspeth
36081022001,24,6551,1272,1984,1662,1136,1430,115,224,Jamaica Hills-Briarwood
36081022002,24,6010,1000,1422,1831,661,1711,142,243,Jamaica Hills-Briarwood
36081022900,26,0,0,0,0,0,0,0,0,Calvary & Mount Zion Cemeteries
36081023000,24,1880,333,437,406,102,771,72,92,Jamaica Hills-Briarwood
36081023200,24,5264,969,1550,774,567,1926,183,264,Jamaica Hills-Briarwood
36081023501,26,4403,882,2495,366,34,1408,55,45,Sunnyside
36081023502,26,3373,607,1675,442,29,1129,43,55,Sunnyside
36081023600,24,3266,631,923,185,490,1475,97,96,Jamaica
36081023800,27,4863,1137,1828,85,627,1973,223,127,Jamaica
36081024000,27,6252,1437,2782,189,1098,1642,306,235,Jamaica
36081024300,26,6231,1294,2429,1062,47,2558,54,81,Woodside
36081024500,26,5544,847,1783,1717,170,1686,48,140,Woodside
36081024600,27,1,1,0,1,0,0,0,0,Jamaica
36081024700,26,1537,268,514,178,21,780,17,27,Woodside
36081024900,26,5724,767,1418,1146,107,2869,69,115,Woodside
36081025100,26,5818,889,1966,1596,146,1936,57,117,Woodside
36081025301,26,4510,648,1704,1488,81,1044,45,148,Sunnyside
36081025302,26,3013,522,1397,676,47,803,28,62,Sunnyside
36081025401,28,3899,1001,662,29,1927,934,147,200,South Jamaica
36081025402,28,6180,1424,1234,129,3283,1010,208,316,South Jamaica
36081025500,26,1603,237,545,363,20,630,4,41,Woodside
36081025700,26,1648,274,562,258,18,761,10,39,Woodside
36081025800,27,2289,566,379,11,1195,476,103,125,South Jamaica
36081025900,26,3542,642,1285,449,59,1655,34,60,Woodside
36081026000,28,2915,770,637,36,1557,471,100,114,South Jamaica
36081026100,26,7802,1538,2845,522,101,4189,43,102,Woodside
36081026200,28,1652,348,276,8,960,204,69,135,South Jamaica
36081026300,26,6631,1143,2216,543,75,3673,47,77,Woodside
36081026400,28,2736,567,456,21,1741,246,105,167,South Jamaica
36081026501,25,3213,558,680,234,38,2167,32,62,Elmhurst
36081026502,26,1622,390,448,84,16,1034,12,28,Woodside
36081026600,27,1949,297,219,25,1353,194,38,120,South Jamaica
36081026700,25,6196,1134,2369,279,57,3321,87,83,Elmhurst
36081026901,25,5210,1069,3083,182,39,1798,46,62,Elmhurst
36081026902,25,4244,801,1571,181,33,2378,28,53,Elmhurst
36081027000,28,1960,422,322,26,1174,177,132,129,South Jamaica
36081027101,25,5454,1025,1861,207,56,3231,28,71,Elmhurst
36081027102,25,3112,725,2263,188,27,596,17,21,Elmhurst
36081027200,28,2065,463,283,34,1259,195,138,156,Baisley Park
36081027301,21,3673,848,3175,75,18,342,55,8,Jackson Heights
36081027302,21,4765,1020,3515,211,139,786,65,49,Jackson Heights
36081027400,28,1927,374,273,10,1247,184,112,101,Baisley Park
36081027500,25,6773,1343,4895,539,92,1080,74,93,Jackson Heights
