ct,tot_,moe_,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino
36081036800,2692,681,2488,703,204,173,0,13,133,145,0,13,67,97,4,6,0,13,0,13,0,13,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081037100,1289,285,606,240,683,190,0,13,52,53,0,13,338,131,5,9,0,13,0,13,0,13,0,13,0,13,5,9,0,13,242,166,0,13,0,13,0,13,33,48,170,154,0,13,39,45,0,13,0,13,0,13,46,49,0,13,0,13,0,13,46,49
36081037300,2293,577,689,198,1604,556,445,237,134,93,7,11,374,238,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,595,324,0,13,0,13,0,13,73,47,447,311,75,84,0,13,0,13,0,13,0,13,49,37,9,14,26,29,0,13,14,19
36081037501,1600,353,242,168,1358,376,356,231,97,126,0,13,206,238,79,117,0,13,0,13,0,13,0,13,0,13,79,117,0,13,620,235,0,13,0,13,0,13,39,64,492,260,0,13,53,83,0,13,36,53,0,13,0,13,0,13,0,13,0,13,0,13
36081037502,2710,698,649,450,2061,411,400,216,253,133,0,13,405,255,46,55,0,13,0,13,0,13,12,35,10,16,24,36,0,13,877,347,0,13,0,13,0,13,64,67,712,313,0,13,101,97,0,13,0,13,0,13,80,67,0,13,0,13,0,13,80,67
36081037600,6794,1172,6543,1195,251,176,0,18,134,122,0,18,58,66,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,59,95,0,18,0,18,0,18,0,18,59,95,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36081037700,4141,822,521,265,3620,781,661,322,19,28,32,38,520,286,377,316,0,13,294,306,21,33,0,13,0,13,62,98,0,13,1950,685,0,13,0,13,0,13,62,88,1874,682,0,13,14,24,0,13,0,13,0,13,61,67,0,13,35,52,0,13,26,41
36081037900,7012,1162,505,312,6507,1209,2234,892,340,252,0,18,1171,465,328,378,0,18,58,87,270,368,0,18,0,18,0,18,0,18,2054,807,180,247,0,18,0,18,397,557,1452,520,0,18,25,40,0,18,0,18,0,18,380,285,0,18,0,18,0,18,380,285
36081038100,7058,1290,1476,521,5582,1157,1496,673,48,43,0,18,1259,541,75,91,0,18,54,86,21,34,0,18,0,18,0,18,0,18,2585,951,118,196,0,18,0,18,195,203,2041,937,0,18,231,223,0,18,0,18,0,18,119,109,0,18,0,18,0,18,119,109
36081038301,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081038302,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081038400,2490,507,2416,489,74,67,0,13,5,9,9,13,0,13,60,65,0,13,0,13,29,42,0,13,0,13,31,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081039400,3180,502,2880,454,300,245,0,13,82,75,0,13,211,231,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081039800,1792,400,1686,391,106,97,0,13,106,97,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081039901,2560,563,310,239,2250,561,693,491,77,79,0,13,144,224,82,125,0,13,0,13,0,13,0,13,0,13,82,125,0,13,1151,605,0,13,0,13,0,13,199,318,861,561,91,140,0,13,0,13,0,13,0,13,103,213,0,13,0,13,0,13,103,213
36081039902,1700,553,623,336,1077,543,106,132,26,28,0,13,40,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,723,461,0,13,17,28,0,13,39,50,611,454,0,13,56,66,0,13,0,13,0,13,182,270,0,13,0,13,0,13,182,270
36081040000,1704,299,1566,327,138,115,0,13,0,13,55,58,60,86,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,0,13,12,17,0,13,0,13,0,13,12,17
36081040101,3159,645,558,257,2601,700,448,441,91,157,0,13,778,380,325,277,0,13,325,277,0,13,0,13,0,13,0,13,0,13,959,589,0,13,0,13,0,13,90,94,790,583,0,13,48,78,0,13,31,49,0,13,0,13,0,13,0,13,0,13,0,13
36081040102,5172,803,971,381,4201,843,653,476,68,82,0,18,511,375,585,419,0,18,305,352,115,183,0,18,0,18,165,183,0,18,2111,681,0,18,0,18,0,18,158,151,1894,678,0,18,59,94,0,18,0,18,0,18,273,334,0,18,0,18,63,92,210,323
36081040200,1706,350,1620,359,86,71,0,13,26,40,0,13,0,13,60,58,0,13,0,13,0,13,0,13,60,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040301,3141,745,652,574,2489,566,1363,556,11,17,0,13,159,191,102,116,0,13,0,13,17,28,0,13,0,13,85,107,0,13,803,375,0,13,0,13,23,37,55,56,685,372,0,13,34,53,0,13,6,9,0,13,51,62,0,13,0,13,0,13,51,62
36081040302,4401,821,555,230,3846,819,1224,709,12,18,0,13,1016,646,34,42,0,13,0,13,0,13,0,13,0,13,34,42,0,13,1480,576,0,13,0,13,0,13,95,128,1237,537,0,13,61,90,0,13,87,140,0,13,80,87,0,13,28,44,0,13,52,74
36081040400,4343,565,3872,580,471,211,52,58,49,68,9,14,112,93,156,128,0,13,0,13,0,13,0,13,60,48,96,140,0,13,93,126,0,13,0,13,0,13,58,81,0,13,0,13,35,85,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040501,1070,434,43,45,1027,434,516,300,0,13,0,13,254,199,24,38,0,13,0,13,0,13,0,13,0,13,24,38,0,13,233,179,0,13,0,13,0,13,30,48,203,177,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040502,2301,612,407,248,1894,510,546,294,90,78,129,217,447,205,153,182,0,13,0,13,53,54,100,170,0,13,0,13,0,13,456,197,0,13,0,13,0,13,15,23,423,197,0,13,18,19,0,13,0,13,0,13,73,71,0,13,0,13,0,13,73,71
36081040701,3881,955,306,190,3575,993,1373,971,0,13,36,52,230,190,117,180,0,13,117,180,0,13,0,13,0,13,0,13,0,13,1753,709,0,13,0,13,0,13,56,61,1490,698,0,13,207,202,0,13,0,13,0,13,66,102,0,13,0,13,0,13,66,102
36081040702,4793,1023,686,425,4107,1064,912,596,18,27,0,13,666,339,91,103,0,13,0,13,91,103,0,13,0,13,0,13,0,13,2407,1079,0,13,0,13,0,13,112,154,2189,1091,0,13,106,123,0,13,0,13,0,13,13,19,13,19,0,13,0,13,0,13
36081040901,2179,639,299,214,1880,679,703,404,12,20,52,77,46,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1067,719,0,13,0,13,0,13,119,161,948,706,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081040902,3640,972,117,96,3523,963,963,389,85,94,0,13,597,309,29,44,0,13,0,13,29,44,0,13,0,13,0,13,0,13,1552,879,25,39,0,13,0,13,153,260,1374,869,0,13,0,13,0,13,0,13,0,13,297,311,63,93,234,296,0,13,0,13
36081041100,4376,839,590,204,3786,885,1309,486,214,286,0,13,1024,751,62,55,0,13,42,46,0,13,20,30,0,13,0,13,0,13,1014,339,0,13,110,92,0,13,59,49,650,298,0,13,195,152,0,13,0,13,0,13,163,162,0,13,0,13,0,13,163,162
36081041300,5070,918,780,280,4290,920,804,466,33,43,54,84,1162,792,649,405,0,18,379,292,79,128,0,18,0,18,191,198,0,18,1384,730,60,92,0,18,0,18,154,115,1056,747,27,47,21,22,0,18,66,79,0,18,204,199,82,126,29,45,0,18,93,147
36081041400,4882,686,4610,709,272,187,0,13,121,110,0,13,0,13,151,155,0,13,35,61,0,13,0,13,25,39,91,143,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081041500,4787,972,679,223,4108,947,641,422,94,117,0,13,1446,600,158,246,0,13,0,13,0,13,4,10,0,13,154,245,0,13,1540,760,33,44,0,13,0,13,21,26,1222,730,106,136,158,207,0,13,0,13,0,13,229,287,0,13,14,24,0,13,215,288
36081042400,2491,417,2442,412,49,42,0,13,14,16,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,0,13,2,4,0,13,0,13,0,13,0,13,0,13,0,13,26,38,0,13,25,38,0,13,1,3
36081042600,458,101,386,96,72,49,4,7,29,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,15,0,13,0,13,0,13,8,15,0,13,0,13,0,13,0,13,0,13,0,13,31,38,15,24,0,13,0,13,16,28
36081042700,4859,923,717,341,4142,885,572,392,63,79,15,24,1308,660,470,380,0,13,0,13,135,217,0,13,235,301,100,121,0,13,1579,560,0,13,104,166,0,13,347,265,1036,555,0,13,64,72,0,13,0,13,28,45,135,138,0,13,0,13,0,13,135,138
36081043200,1339,242,1321,239,18,17,0,13,9,14,0,13,8,11,1,4,0,13,0,13,0,13,0,13,0,13,1,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081043400,1852,365,1654,382,198,133,0,13,19,29,0,13,142,131,27,28,0,13,0,13,15,23,0,13,12,19,0,13,0,13,10,15,0,13,0,13,0,13,10,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081043701,3229,539,954,280,2275,550,227,163,52,57,0,13,450,263,253,265,0,13,117,177,7,14,3,10,0,13,126,190,0,13,1265,428,41,48,0,13,0,13,374,177,787,401,0,13,26,42,0,13,6,6,31,49,28,30,0,13,0,13,0,13,28,30
36081043702,8641,1289,2737,614,5904,1227,1494,1028,316,313,15,23,1538,798,427,419,0,18,78,124,0,18,0,18,0,18,349,403,0,18,1749,969,0,18,0,18,0,18,178,146,1443,892,0,18,128,157,0,18,0,18,0,18,365,311,0,18,71,83,0,18,294,298
36081043900,3377,835,507,195,2870,788,646,405,33,52,0,13,1004,539,59,94,0,13,0,13,59,94,0,13,0,13,0,13,0,13,1128,453,0,13,0,13,0,13,218,162,655,384,0,13,255,237,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081044000,4503,866,3469,603,1034,767,66,119,503,697,0,13,0,13,106,109,0,13,35,57,0,13,0,13,14,21,57,72,0,13,188,239,0,13,0,13,0,13,0,13,188,239,0,13,0,13,0,13,0,13,0,13,171,175,31,52,0,13,0,13,140,165
36081044301,3658,941,869,249,2789,934,951,886,0,13,30,46,1149,459,98,162,0,13,98,162,0,13,0,13,0,13,0,13,0,13,463,233,10,16,0,13,0,13,201,149,252,190,0,13,0,13,0,13,0,13,0,13,98,135,0,13,0,13,0,13,98,135
36081044302,4272,936,2334,480,1938,862,611,405,170,142,0,13,453,267,134,197,0,13,0,13,0,13,0,13,0,13,134,197,0,13,570,461,0,13,97,151,35,56,84,135,293,365,0,13,61,98,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081044400,4405,900,3222,772,1183,574,9,20,117,133,0,13,160,142,779,562,0,13,90,144,548,451,0,13,0,13,141,224,0,13,82,60,41,51,0,13,0,13,37,43,4,10,0,13,0,13,0,13,0,13,0,13,36,77,0,13,0,13,0,13,36,77
36081044601,3835,571,2640,528,1195,472,199,327,36,34,9,15,184,206,449,251,0,13,141,105,0,13,6,12,0,13,302,210,0,13,318,225,7,17,0,13,0,13,219,203,92,110,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081044602,5466,609,4101,578,1365,408,128,167,233,265,0,18,145,156,598,295,0,18,370,267,120,120,0,18,5,10,103,113,0,18,208,109,0,18,0,18,0,18,90,87,94,96,0,18,24,35,0,18,0,18,0,18,53,50,0,18,0,18,0,18,53,50
36081044800,2976,544,2251,517,725,304,29,45,11,17,0,13,0,13,557,329,0,13,432,319,0,13,0,13,0,13,125,105,0,13,100,79,0,13,0,13,0,13,75,75,25,27,0,13,0,13,0,13,0,13,0,13,28,43,0,13,0,13,0,13,28,43
36081045000,2272,438,2192,433,80,53,23,25,0,13,0,13,0,13,11,17,0,13,11,17,0,13,0,13,0,13,0,13,0,13,46,40,10,15,0,13,20,29,11,17,0,13,0,13,5,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081045200,1178,330,909,323,269,160,0,13,28,30,4,8,148,163,6,12,0,13,6,12,0,13,0,13,0,13,0,13,0,13,79,75,0,13,0,13,61,72,10,14,4,8,0,13,4,8,0,13,0,13,0,13,4,8,0,13,4,8,0,13,0,13
36081045400,5252,884,4738,866,514,329,329,318,97,88,2,4,29,43,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,5,12,0,18,0,18,0,18,2,4,0,18,0,18,2,4,0,18,1,5,0,18,52,52,29,37,0,18,0,18,23,36
36081045500,13798,1979,9468,1612,4330,1303,778,666,266,233,47,79,1845,1212,211,236,0,20,72,126,0,20,0,20,139,251,0,20,0,20,1094,466,0,20,0,20,0,20,22,37,746,417,0,20,326,427,0,20,0,20,0,20,89,157,0,20,0,20,0,20,89,157
36081045600,1369,295,1186,271,183,145,0,13,19,20,0,13,105,147,54,64,0,13,0,13,54,64,0,13,0,13,0,13,0,13,5,8,0,13,0,13,0,13,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081045700,3849,754,2666,627,1183,597,526,454,19,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,562,336,0,13,0,13,0,13,125,203,283,265,0,13,154,144,0,13,0,13,0,13,76,74,11,16,0,13,0,13,65,72
36081045800,2420,377,2269,384,151,67,12,18,38,26,5,8,24,27,13,19,0,13,7,10,0,13,0,13,0,13,6,10,0,13,53,38,0,13,0,13,0,13,0,13,53,38,0,13,0,13,0,13,0,13,0,13,6,9,6,9,0,13,0,13,0,13
36081045900,4357,725,2225,581,2132,623,811,454,109,98,41,54,50,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1121,484,0,13,0,13,1,4,170,154,689,395,0,13,261,260,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081046000,6043,946,3850,797,2193,555,147,147,79,80,0,18,163,172,1055,396,24,40,559,295,53,60,22,36,2,19,395,254,0,18,468,282,0,18,0,18,109,173,118,156,170,177,0,18,71,68,0,18,0,18,0,18,281,246,0,18,0,18,0,18,281,246
36081046100,2429,454,1098,338,1331,355,423,195,42,47,0,13,30,32,84,95,0,13,32,50,0,13,0,13,0,13,52,81,0,13,677,254,22,25,0,13,12,18,225,143,350,192,0,13,14,22,0,13,54,89,0,13,75,57,13,20,0,13,0,13,62,54
36081046200,6099,1038,4529,1087,1570,673,121,161,37,44,0,18,152,222,813,606,0,18,522,571,6,13,21,33,0,18,264,287,0,18,300,271,12,22,0,18,0,18,0,18,288,271,0,18,0,18,0,18,0,18,0,18,147,108,78,91,0,18,0,18,69,64
36081046300,3791,707,1675,403,2116,681,1039,585,0,13,0,13,190,116,82,107,0,13,0,13,32,50,0,13,0,13,50,87,0,13,792,335,13,22,0,13,0,13,256,169,404,252,0,13,118,141,1,9,0,13,0,13,13,23,0,13,0,13,0,13,13,23
36081046400,2142,397,1546,310,596,195,59,85,109,93,27,32,46,51,163,142,1,4,123,141,0,13,0,13,12,23,27,31,0,13,147,111,0,13,0,13,0,13,95,101,41,47,0,13,11,17,0,13,0,13,0,13,45,63,0,13,0,13,0,13,45,63
36081046500,4618,822,783,368,3835,883,799,441,62,50,0,13,453,405,241,180,0,13,200,168,0,13,0,13,41,66,0,13,0,13,2172,718,0,13,0,13,0,13,100,98,1808,644,87,141,174,278,0,13,3,6,0,13,108,96,0,13,0,13,0,13,108,96
36081046600,4631,802,3883,778,748,420,40,74,54,83,0,13,216,125,250,330,0,13,218,324,0,13,0,13,32,50,0,13,0,13,178,122,0,13,0,13,0,13,33,48,137,106,0,13,8,14,0,13,0,13,0,13,10,21,10,21,0,13,0,13,0,13
36081046700,6202,1099,1415,501,4787,1049,1400,910,63,79,29,45,438,310,93,98,0,18,15,25,0,18,63,94,0,18,15,25,0,18,2701,710,0,18,0,18,178,112,961,579,1323,659,0,18,220,239,19,32,0,18,0,18,63,69,49,66,0,18,0,18,14,22
36081046800,3801,636,3515,676,286,214,9,16,15,23,63,98,19,33,73,109,0,13,0,13,73,109,0,13,0,13,0,13,0,13,107,118,0,13,0,13,0,13,22,20,85,118,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081046901,4961,1236,2984,967,1977,838,266,195,0,13,0,13,122,169,56,91,0,13,0,13,56,91,0,13,0,13,0,13,0,13,1483,735,0,13,0,13,0,13,466,234,891,708,0,13,126,197,0,13,0,13,0,13,50,58,0,13,0,13,0,13,50,58
36081046902,4194,544,1452,439,2742,589,449,487,139,175,0,13,743,537,28,43,0,13,0,13,0,13,28,43,0,13,0,13,0,13,1318,458,0,13,0,13,0,13,84,82,1019,467,0,13,215,216,0,13,0,13,0,13,65,114,0,13,0,13,0,13,65,114
36081047000,3637,673,2524,649,1113,343,0,13,25,27,26,32,403,273,229,159,0,13,25,38,0,13,61,104,0,13,120,94,23,36,427,242,0,13,0,13,0,13,136,167,222,150,0,13,69,100,0,13,0,13,0,13,3,6,0,13,0,13,0,13,3,6
36081047100,4486,724,3360,646,1126,479,450,400,118,82,0,13,27,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,500,289,0,13,0,13,0,13,339,258,119,177,0,13,42,75,0,13,0,13,0,13,31,36,0,13,10,15,0,13,21,33
36081047200,3945,590,3604,571,341,219,0,13,24,31,7,14,41,53,83,118,0,13,0,13,0,13,0,13,0,13,83,118,0,13,171,174,0,13,0,13,0,13,115,150,56,91,0,13,0,13,0,13,0,13,0,13,15,14,0,13,0,13,0,13,15,14
36081047300,4383,628,3527,655,856,408,11,18,52,62,9,15,0,13,8,13,0,13,8,13,0,13,0,13,0,13,0,13,0,13,728,389,0,13,0,13,0,13,420,199,261,278,0,13,0,13,0,13,47,74,0,13,48,39,20,21,10,16,0,13,18,29
36081047500,5178,660,3515,601,1663,512,402,320,37,44,10,17,113,109,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,1053,444,12,19,69,111,0,18,448,299,481,303,0,18,43,44,0,18,0,18,0,18,48,49,15,25,0,18,0,18,33,41
36081047600,1496,260,1397,280,99,66,0,13,13,14,14,17,52,58,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,23,0,13,0,13,0,13,15,23,0,13,0,13,0,13,0,13,0,13,0,13,5,8,5,8,0,13,0,13,0,13
36081047801,3794,696,2926,598,868,517,297,467,83,105,0,13,186,252,98,103,0,13,0,13,0,13,0,13,98,103,0,13,0,13,140,236,0,13,0,13,0,13,0,13,83,234,0,13,22,34,0,13,0,13,35,58,64,77,63,77,0,13,0,13,1,3
36081047802,1186,356,1110,340,76,94,0,13,27,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,49,80,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,49,80,0,13,0,13,0,13,0,13,0,13
36081047900,5829,967,4643,883,1186,454,138,161,135,98,0,18,128,123,266,372,0,18,239,372,16,33,0,18,1,4,10,17,0,18,518,267,0,18,0,18,0,18,130,97,336,243,0,18,43,56,0,18,9,14,0,18,1,4,0,18,0,18,0,18,1,4
36081048000,2512,511,2045,527,467,271,0,13,49,54,0,13,57,74,137,190,0,13,0,13,17,27,0,13,0,13,120,188,0,13,224,211,0,13,0,13,0,13,151,199,37,50,0,13,36,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081048100,7140,1293,4406,1134,2734,991,1571,768,83,206,0,18,267,427,177,280,0,18,0,18,177,280,0,18,0,18,0,18,0,18,455,327,18,30,0,18,0,18,188,169,214,280,0,18,35,58,0,18,0,18,0,18,181,193,0,18,58,95,0,18,123,115
36081048200,1414,261,1281,236,133,106,0,13,57,76,0,13,41,61,4,5,2,3,0,13,0,13,0,13,2,4,0,13,0,13,30,38,0,13,0,13,1,3,6,10,23,36,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,1,3
36081048301,2105,387,1586,377,519,226,162,166,0,13,29,43,16,25,36,35,0,13,15,22,21,31,0,13,0,13,0,13,0,13,276,186,0,13,0,13,8,11,121,87,67,77,0,13,9,14,0,13,71,115,0,13,0,13,0,13,0,13,0,13,0,13
36081048302,2300,613,1092,292,1208,661,1036,666,6,11,0,13,53,71,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,113,124,0,13,0,13,0,13,113,124,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081048400,4806,857,3741,772,1065,446,0,13,26,40,0,13,181,222,37,58,0,13,37,58,0,13,0,13,0,13,0,13,0,13,821,387,0,13,0,13,0,13,312,352,379,275,0,13,130,152,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081048500,4255,667,3377,639,878,415,458,324,0,13,0,13,54,55,65,74,0,13,0,13,47,68,0,13,0,13,18,30,0,13,208,177,0,13,0,13,17,31,122,120,21,25,0,13,48,58,0,13,0,13,0,13,93,105,0,13,0,13,0,13,93,105
36081048900,1609,427,861,290,748,369,256,230,17,15,0,13,44,68,9,21,0,13,0,13,9,21,0,13,0,13,0,13,0,13,422,310,0,13,26,41,121,194,36,53,132,174,0,13,107,166,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081049201,3325,501,2648,465,677,392,107,166,241,241,0,13,128,94,147,121,0,13,11,17,38,58,0,13,24,28,74,110,0,13,30,45,0,13,0,13,0,13,30,45,0,13,0,13,0,13,0,13,0,13,0,13,24,25,11,17,0,13,0,13,13,18
36081049202,2532,723,1833,647,699,463,0,13,77,110,91,96,50,71,83,87,29,43,54,77,0,13,0,13,0,13,0,13,0,13,398,445,0,13,0,13,0,13,0,13,398,445,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081049301,2467,466,1725,369,742,271,130,157,101,92,0,13,57,59,45,65,0,13,0,13,45,65,0,13,0,13,0,13,0,13,372,180,0,13,0,13,0,13,110,129,254,126,0,13,8,12,0,13,0,13,0,13,37,41,10,12,0,13,0,13,27,39
36081049302,2992,559,1956,419,1036,391,269,244,310,172,20,37,34,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,366,249,32,43,0,13,151,209,112,120,27,35,0,13,44,40,0,13,0,13,0,13,37,44,11,18,0,13,0,13,26,42
36081049500,1713,248,1171,227,542,216,69,67,89,76,0,13,62,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,264,174,23,36,0,13,0,13,135,134,7,12,0,13,41,50,58,89,0,13,0,13,58,57,58,57,0,13,0,13,0,13
36081049600,3451,521,2535,568,916,342,0,13,65,62,0,13,15,25,286,187,0,13,7,15,98,118,0,13,0,13,181,136,0,13,449,255,111,179,0,13,0,13,0,13,64,86,29,48,235,198,0,13,0,13,10,16,101,80,0,13,11,17,0,13,90,78
36081049700,2883,772,2145,500,738,691,208,341,174,216,0,13,242,379,14,24,0,13,0,13,0,13,0,13,0,13,14,24,0,13,99,84,0,13,0,13,0,13,52,59,0,13,0,13,47,55,0,13,0,13,0,13,1,2,0,13,0,13,0,13,1,2
36081049900,5705,828,4665,674,1040,570,132,150,183,202,0,18,54,62,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,618,514,0,18,0,18,33,54,185,143,283,390,0,18,0,18,62,97,55,89,0,18,53,52,13,19,0,18,0,18,40,47
36081050000,4850,801,4143,764,707,356,7,12,238,124,21,30,393,363,35,49,0,13,0,13,28,47,0,13,0,13,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,19,0,13,0,13,0,13,13,19
36081050201,1645,348,1410,331,235,159,10,13,67,60,0,13,101,143,11,16,0,13,0,13,0,13,11,16,0,13,0,13,0,13,46,50,0,13,0,13,0,13,37,50,9,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081050202,1301,225,1237,218,64,75,0,13,63,76,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,4,0,13,0,13,0,13,1,4
36081050400,1775,356,1714,351,61,46,4,6,0,13,0,13,45,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,14,7,13,0,13,0,13,5,8
36081050500,1895,445,1658,426,237,149,8,15,30,39,0,13,0,13,66,87,0,13,0,13,0,13,0,13,0,13,66,87,0,13,118,86,0,13,0,13,13,20,34,33,6,10,0,13,62,81,0,13,3,4,0,13,15,25,0,13,0,13,0,13,15,25
36081050600,1538,345,1411,367,127,77,0,13,35,34,0,13,0,13,5,8,0,13,0,13,0,13,0,13,5,8,0,13,0,13,87,72,0,13,0,13,0,13,5,8,63,68,0,13,0,13,0,13,0,13,19,26,0,13,0,13,0,13,0,13,0,13
36081050700,3717,571,3079,448,638,378,0,13,149,107,12,19,31,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,426,363,0,13,0,13,0,13,283,302,143,211,0,13,0,13,0,13,0,13,0,13,20,24,0,13,13,20,0,13,7,12
36081050800,2032,412,1975,415,57,51,22,33,20,32,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36081051000,1945,434,1874,416,71,86,0,13,52,81,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,0,13,0,13,0,13,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
