ct,tot_,moe_,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino
36047021100,3008,415,2171,388,837,191,104,68,378,135,0,13,177,136,44,62,0,13,12,20,32,50,0,13,0,13,0,13,0,13,111,59,0,13,0,13,24,37,50,37,37,33,0,13,0,13,0,13,0,13,0,13,23,22,0,13,0,13,0,13,23,22
36047021200,4328,782,3682,649,646,472,361,404,153,97,0,13,25,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,107,170,0,13,0,13,0,13,0,13,107,170,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047021300,4346,929,3877,922,469,243,34,39,123,205,0,13,49,58,197,132,6,10,0,13,49,77,0,13,124,108,18,28,0,13,66,85,0,13,0,13,19,29,47,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047021400,2482,527,2193,473,289,253,289,253,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047021500,6271,800,5766,823,505,284,17,28,160,125,0,18,66,106,148,168,0,18,87,150,0,18,35,57,26,39,0,18,0,18,99,117,50,88,0,18,0,18,49,81,0,18,0,18,0,18,0,18,0,18,0,18,15,26,15,26,0,18,0,18,0,18
36047021600,3945,716,3558,730,387,244,232,192,119,131,0,13,0,13,35,38,0,13,15,24,20,30,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047021700,3493,553,2996,483,497,254,67,105,108,96,0,13,98,100,31,40,20,31,0,13,0,13,0,13,11,24,0,13,0,13,37,42,0,13,0,13,0,13,20,32,0,13,0,13,0,13,0,13,0,13,17,29,156,153,0,13,79,97,0,13,77,120
36047021800,2927,772,2780,788,147,128,53,82,83,100,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047021900,3882,736,3548,721,334,145,0,13,144,116,0,13,7,15,89,60,0,13,21,31,19,31,0,13,49,43,0,13,0,13,37,36,18,20,0,13,0,13,19,30,0,13,0,13,0,13,0,13,0,13,0,13,57,47,0,13,18,29,0,13,39,38
36047022000,5153,814,4772,850,381,278,0,18,276,239,0,18,0,18,2,4,0,18,0,18,0,18,0,18,2,4,0,18,0,18,68,112,0,18,0,18,0,18,0,18,0,18,0,18,0,18,68,112,0,18,0,18,35,51,0,18,23,49,0,18,12,18
36047022100,4058,726,3737,674,321,146,62,53,39,63,0,13,0,13,71,62,0,13,8,18,0,13,0,13,50,56,13,20,0,13,49,53,0,13,0,13,0,13,0,13,12,26,0,13,11,19,0,13,26,42,0,13,100,104,0,13,0,13,0,13,100,104
36047022200,4034,826,3833,809,201,198,114,175,70,90,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,0,13,0,13,9,15,0,13
36047022400,5479,1234,4852,1243,627,250,319,154,91,111,0,18,60,67,29,41,0,18,29,41,0,18,0,18,0,18,0,18,0,18,90,120,0,18,0,18,0,18,0,18,90,120,0,18,0,18,0,18,0,18,0,18,38,40,34,40,0,18,0,18,4,9
36047022600,2478,690,1743,759,735,232,407,217,104,114,28,31,19,28,51,77,0,13,51,77,0,13,0,13,0,13,0,13,0,13,126,115,0,13,0,13,0,13,0,13,126,115,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047022700,4244,686,3495,384,749,497,48,44,509,490,24,36,54,72,41,63,41,63,0,13,0,13,0,13,0,13,0,13,0,13,47,57,10,16,0,13,0,13,0,13,0,13,0,13,37,54,0,13,0,13,0,13,26,18,11,16,0,13,0,13,15,18
36047022800,4129,753,3919,767,210,130,46,58,72,82,6,11,6,9,26,25,0,13,23,25,0,13,3,4,0,13,0,13,0,13,45,62,0,13,0,13,0,13,0,13,45,62,0,13,0,13,0,13,0,13,0,13,9,15,6,13,0,13,0,13,3,7
36047022900,4082,644,3740,614,342,169,80,62,41,32,47,52,26,43,6,10,0,13,0,13,0,13,0,13,0,13,6,10,0,13,119,131,0,13,0,13,30,46,89,125,0,13,0,13,0,13,0,13,0,13,0,13,23,29,0,13,0,13,23,29,0,13
36047023000,4555,1305,3891,1295,664,315,305,245,31,49,14,22,20,28,135,169,0,13,33,51,102,142,0,13,0,13,0,13,0,13,89,90,28,46,0,13,0,13,15,26,46,71,0,13,0,13,0,13,0,13,0,13,70,78,51,75,0,13,0,13,19,29
36047023100,3623,541,3117,487,506,168,104,116,52,36,0,13,34,52,208,118,0,13,94,108,0,13,0,13,114,81,0,13,0,13,81,61,38,43,0,13,0,13,0,13,13,21,0,13,0,13,0,13,30,46,0,13,27,34,0,13,11,17,0,13,16,30
36047023200,6593,1326,5996,1440,597,493,101,119,205,312,0,18,0,18,291,422,226,329,0,18,0,18,0,18,0,18,65,94,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047023300,6953,1189,5811,1197,1142,376,123,135,300,352,11,23,572,256,104,161,0,18,0,18,80,151,0,18,24,44,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,32,42,0,18,0,18,0,18,32,42
36047023400,5080,1078,4987,1098,93,114,0,18,0,18,0,18,35,54,33,50,0,18,33,50,0,18,0,18,0,18,0,18,0,18,25,38,14,35,0,18,0,18,0,18,0,18,0,18,0,18,11,16,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047023500,5613,1024,4732,1027,881,205,492,289,156,112,0,18,140,108,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,75,73,0,18,0,18,0,18,33,54,12,20,0,18,0,18,0,18,30,45,0,18,18,24,0,18,0,18,0,18,18,24
36047023600,5924,1141,5847,1149,77,87,25,37,25,36,0,18,0,18,27,40,0,18,27,40,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047023800,4563,884,4486,890,77,110,0,13,77,110,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047024000,6001,1100,5410,1173,591,400,235,326,14,21,26,37,41,33,189,245,0,18,165,241,0,18,24,40,0,18,0,18,0,18,84,104,0,18,0,18,0,18,43,85,41,64,0,18,0,18,0,18,0,18,0,18,2,5,0,18,0,18,0,18,2,5
36047024100,2876,660,2390,667,486,224,141,161,171,129,10,18,112,114,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,32,0,13,0,13,0,13,11,18,15,25,0,13,0,13,0,13,0,13,0,13,26,39,0,13,0,13,0,13,26,39
36047024200,2618,434,2490,443,128,86,0,13,70,50,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,39,64,0,13,0,13,0,13,0,13,39,64,0,13,0,13,0,13,0,13,0,13,12,25,0,13,0,13,0,13,12,25
36047024300,4454,688,3806,689,648,354,57,58,299,276,0,13,181,120,24,35,0,13,0,13,24,35,0,13,0,13,0,13,0,13,81,77,0,13,0,13,0,13,0,13,49,57,0,13,32,51,0,13,0,13,0,13,6,6,0,13,0,13,0,13,6,6
36047024400,3636,635,3192,567,444,370,347,360,44,50,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,47,65,7,10,0,13,0,13,0,13,40,64,0,13,0,13,0,13,0,13,0,13,6,9,6,9,0,13,0,13,0,13
36047024500,4513,640,4109,613,404,187,76,60,102,68,10,15,32,49,30,42,0,13,0,13,0,13,0,13,30,42,0,13,0,13,64,99,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,99,0,13,90,107,0,13,0,13,0,13,90,107
36047024600,3011,427,2619,423,392,194,130,121,152,96,0,13,14,21,18,28,18,28,0,13,0,13,0,13,0,13,0,13,0,13,18,22,13,21,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,60,95,0,13,0,13,0,13,60,95
36047024700,2594,392,2166,316,428,230,15,24,107,83,23,39,39,62,27,43,27,43,0,13,0,13,0,13,0,13,0,13,0,13,49,52,0,13,0,13,0,13,13,20,0,13,0,13,14,22,0,13,22,33,0,13,168,218,0,13,144,214,0,13,24,36
36047024800,2506,405,2115,355,391,257,27,37,61,67,19,29,12,17,206,244,0,13,206,244,0,13,0,13,0,13,0,13,0,13,62,58,13,19,0,13,0,13,0,13,26,40,0,13,0,13,0,13,23,34,0,13,4,7,4,7,0,13,0,13,0,13
36047024900,4146,710,3743,691,403,286,150,112,26,39,16,24,86,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,113,160,0,13,0,13,0,13,0,13,12,18,0,13,101,158,0,13,0,13,0,13,12,20,12,20,0,13,0,13,0,13
36047025000,1914,443,1374,206,540,466,50,61,63,59,0,13,0,13,285,307,0,13,145,234,17,25,0,13,0,13,123,192,0,13,14,21,0,13,0,13,0,13,0,13,14,21,0,13,0,13,0,13,0,13,0,13,128,197,0,13,0,13,0,13,128,197
36047025100,4032,581,3443,721,589,322,96,58,338,318,0,13,134,216,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,21,24,14,21,0,13,7,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047025200,5501,760,4369,761,1132,460,323,298,91,73,75,108,115,120,292,309,0,18,292,309,0,18,0,18,0,18,0,18,0,18,236,184,28,44,0,18,0,18,97,134,44,61,0,18,67,96,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047025300,4003,815,3451,843,552,300,0,13,305,209,13,22,117,166,51,55,0,13,0,13,0,13,0,13,51,55,0,13,0,13,66,61,25,40,0,13,0,13,0,13,14,22,0,13,27,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047025400,3306,713,2888,603,418,354,22,37,256,319,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,101,125,0,13,0,13,0,13,0,13,91,125,0,13,10,16,0,13,0,13,0,13,39,62,39,62,0,13,0,13,0,13
36047025500,5558,639,1990,366,3568,620,68,86,826,445,0,18,1950,634,322,281,0,18,0,18,92,91,0,18,64,85,38,61,128,196,119,127,0,18,0,18,0,18,80,124,0,18,0,18,0,18,0,18,39,51,0,18,283,269,0,18,0,18,0,18,283,269
36047025600,3134,811,3067,821,67,87,0,13,20,33,0,13,39,78,8,14,0,13,0,13,8,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047025700,2584,483,1406,349,1178,409,506,389,202,152,0,13,100,98,25,32,0,13,0,13,16,27,0,13,9,14,0,13,0,13,203,121,0,13,0,13,0,13,0,13,193,124,0,13,10,14,0,13,0,13,0,13,142,145,10,21,0,13,0,13,132,139
36047025800,4871,696,3528,647,1343,619,663,539,248,167,13,19,55,61,279,339,0,13,279,339,0,13,0,13,0,13,0,13,0,13,52,55,0,13,31,49,11,18,10,15,0,13,0,13,0,13,0,13,0,13,0,13,33,39,32,39,0,13,0,13,1,2
36047025901,2077,233,1528,225,549,115,111,137,319,160,7,11,65,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,24,37,0,13,0,13,24,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,23,43,3,7,0,13,0,13,20,42
36047025902,3694,666,1916,507,1778,529,295,441,488,243,0,13,819,431,89,103,0,13,0,13,0,13,0,13,54,81,35,56,0,13,27,42,0,13,0,13,0,13,0,13,27,42,0,13,0,13,0,13,0,13,0,13,60,79,0,13,0,13,0,13,60,79
36047026000,3402,614,2792,492,610,427,98,103,114,90,0,13,238,377,160,164,0,13,8,15,7,13,45,75,0,13,100,144,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047026100,5358,679,3753,610,1605,365,404,244,568,274,18,29,356,272,118,91,0,18,0,18,64,75,0,18,54,52,0,18,0,18,55,66,19,30,0,18,0,18,0,18,0,18,0,18,0,18,0,18,36,58,0,18,86,118,0,18,0,18,0,18,86,118
36047026200,2819,529,2617,522,202,155,119,132,69,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,7,10,7,10,0,13,0,13,0,13
36047026300,2097,350,1854,355,243,135,37,54,133,110,0,13,26,30,8,11,0,13,8,11,0,13,0,13,0,13,0,13,0,13,18,19,0,13,0,13,10,14,8,13,0,13,0,13,0,13,0,13,0,13,0,13,21,30,21,30,0,13,0,13,0,13
36047026400,4446,655,3399,535,1047,465,199,152,134,96,0,13,11,21,311,376,0,13,98,156,213,340,0,13,0,13,0,13,0,13,392,284,38,59,0,13,0,13,19,28,284,268,0,13,0,13,0,13,51,80,0,13,0,13,0,13,0,13,0,13,0,13
36047026500,4192,635,3704,582,488,198,163,147,125,84,0,13,117,113,19,31,0,13,0,13,0,13,0,13,19,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,45,0,13,0,13,0,13,64,45
36047026600,3662,542,2712,422,950,480,455,369,28,35,0,13,0,13,322,267,0,13,277,272,0,13,45,70,0,13,0,13,0,13,145,220,0,13,0,13,0,13,105,161,40,60,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047026700,4533,571,4106,613,427,142,76,48,34,27,0,13,81,90,41,45,0,13,0,13,0,13,0,13,41,45,0,13,0,13,154,95,8,15,13,20,0,13,64,66,0,13,0,13,0,13,4,10,65,67,0,13,41,38,24,38,0,13,0,13,17,24
36047026800,4917,715,4087,688,830,317,95,142,129,112,20,32,12,23,59,105,0,13,59,105,0,13,0,13,0,13,0,13,0,13,388,283,0,13,0,13,0,13,154,249,212,128,0,13,0,13,22,35,0,13,0,13,127,172,0,13,13,19,0,13,114,171
36047026900,3249,711,2738,536,511,419,43,70,127,100,16,25,276,388,13,20,0,13,0,13,0,13,0,13,13,20,0,13,0,13,17,28,17,28,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,30,0,13,0,13,0,13,19,30
36047027000,2519,532,2217,522,302,164,20,30,140,136,0,13,100,137,7,11,0,13,0,13,7,11,0,13,0,13,0,13,0,13,21,24,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,22,0,13,14,22,0,13,0,13,0,13,14,22
36047027100,3553,628,3177,529,376,312,65,101,268,259,9,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,44,0,13,0,13,0,13,15,25,13,38,0,13,0,13,0,13,0,13,0,13,6,12,0,13,0,13,0,13,6,12
36047027200,3803,512,2649,494,1154,504,340,329,558,343,0,13,0,13,256,197,0,13,241,198,0,13,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047027300,3899,805,3792,808,107,78,14,23,10,18,22,35,0,13,37,53,0,13,0,13,36,53,0,13,0,13,1,4,0,13,4,8,0,13,0,13,0,13,4,8,0,13,0,13,0,13,0,13,0,13,0,13,20,33,20,33,0,13,0,13,0,13
36047027400,3412,527,3030,593,382,257,100,123,229,194,0,13,0,13,28,42,0,13,28,42,0,13,0,13,0,13,0,13,0,13,13,19,13,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,12,19,0,13,0,13,0,13
36047027500,5031,901,4513,935,518,251,106,73,150,104,11,18,36,49,7,14,0,18,0,18,0,18,0,18,0,18,7,14,0,18,48,33,0,18,0,18,21,24,0,18,0,18,0,18,0,18,0,18,12,19,15,24,160,191,0,18,0,18,0,18,160,191
36047027600,3996,756,2651,490,1345,686,400,285,181,130,0,13,42,50,524,591,0,13,496,590,0,13,0,13,28,43,0,13,0,13,198,209,68,101,0,13,0,13,0,13,121,188,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047027700,4473,728,3678,672,795,376,93,122,440,339,0,13,130,164,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,115,100,0,13,0,13,0,13,23,35,92,93,0,13,0,13,0,13,0,13,0,13,17,27,0,13,0,13,0,13,17,27
36047027800,3337,589,3024,553,313,245,62,88,119,176,0,13,35,56,97,155,0,13,97,155,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047027900,3459,620,2941,498,518,305,177,167,180,146,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,159,172,0,13,0,13,0,13,55,80,104,135,0,13,0,13,0,13,0,13,0,13,2,5,0,13,0,13,0,13,2,5
36047028000,1946,334,1500,220,446,279,129,207,87,98,5,9,28,47,101,153,0,13,101,153,0,13,0,13,0,13,0,13,0,13,88,88,0,13,0,13,0,13,21,21,67,67,0,13,0,13,0,13,0,13,0,13,8,11,6,10,0,13,0,13,2,4
36047028100,5175,1018,3356,1086,1819,503,210,188,461,246,34,54,1066,525,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,19,31,19,31,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,29,52,0,18,0,18,0,18,29,52
36047028200,3623,661,3411,682,212,174,23,37,157,162,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,32,39,0,13,0,13,0,13,0,13,0,13,0,13
36047028300,4015,600,2552,575,1463,479,40,63,361,163,34,55,421,334,236,290,0,13,0,13,62,114,0,13,0,13,174,269,0,13,226,287,0,13,0,13,0,13,33,42,0,13,0,13,0,13,0,13,193,283,0,13,145,149,0,13,0,13,0,13,145,149
36047028400,3614,444,2936,459,678,364,260,231,158,121,123,154,47,62,14,22,0,13,0,13,14,22,0,13,0,13,0,13,0,13,33,42,0,13,0,13,0,13,0,13,33,42,0,13,0,13,0,13,0,13,0,13,43,55,34,54,0,13,0,13,9,14
36047028501,356,100,226,65,130,88,87,77,23,30,19,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,4,0,13,0,13,0,13,1,4
36047028502,3173,605,1796,631,1377,407,0,13,921,334,93,144,228,188,110,123,0,13,0,13,0,13,0,13,44,75,66,84,0,13,25,41,0,13,0,13,0,13,25,41,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047028600,5797,1058,4800,1053,997,566,258,316,69,68,19,31,38,106,101,159,0,18,0,18,0,18,0,18,0,18,101,159,0,18,457,461,0,18,0,18,0,18,0,18,457,461,0,18,0,18,0,18,0,18,0,18,55,64,0,18,36,57,0,18,19,32
36047028700,3488,544,2378,363,1110,460,84,89,636,322,0,13,263,306,47,73,0,13,0,13,0,13,0,13,47,73,0,13,0,13,38,41,0,13,0,13,0,13,0,13,19,31,0,13,19,28,0,13,0,13,0,13,42,54,0,13,34,52,0,13,8,15
36047028800,3703,1022,2897,1006,806,375,440,408,21,22,0,13,38,60,184,258,0,13,184,258,0,13,0,13,0,13,0,13,0,13,123,104,0,13,0,13,0,13,0,13,123,104,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047028900,3782,806,3006,747,776,286,57,77,272,263,37,55,269,256,96,126,0,13,0,13,65,117,0,13,31,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,46,0,13,0,13,0,13,45,46
36047029000,3852,642,3504,651,348,233,131,174,86,96,74,93,31,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,40,26,40,0,13,0,13,0,13
36047029100,3525,515,2995,519,530,289,0,13,155,137,0,13,219,250,54,63,21,32,0,13,33,52,0,13,0,13,0,13,0,13,75,122,0,13,0,13,0,13,75,122,0,13,0,13,0,13,0,13,0,13,0,13,27,28,16,25,0,13,0,13,11,23
36047029200,2766,289,2054,250,712,272,151,157,129,80,0,13,109,97,129,144,0,13,85,137,12,17,0,13,0,13,32,38,0,13,194,193,0,13,0,13,0,13,48,60,146,183,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047029300,3553,561,3013,539,540,381,12,15,171,169,0,13,41,61,116,98,0,13,0,13,56,95,0,13,60,59,0,13,0,13,200,291,0,13,0,13,0,13,153,268,47,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047029400,2614,426,2227,374,387,210,156,161,145,119,0,13,6,12,6,12,0,13,0,13,0,13,0,13,0,13,6,12,0,13,5,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,10,69,53,4,7,0,13,0,13,65,53
36047029500,4113,825,3642,787,471,197,101,82,208,150,14,23,0,13,75,82,53,72,0,13,0,13,0,13,22,36,0,13,0,13,49,59,0,13,0,13,0,13,36,56,0,13,0,13,0,13,0,13,13,20,0,13,24,40,0,13,24,40,0,13,0,13
36047029600,6037,906,5030,756,1007,742,249,321,223,279,0,18,166,270,228,321,0,18,228,321,0,18,0,18,0,18,0,18,0,18,6,35,0,18,0,18,0,18,6,35,0,18,0,18,0,18,0,18,0,18,0,18,135,142,89,123,0,18,0,18,46,76
36047029700,4761,602,4688,613,73,58,5,9,2,11,5,13,34,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,15,0,13,0,13,0,13,0,13,10,15,0,13,0,13,0,13,0,13,0,13,17,21,14,20,0,13,0,13,3,4
36047029800,4387,724,3590,733,797,390,461,386,105,108,0,13,1,2,93,120,0,13,93,120,0,13,0,13,0,13,0,13,0,13,103,167,0,13,0,13,0,13,0,13,103,167,0,13,0,13,0,13,0,13,0,13,34,53,33,53,0,13,0,13,1,3
36047029900,2431,612,1750,528,681,302,5,7,248,158,0,13,280,260,40,36,0,13,0,13,11,18,0,13,29,32,0,13,0,13,52,58,0,13,0,13,0,13,0,13,30,44,0,13,0,13,0,13,22,43,0,13,56,36,20,29,0,13,0,13,36,21
36047030000,4415,735,3437,676,978,470,380,285,298,260,0,13,198,217,64,84,0,13,0,13,21,35,0,13,0,13,43,54,0,13,38,40,0,13,0,13,0,13,20,32,18,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047030100,3350,689,2902,570,448,359,0,13,150,181,0,13,0,13,269,247,12,96,0,13,89,127,0,13,168,185,0,13,0,13,29,47,0,13,0,13,0,13,29,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047030200,4448,520,4401,515,47,46,0,13,38,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,16,0,13,9,16,0,13,0,13
36047030300,5007,587,4115,610,892,380,136,137,462,327,0,18,221,208,15,25,0,18,0,18,0,18,0,18,15,25,0,18,0,18,22,29,0,18,0,18,0,18,7,12,15,27,0,18,0,18,0,18,0,18,0,18,36,38,0,18,0,18,0,18,36,38
36047030400,4547,503,3714,475,833,391,224,227,138,81,0,13,66,100,160,98,12,19,61,78,18,31,47,57,11,17,11,18,0,13,87,112,0,13,0,13,0,13,87,112,0,13,0,13,0,13,0,13,0,13,0,13,158,183,60,97,0,13,0,13,98,152
36047030500,7144,594,6021,596,1123,419,197,148,216,169,31,51,342,361,6,10,0,18,0,18,0,18,0,18,6,10,0,18,0,18,160,188,19,29,0,18,0,18,114,149,0,18,0,18,27,36,0,18,0,18,0,18,171,120,159,117,0,18,0,18,12,12
36047030600,2002,335,1711,285,291,186,92,99,180,145,0,13,0,13,11,18,0,13,11,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,8,12,0,13
36047030700,7284,997,5912,981,1372,455,0,18,592,298,0,18,348,298,241,231,0,18,100,166,0,18,0,18,141,150,0,18,0,18,136,93,36,71,0,18,0,18,44,62,56,84,0,18,0,18,0,18,0,18,0,18,55,63,0,18,28,46,0,18,27,41
36047030800,1944,369,1841,361,103,109,65,101,22,34,0,13,16,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047030900,2444,456,1979,466,465,204,92,85,228,172,85,120,22,20,38,49,0,13,0,13,0,13,0,13,6,11,32,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047031100,3014,563,2708,574,306,144,0,13,41,50,61,62,27,30,115,158,0,13,0,13,3,6,0,13,0,13,112,157,0,13,56,72,0,13,0,13,0,13,56,72,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,6,10
36047031300,5111,982,4451,952,660,510,23,37,86,80,48,73,350,472,49,53,0,18,0,18,0,18,0,18,19,28,30,50,0,18,29,36,0,18,0,18,0,18,0,18,4,9,0,18,0,18,0,18,0,18,25,39,75,76,0,18,57,72,0,18,18,22
36047031401,5157,1049,4206,934,951,667,491,686,92,91,16,26,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,337,327,0,18,0,18,0,18,0,18,263,313,0,18,74,117,0,18,0,18,0,18,15,26,0,18,0,18,0,18,15,26
36047031402,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047031500,5348,696,4847,692,501,240,71,76,151,174,0,18,7,16,21,32,0,18,0,18,0,18,0,18,21,32,0,18,0,18,161,130,49,55,0,18,0,18,0,18,25,41,0,18,45,70,0,18,42,69,0,18,90,98,23,37,0,18,0,18,67,91
