ct,cd,tot_pov_pop,below_pov_pop
36085020804,51,6055,203
36085020805,51,6446,199
36085020806,51,2479,158
36085021300,49,4983,822
36085022300,49,2765,565
36085022601,51,6934,288
36085022602,51,1323,426
36085022801,51,23,0
36085022802,50,0,0
36085023100,49,5225,580
36085023900,49,3704,569
36085024401,51,5704,235
36085024402,51,5028,134
36085024700,49,2879,365
36085024800,51,4855,268
36085025100,50,6002,122
36085027301,50,4034,335
36085027302,50,4148,700
36085027702,51,6536,793
36085027704,51,4830,611
36085027705,51,6370,590
36085027706,51,3612,689
36085027900,50,1862,114
36085029102,50,3322,350
36085029104,50,6819,457
36085029105,50,4593,330
36085029106,51,3529,217
36085030301,49,5621,171
36085030302,49,6638,1235
36085031901,49,3386,1229
36085031902,49,5275,1235
36085032300,49,1105,78
36085990100,50,0,0
