ct,tot_pop_ancestry,moe_pop_ancestry,tot_afghan,moe_afghan,tot_albanian,moe_albanian,tot_alsatian,moe_alsatian,tot_american,moe_american,tot_arab,moe_arab,tot_arab_egyptian,moe_arab_egyptian,tot_arab_iraqi,moe_arab_iraqi,tot_arab_jordanian,moe_arab_jordanian,tot_arab_lebanese,moe_arab_lebanese,tot_arab_moroccan,moe_arab_moroccan,tot_arab_palestinia,moe_arab_palestinian,tot_arab_syrian,moe_arab_syrian,tot_arab_arab,moe_arab_arab,tot_arab_other_arab,moe_arab_other_arab,tot_armenian,moe_armenian,tot_assyrian/chaldean/syriac,moe_assyrian/chaldean/syriac,tot_australian,moe_australian,tot_austrian,moe_austrian,tot_basque,moe_basque,tot_belgian,moe_belgian,tot_brazilian,moe_brazilian,tot_british,moe_british,tot_bulgarian,moe_bulgarian,tot_cajun,moe_cajun,tot_canadian,moe_canadian,tot_carpatho_rusyn,moe_carpatho_rusyn,tot_celtic,moe_celtic,tot_croatian,moe_croatian,tot_cypriot,moe_cypriot,tot_czech,moe_czech,tot_czechoslovakian,moe_czechoslovakian,tot_danish,moe_danish,tot_dutch,moe_dutch,tot_eastern_european,moe_eastern_european,tot_english,moe_english,tot_estonian,moe_estonian,tot_european,moe_european,tot_finnish,moe_finnish,tot_french_ex_basque,moe_french_ex_basque,tot_french_canadian,moe_french_canadian,tot_german,moe_german,tot_german_russian,moe_german_russian,tot_greek,moe_greek,tot_guyanese,moe_guyanese,tot_hungarian,moe_hungarian,tot_icelander,moe_icelander,tot_iranian,moe_iranian,tot_irish,moe_irish,tot_israeli,moe_israeli,tot_italian,moe_italian,tot_latvian,moe_latvian,tot_lithuanian,moe_lithuanian,tot_luxembourger,moe_luxembourger,tot_macedonian,moe_macedonian,tot_maltese,moe_maltese,tot_new_zealander,moe_new_zealander,tot_northern_european,moe_northern_european,tot_norwegian,moe_norwegian,tot_pennsylvania_german,moe_pennsylvania_german,tot_polish,moe_polish,tot_portuguese,moe_portuguese,tot_romanian,moe_romanian,tot_russian,moe_russian,tot_scandinavian,moe_scandinavian,tot_scotch-irish,moe_scotch-irish,tot_scottish,moe_scottish,tot_serbian,moe_serbian,tot_slavic,moe_slavic,tot_slovak,moe_slovak,tot_slovene,moe_slovene,tot_soviet_union,moe_soviet_union,tot_s_african,moe_s_african,tot_s_african_cape_verdean,moe_s_african_cape_verdean,tot_s_african_ethiopian,moe_s_african_ethiopian,tot_s_african_ghanaian,moe_s_african_ghanaian,tot_s_african_kenyan,moe_s_african_kenyan,tot_s_african_liberian,moe_s_african_liberian,tot_s_african_nigerian,moe_s_african_nigerian,tot_s_african_senegalese,moe_s_african_senegalese,tot_s_african_sierra_leonean,moe_s_african_sierra_leonean,tot_s_african_somali,moe_s_african_somali,tot_s_african_south_african,moe_s_african_south_african,tot_s_african_sudanese,moe_s_african_sudanese,tot_s_african_ugandan,moe_s_african_ugandan,tot_s_african_zimbabwean,moe_s_african_zimbabwean,tot_s_african_african,moe_s_african_african,tot_s_african_other_s_african,moe_s_african_other_s_african,tot_swedish,moe_swedish,tot_swiss,moe_swiss,tot_turkish,moe_turkish,tot_ukrainian,moe_ukrainian,tot_welsh,moe_welsh,tot_w_indians,moe_w_indians,tot_w_indians_bahamian,moe_w_indians_bahamian,tot_w_indians_barbadian,moe_w_indians_barbadian,tot_w_indians_belizean,moe_w_indians_belizean,tot_w_indians_bermudan,moe_w_indians_bermudan,tot_w_indians_british_west_indian,moe_w_indians_british_west_indian,tot_w_indians_dutch_west_indian,moe_w_indians_dutch_west_indian,tot_w_indians_haitian,moe_w_indians_haitian,tot_w_indians_jamaican,moe_w_indians_jamaican,tot_w_indians_trinidadian_and_tobagonian,moe_w_indians_trinidadian_and_tobagonian,tot_w_indians_u.s._virgin_islander,moe_w_indians_u.s._virgin_islander,tot_w_indians_west_indian,moe_w_indians_west_indian,tot_w_indians_other_west_indian,moe_w_indians_other_west_indian,tot_yugoslavian,moe_yugoslavian,tot_other_groups,moe_other_groups,tot_unclass_not_rep,moe_unclass_not_rep,tot_pop_hisp_origin,moe_pop_hisp_origin,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino,tot_pop_asian,moe_pop_asian,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified",tot_two_or_more_asian,moe_two_or_more_asian
36047064400,2981,554,0,13,0,13,0,13,392,182,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,6,9,0,13,14,24,0,13,0,13,76,69,0,13,10,15,0,13,36,30,0,13,0,13,0,13,0,13,0,13,0,13,176,88,15,25,188,64,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,103,101,0,13,7,11,71,60,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,74,110,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,74,110,0,13,0,13,0,13,13,20,16,14,0,13,8,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,13,0,13,0,13,0,13,0,13,1181,375,806,481,2981,554,2729,576,252,149,62,67,183,139,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,6,10,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,679,297,30,49,0,13,0,13,0,13,143,137,264,180,0,13,0,13,0,13,0,13,1,3,0,13,0,13,0,13,0,13,0,13,221,182,0,13,0,13,0,13,0,13,0,13,0,13,20,32
36047064600,2337,401,0,13,0,13,0,13,130,88,16,20,0,13,4,8,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,0,13,0,13,12,16,0,13,0,13,64,99,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,20,0,13,0,13,22,26,11,15,0,13,65,61,0,13,4,7,8,12,118,97,0,13,0,13,0,13,111,106,0,13,0,13,80,50,0,13,136,74,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,6,0,13,141,108,0,13,0,13,206,205,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,20,0,13,0,13,0,13,21,33,40,27,3,6,28,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,26,0,13,12,20,0,13,0,13,914,405,567,182,2337,401,2219,395,118,87,0,13,54,44,12,20,2,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,7,0,13,0,13,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,70,0,13,0,13,0,13,45,70,521,388,14,20,14,24,0,13,85,100,0,13,192,168,0,13,0,13,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,212,325,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047064800,2430,306,0,13,0,13,0,13,175,93,14,17,0,13,0,13,0,13,0,13,12,16,0,13,2,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,20,0,13,0,13,51,64,19,19,0,13,31,51,0,13,0,13,0,13,95,62,0,13,15,33,86,95,127,147,0,13,53,70,208,126,0,13,367,175,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,193,111,0,13,0,13,21,22,0,13,0,13,16,25,0,13,14,20,0,13,0,13,0,13,12,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,30,0,13,0,13,0,13,27,43,0,13,0,13,182,142,0,13,0,13,0,13,0,13,0,13,0,13,0,13,129,142,24,37,0,13,29,37,0,13,0,13,726,240,597,261,2430,306,2142,338,288,190,101,117,187,130,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,109,97,6,10,0,13,0,13,0,13,0,13,30,40,8,22,0,13,0,13,0,13,51,75,0,13,14,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047065000,1524,365,0,13,0,13,0,13,79,63,41,54,41,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,14,0,13,0,13,0,13,0,13,0,13,17,16,0,13,0,13,50,57,4,8,0,13,0,13,107,85,0,13,125,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,11,0,13,24,21,0,13,0,13,155,176,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,36,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,25,36,0,13,0,13,0,13,0,13,0,13,0,13,247,158,0,13,0,13,0,13,0,13,0,13,0,13,146,135,56,78,18,21,10,14,17,25,0,13,0,13,609,313,286,119,1524,365,1148,280,376,272,99,127,81,127,0,13,133,201,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,48,51,0,13,0,13,0,13,0,13,0,13,0,13,19,34,0,13,0,13,29,42,15,16,6,9,0,13,0,13,9,14,173,117,0,13,0,13,0,13,0,13,0,13,53,47,9,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,111,107,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047065200,1173,178,0,13,0,13,0,13,21,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,21,0,13,0,13,8,16,8,11,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,13,0,13,13,13,0,13,0,13,0,13,29,21,0,13,0,13,0,13,5,9,0,13,0,13,205,66,0,13,515,112,0,13,0,13,6,11,0,13,0,13,0,13,0,13,5,9,0,13,45,57,0,13,12,14,6,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,34,30,0,13,0,13,0,13,0,13,6,10,0,13,21,23,7,10,0,13,0,13,0,13,0,13,0,13,174,116,357,171,1173,178,1038,156,135,108,0,13,112,110,0,13,23,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,67,75,0,13,0,13,0,13,0,13,0,13,23,35,44,69,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047065400,1592,326,0,13,0,13,0,13,82,54,4,8,0,13,0,13,0,13,4,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,46,47,31,25,0,13,37,62,0,13,37,50,0,13,134,60,0,13,15,24,0,13,0,13,0,13,0,13,262,103,0,13,295,120,14,20,0,13,0,13,0,13,2,3,0,13,0,13,0,13,0,13,34,31,0,13,0,13,48,37,0,13,6,9,40,48,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,8,5,7,18,27,49,39,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,525,285,281,152,1592,326,1527,323,65,44,0,13,19,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,28,18,27,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,20,25,20,25,0,13,0,13,0,13,344,265,0,13,0,13,0,13,0,13,0,13,328,266,0,13,0,13,0,13,0,13,0,13,0,13,9,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13
36047065600,1900,293,0,13,0,13,0,13,149,113,6,9,0,13,0,13,0,13,6,9,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,19,49,32,0,13,39,45,48,68,0,13,0,13,50,46,0,13,23,20,0,13,25,30,0,13,0,13,310,111,0,13,428,171,0,13,19,20,0,13,0,13,0,13,0,13,0,13,6,10,0,13,54,52,0,13,6,10,69,66,0,13,6,10,13,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,27,0,13,0,13,9,15,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,543,218,392,214,1900,293,1802,296,98,71,21,31,60,59,0,13,17,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,474,214,0,13,0,13,0,13,0,13,25,30,307,143,29,37,0,13,0,13,0,13,0,13,26,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,87,93
36047065800,1853,357,0,13,0,13,0,13,102,58,12,12,7,10,0,13,0,13,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,34,28,5,8,0,13,6,9,0,13,0,13,0,13,95,52,0,13,14,20,0,13,25,27,0,13,0,13,93,52,48,57,202,82,0,13,30,30,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,34,18,22,6,10,72,62,0,13,0,13,0,13,0,13,0,13,0,13,16,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,145,206,62,60,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,881,232,286,111,1853,357,1642,293,211,148,39,58,91,77,22,27,2,3,22,35,0,13,22,35,0,13,0,13,0,13,0,13,0,13,35,33,13,15,0,13,0,13,16,26,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,547,227,10,15,37,58,0,13,0,13,0,13,210,146,91,66,0,13,0,13,0,13,14,20,0,13,0,13,0,13,0,13,0,13,157,145,0,13,0,13,0,13,28,41,0,13,0,13,0,13
36047066000,2100,367,0,13,0,13,0,13,131,126,75,79,75,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,7,10,102,129,8,12,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,0,13,0,13,14,16,0,13,0,13,0,13,0,13,0,13,20,18,0,13,18,18,0,13,7,10,0,13,0,13,306,128,0,13,770,271,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,16,0,13,5,8,56,49,0,13,0,13,0,13,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,433,165,585,262,2100,367,1980,348,120,121,0,13,43,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,77,112,0,13,0,13,0,13,77,112,367,165,0,13,0,13,0,13,0,13,0,13,313,159,27,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,15,22,0,13,0,13,0,13,0,13,0,13,0,13,12,21
36047066200,1392,265,0,13,0,13,0,13,54,53,12,17,6,8,0,13,0,13,0,13,0,13,0,13,6,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,17,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,12,12,0,13,0,13,0,13,0,13,0,13,61,43,0,13,0,13,0,13,10,12,0,13,0,13,291,134,21,25,273,100,0,13,5,9,0,13,0,13,0,13,0,13,0,13,6,8,0,13,24,18,0,13,0,13,88,109,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,18,21,0,13,23,22,0,13,0,13,0,13,0,13,0,13,0,13,7,10,11,17,0,13,0,13,5,10,0,13,24,36,485,217,252,100,1392,265,1221,157,171,189,0,13,49,53,7,10,0,13,5,7,5,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,110,183,0,13,0,13,0,13,110,183,264,118,1,3,0,13,0,13,0,13,0,13,205,98,36,54,0,13,0,13,6,8,16,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047066600,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047067000,2928,379,0,13,0,13,0,13,187,93,42,66,42,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,20,6,8,4,7,0,13,0,13,0,13,0,13,0,13,9,14,0,13,16,26,120,93,0,13,0,13,0,13,50,38,66,104,140,72,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,6,9,7,10,0,13,19,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,79,71,0,13,0,13,18,26,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,79,71,0,13,9,14,0,13,0,13,103,119,0,13,916,260,0,13,85,84,0,13,0,13,24,28,0,13,238,145,253,139,227,137,0,13,123,120,0,13,0,13,838,233,560,185,2928,379,2707,410,221,122,48,74,98,69,0,13,21,22,54,38,0,13,0,13,12,19,22,32,8,11,12,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,378,141,0,13,0,13,0,13,0,13,0,13,237,118,57,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,71,48,0,13,0,13,0,13,6,9,0,13,0,13,7,9
36047067200,1713,354,0,13,0,13,0,13,280,178,84,129,0,13,0,13,0,13,0,13,0,13,0,13,0,13,51,78,33,51,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,625,299,0,13,67,47,0,13,0,13,0,13,0,13,352,240,198,183,0,13,0,13,18,19,0,13,0,13,468,206,389,222,1713,354,1515,325,198,224,177,218,11,18,0,13,0,13,10,13,0,13,0,13,10,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,164,122,12,18,0,13,0,13,0,13,0,13,67,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,85,101,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047067400,1968,430,0,13,0,13,0,13,128,138,22,34,14,22,0,13,0,13,0,13,0,13,0,13,0,13,8,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,0,13,0,13,0,13,5,8,0,13,15,21,130,141,0,13,0,13,0,13,59,52,0,13,45,39,0,13,7,11,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,5,8,4,6,0,13,0,13,0,13,0,13,0,13,139,93,0,13,0,13,0,13,0,13,32,49,0,13,0,13,0,13,0,13,0,13,15,24,0,13,0,13,92,74,0,13,6,10,0,13,0,13,0,13,0,13,912,381,0,13,50,61,0,13,0,13,76,78,0,13,334,282,44,35,168,108,0,13,262,255,0,13,0,13,573,246,142,99,1968,430,1898,433,70,63,1,2,12,16,0,13,16,18,38,61,0,13,0,13,0,13,0,13,38,61,0,13,0,13,3,5,0,13,0,13,0,13,3,5,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,190,129,50,81,0,13,0,13,0,13,0,13,7,11,133,102,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047067600,1847,416,0,13,0,13,0,13,85,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,4,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,21,0,13,0,13,158,208,0,13,0,13,0,13,17,20,0,13,48,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,20,0,13,0,13,8,12,0,13,0,13,2,3,0,13,0,13,0,13,0,13,0,13,113,81,0,13,0,13,0,13,0,13,20,32,22,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,71,61,0,13,5,7,0,13,0,13,0,13,0,13,794,337,0,13,46,51,0,13,0,13,39,53,0,13,207,185,283,262,119,123,0,13,100,107,0,13,0,13,546,240,255,173,1847,416,1554,403,293,209,0,13,12,17,0,13,151,172,130,111,48,53,0,13,0,13,26,38,56,91,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,42,26,0,13,0,13,0,13,0,13,0,13,11,18,21,17,0,13,0,13,0,13,5,8,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,7,0,13,0,13
36047067800,3312,565,0,13,0,13,0,13,119,73,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,45,62,0,13,0,13,44,47,0,13,0,13,0,13,32,35,0,13,22,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,10,0,13,0,13,23,34,0,13,0,13,34,52,0,13,0,13,0,13,0,13,0,13,365,253,0,13,0,13,0,13,0,13,0,13,97,154,0,13,0,13,0,13,0,13,0,13,0,13,0,13,268,206,0,13,0,13,0,13,0,13,0,13,0,13,1621,518,8,14,75,85,0,13,0,13,168,114,0,13,457,294,664,441,51,58,0,13,239,197,0,13,0,13,497,199,880,347,3312,565,3243,556,69,49,1,3,45,49,0,13,0,13,23,27,8,12,0,13,0,13,0,13,15,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
