ct,tot_pop_ancestry,moe_pop_ancestry,tot_afghan,moe_afghan,tot_albanian,moe_albanian,tot_alsatian,moe_alsatian,tot_american,moe_american,tot_arab,moe_arab,tot_arab_egyptian,moe_arab_egyptian,tot_arab_iraqi,moe_arab_iraqi,tot_arab_jordanian,moe_arab_jordanian,tot_arab_lebanese,moe_arab_lebanese,tot_arab_moroccan,moe_arab_moroccan,tot_arab_palestinia,moe_arab_palestinian,tot_arab_syrian,moe_arab_syrian,tot_arab_arab,moe_arab_arab,tot_arab_other_arab,moe_arab_other_arab,tot_armenian,moe_armenian,tot_assyrian/chaldean/syriac,moe_assyrian/chaldean/syriac,tot_australian,moe_australian,tot_austrian,moe_austrian,tot_basque,moe_basque,tot_belgian,moe_belgian,tot_brazilian,moe_brazilian,tot_british,moe_british,tot_bulgarian,moe_bulgarian,tot_cajun,moe_cajun,tot_canadian,moe_canadian,tot_carpatho_rusyn,moe_carpatho_rusyn,tot_celtic,moe_celtic,tot_croatian,moe_croatian,tot_cypriot,moe_cypriot,tot_czech,moe_czech,tot_czechoslovakian,moe_czechoslovakian,tot_danish,moe_danish,tot_dutch,moe_dutch,tot_eastern_european,moe_eastern_european,tot_english,moe_english,tot_estonian,moe_estonian,tot_european,moe_european,tot_finnish,moe_finnish,tot_french_ex_basque,moe_french_ex_basque,tot_french_canadian,moe_french_canadian,tot_german,moe_german,tot_german_russian,moe_german_russian,tot_greek,moe_greek,tot_guyanese,moe_guyanese,tot_hungarian,moe_hungarian,tot_icelander,moe_icelander,tot_iranian,moe_iranian,tot_irish,moe_irish,tot_israeli,moe_israeli,tot_italian,moe_italian,tot_latvian,moe_latvian,tot_lithuanian,moe_lithuanian,tot_luxembourger,moe_luxembourger,tot_macedonian,moe_macedonian,tot_maltese,moe_maltese,tot_new_zealander,moe_new_zealander,tot_northern_european,moe_northern_european,tot_norwegian,moe_norwegian,tot_pennsylvania_german,moe_pennsylvania_german,tot_polish,moe_polish,tot_portuguese,moe_portuguese,tot_romanian,moe_romanian,tot_russian,moe_russian,tot_scandinavian,moe_scandinavian,tot_scotch-irish,moe_scotch-irish,tot_scottish,moe_scottish,tot_serbian,moe_serbian,tot_slavic,moe_slavic,tot_slovak,moe_slovak,tot_slovene,moe_slovene,tot_soviet_union,moe_soviet_union,tot_s_african,moe_s_african,tot_s_african_cape_verdean,moe_s_african_cape_verdean,tot_s_african_ethiopian,moe_s_african_ethiopian,tot_s_african_ghanaian,moe_s_african_ghanaian,tot_s_african_kenyan,moe_s_african_kenyan,tot_s_african_liberian,moe_s_african_liberian,tot_s_african_nigerian,moe_s_african_nigerian,tot_s_african_senegalese,moe_s_african_senegalese,tot_s_african_sierra_leonean,moe_s_african_sierra_leonean,tot_s_african_somali,moe_s_african_somali,tot_s_african_south_african,moe_s_african_south_african,tot_s_african_sudanese,moe_s_african_sudanese,tot_s_african_ugandan,moe_s_african_ugandan,tot_s_african_zimbabwean,moe_s_african_zimbabwean,tot_s_african_african,moe_s_african_african,tot_s_african_other_s_african,moe_s_african_other_s_african,tot_swedish,moe_swedish,tot_swiss,moe_swiss,tot_turkish,moe_turkish,tot_ukrainian,moe_ukrainian,tot_welsh,moe_welsh,tot_w_indians,moe_w_indians,tot_w_indians_bahamian,moe_w_indians_bahamian,tot_w_indians_barbadian,moe_w_indians_barbadian,tot_w_indians_belizean,moe_w_indians_belizean,tot_w_indians_bermudan,moe_w_indians_bermudan,tot_w_indians_british_west_indian,moe_w_indians_british_west_indian,tot_w_indians_dutch_west_indian,moe_w_indians_dutch_west_indian,tot_w_indians_haitian,moe_w_indians_haitian,tot_w_indians_jamaican,moe_w_indians_jamaican,tot_w_indians_trinidadian_and_tobagonian,moe_w_indians_trinidadian_and_tobagonian,tot_w_indians_u.s._virgin_islander,moe_w_indians_u.s._virgin_islander,tot_w_indians_west_indian,moe_w_indians_west_indian,tot_w_indians_other_west_indian,moe_w_indians_other_west_indian,tot_yugoslavian,moe_yugoslavian,tot_other_groups,moe_other_groups,tot_unclass_not_rep,moe_unclass_not_rep,tot_pop_hisp_origin,moe_pop_hisp_origin,tot_not_hispanic,moe_not_hispanic,tot_hispanic,moe_hispanic,tot_mexican,moe_mexican,tot_puerto_rican,moe_puerto_rican,tot_cuban,moe_cuban,tot_dominican,moe_dominican,tot_central_american,moe_central_american,tot_costa_rican,moe_costa_rican,tot_guatemalan,moe_guatemalan,tot_honduran,moe_honduran,tot_nicaraguan,moe_nicaraguan,tot_panamanian,moe_panamanian,tot_salvadoran,moe_salvadoran,tot_other_central_american,moe_other_central_american,tot_south_american,moe_south_american,tot_argentinean,moe_argentinean,tot_bolivian,moe_bolivian,tot_chilean,moe_chilean,tot_colombian,moe_colombian,tot_ecuadorian,moe_ecuadorian,tot_paraguayan,moe_paraguayan,tot_peruvian,moe_peruvian,tot_uruguayan,moe_uruguayan,tot_venezuelan,moe_venezuelan,tot_other_south_american,moe_other_south_american,tot_other_hispanic_or_latino,moe_other_hispanic_or_latino,tot_spaniard,moe_spaniard,tot_spanish,moe_spanish,tot_spanish_american,moe_spanish_american,tot_all_other_hispanic_or_latino,moe_all_other_hispanic_or_latino,tot_pop_asian,moe_pop_asian,tot_asian_indian,moe_asian_indian,tot_bangladeshi,moe_bangladeshi,tot_bhutanese,moe_bhutanese,tot_burmese,moe_burmese,tot_cambodian,moe_cambodian,"tot_chinese,_except_taiwanese","moe_chinese,_except_taiwanese",tot_filipino,moe_filipino,tot_hmong,moe_hmong,tot_indonesian,moe_indonesian,tot_japanese,moe_japanese,tot_korean,moe_korean,tot_laotian,moe_laotian,tot_malaysian,moe_malaysian,tot_mongolian,moe_mongolian,tot_nepalese,moe_nepalese,tot_okinawan,moe_okinawan,tot_pakistani,moe_pakistani,tot_sri_lankan,moe_sri_lankan,tot_taiwanese,moe_taiwanese,tot_thai,moe_thai,tot_vietnamese,moe_vietnamese,"tot_other_asian,_specified","moe_other_asian,_specified","tot_other_asian,_not_specified","moe_other_asian,_not_specified",tot_two_or_more_asian,moe_two_or_more_asian
36047068000,2096,491,0,13,0,13,0,13,499,472,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,14,0,13,0,13,148,138,0,13,0,13,0,13,17,21,0,13,52,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,16,0,13,0,13,0,13,0,13,0,13,0,13,982,498,0,13,8,12,52,76,0,13,0,13,0,13,539,453,222,194,53,66,0,13,136,171,0,13,0,13,432,184,324,146,2096,491,1782,489,314,172,144,149,60,70,0,13,37,53,24,34,0,13,0,13,0,13,0,13,24,34,0,13,0,13,24,23,0,13,0,13,0,13,6,10,7,11,0,13,11,17,0,13,0,13,0,13,25,34,0,13,0,13,0,13,25,34,75,77,0,13,0,13,0,13,0,13,0,13,16,27,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,48,65,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047068200,2587,425,0,13,0,13,0,13,119,77,12,20,12,20,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,14,0,13,0,13,37,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,7,11,0,13,0,13,0,13,43,33,0,13,0,13,58,58,0,13,0,13,0,13,51,38,0,13,227,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,15,35,55,0,13,6,10,0,13,0,13,9,14,0,13,0,13,0,13,0,13,0,13,48,39,0,13,0,13,0,13,0,13,0,13,12,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,34,0,13,37,61,0,13,0,13,6,10,0,13,1015,419,21,32,8,11,0,13,0,13,282,260,0,13,331,166,245,221,84,73,0,13,72,73,0,13,0,13,773,288,474,251,2587,425,2261,343,326,238,0,13,145,88,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,177,247,0,13,0,13,0,13,0,13,14,16,0,13,163,244,0,13,0,13,0,13,4,7,0,13,0,13,4,7,0,13,148,122,52,62,0,13,0,13,0,13,0,13,89,105,0,13,0,13,0,13,0,13,7,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047068600,1721,432,0,13,0,13,0,13,101,75,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,157,246,0,13,26,34,0,13,7,11,0,13,23,28,0,13,14,20,0,13,0,13,0,13,0,13,103,62,0,13,293,116,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,54,53,0,13,0,13,199,221,0,13,0,13,0,13,8,13,0,13,0,13,0,13,0,13,64,55,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,64,55,0,13,0,13,0,13,6,10,0,13,0,13,252,188,0,13,0,13,0,13,0,13,83,112,0,13,38,39,7,11,29,46,0,13,95,72,0,13,0,13,568,182,255,171,1721,432,1621,444,100,64,0,13,56,61,0,13,10,15,34,34,0,13,0,13,0,13,0,13,34,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,232,167,0,13,0,13,0,13,0,13,0,13,75,72,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,157,147,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047068800,1872,254,0,13,12,18,0,13,94,79,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,25,6,9,22,34,0,13,0,13,0,13,12,10,0,13,24,17,0,13,13,19,39,43,0,13,0,13,0,13,61,45,0,13,150,67,0,13,32,51,0,13,0,13,0,13,0,13,0,13,6,10,0,13,6,9,0,13,6,9,36,37,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,93,118,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,93,118,0,13,0,13,0,13,6,9,0,13,0,13,635,233,0,13,14,20,0,13,0,13,29,31,0,13,233,144,277,184,0,13,0,13,82,88,0,13,0,13,626,172,240,141,1872,254,1617,259,255,147,77,71,81,79,8,11,0,13,6,9,0,13,0,13,0,13,0,13,6,9,0,13,0,13,41,59,0,13,0,13,0,13,0,13,39,59,0,13,2,4,0,13,0,13,0,13,42,55,0,13,8,13,0,13,34,54,282,121,80,104,0,13,0,13,0,13,0,13,79,94,17,25,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,106,115,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047069000,2007,496,0,13,0,13,0,13,96,66,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,5,8,0,13,0,13,0,13,0,13,0,13,23,19,0,13,0,13,16,23,0,13,0,13,0,13,27,23,0,13,170,94,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,18,7,11,0,13,6,9,0,13,0,13,0,13,0,13,0,13,4,6,0,13,0,13,112,111,0,13,0,13,0,13,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,111,111,0,13,0,13,0,13,0,13,0,13,0,13,759,301,0,13,19,28,0,13,0,13,59,89,0,13,227,201,77,49,95,74,0,13,290,266,0,13,0,13,762,461,321,160,2007,496,1507,313,500,440,310,408,106,81,7,10,0,13,48,44,0,13,0,13,0,13,19,30,29,35,0,13,0,13,29,43,0,13,0,13,0,13,29,43,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,44,12,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,18,26
36047069200,2354,347,0,13,0,13,0,13,218,178,18,21,18,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,18,10,16,0,13,0,13,0,13,39,35,14,21,18,18,0,13,0,13,0,13,0,13,0,13,0,13,54,38,0,13,63,35,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,0,13,0,13,14,16,0,13,0,13,0,13,0,13,0,13,22,34,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,22,34,0,13,0,13,0,13,0,13,0,13,0,13,884,272,0,13,0,13,0,13,0,13,126,87,0,13,305,177,190,102,183,135,0,13,113,125,0,13,0,13,577,184,513,182,2354,347,2013,318,341,157,0,13,155,82,0,13,16,18,87,107,0,13,0,13,0,13,0,13,87,107,0,13,0,13,45,42,14,12,0,13,0,13,31,40,0,13,0,13,0,13,0,13,0,13,0,13,38,60,0,13,0,13,0,13,38,60,93,80,0,13,0,13,0,13,0,13,0,13,35,49,57,57,0,13,0,13,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047069601,3400,587,0,13,0,13,0,13,404,253,37,56,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,37,56,0,13,0,13,0,13,0,13,0,13,0,13,42,47,0,13,25,40,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,69,59,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,0,13,0,13,0,13,0,13,71,72,128,123,206,120,0,13,0,13,0,13,0,13,5,15,0,13,0,13,0,13,0,13,128,101,10,15,0,13,116,116,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,126,190,0,13,0,13,0,13,0,13,0,13,117,187,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,18,0,13,22,34,0,13,0,13,85,108,0,13,1048,410,0,13,18,32,0,13,0,13,25,39,0,13,600,409,220,126,93,76,0,13,92,94,0,13,0,13,812,285,644,333,3400,587,3063,599,337,216,0,13,106,95,0,13,70,87,50,80,0,13,0,13,0,13,0,13,50,80,0,13,0,13,46,63,0,13,0,13,0,13,46,63,0,13,0,13,0,13,0,13,0,13,0,13,65,69,65,69,0,13,0,13,0,13,79,67,14,21,0,13,0,13,0,13,0,13,34,51,31,49,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047069602,5748,1044,0,18,0,18,0,18,438,271,77,80,56,63,0,18,0,18,20,29,21,31,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,21,31,0,18,0,18,0,18,51,63,0,18,18,28,0,18,95,92,0,18,0,18,38,61,0,18,0,18,0,18,162,108,213,212,569,366,0,18,17,29,0,18,0,18,0,18,0,18,0,18,8,26,0,18,121,121,0,18,80,130,399,209,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,30,44,414,256,0,18,651,934,0,18,0,18,18,28,0,18,0,18,0,18,0,18,596,932,0,18,0,18,37,59,0,18,0,18,1891,522,1038,526,5748,1044,5169,1090,579,340,148,172,65,74,16,40,251,319,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,99,147,0,18,0,18,0,18,0,18,78,140,0,18,0,18,0,18,21,31,0,18,0,18,0,18,0,18,0,18,0,18,424,368,0,18,0,18,0,18,0,18,0,18,186,273,35,106,0,18,0,18,0,18,203,252,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047069800,1534,385,0,13,0,13,0,13,129,124,13,21,13,21,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,2,6,0,13,58,43,0,13,0,13,0,13,16,24,0,13,0,13,145,68,13,19,265,110,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,7,10,0,13,30,34,0,13,15,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,73,94,0,13,36,55,0,13,0,13,0,13,0,13,0,13,0,13,36,55,0,13,0,13,0,13,0,13,0,13,0,13,668,310,266,223,1534,385,1282,287,252,251,0,13,75,131,0,13,52,82,17,27,0,13,0,13,17,27,0,13,0,13,0,13,0,13,101,159,0,13,0,13,0,13,0,13,101,159,0,13,0,13,0,13,0,13,0,13,7,11,0,13,0,13,0,13,7,11,332,269,0,13,0,13,0,13,0,13,0,13,332,269,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047070000,1344,270,0,13,33,48,0,13,253,99,6,10,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,9,3,6,0,13,19,29,0,13,0,13,0,13,17,19,0,13,38,38,0,13,0,13,0,13,0,13,78,53,58,39,386,175,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,61,45,0,13,6,11,81,77,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,44,42,0,13,128,171,0,13,0,13,0,13,0,13,0,13,0,13,22,33,106,169,0,13,0,13,0,13,0,13,0,13,156,77,187,80,1344,270,1256,262,88,53,0,13,60,42,0,13,22,34,6,10,0,13,0,13,0,13,0,13,0,13,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,34,7,10,0,13,0,13,0,13,0,13,19,32,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047070201,5775,758,0,18,0,18,0,18,584,419,88,121,88,121,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,24,42,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,108,211,55,66,0,18,0,18,40,69,0,18,0,18,0,18,312,290,0,18,223,240,0,18,87,80,0,18,0,18,111,84,216,176,486,267,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,525,234,0,18,0,18,880,396,0,18,0,18,0,18,0,18,17,29,0,18,0,18,0,18,58,86,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,58,86,0,18,0,18,0,18,0,18,0,18,0,18,17,27,267,165,0,18,86,144,0,18,0,18,0,18,0,18,0,18,0,18,0,18,86,144,0,18,0,18,86,144,0,18,0,18,1762,688,710,376,5775,758,5600,787,175,161,0,18,72,84,0,18,0,18,69,109,0,18,0,18,69,109,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,34,68,0,18,0,18,0,18,34,68,88,110,54,83,0,18,0,18,0,18,0,18,34,61,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
36047070202,20,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,12,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,20,17,16,12,4,7,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,4,7
36047070203,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047070601,3468,678,0,13,0,13,0,13,400,215,500,241,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,500,241,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,8,15,0,13,21,29,0,13,554,221,18,20,0,13,0,13,24,36,0,13,59,58,35,55,0,13,0,13,0,13,146,102,78,88,926,332,0,13,22,36,0,13,0,13,35,40,0,13,0,13,17,33,0,13,105,63,0,13,0,13,81,54,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,175,179,0,13,38,63,0,13,0,13,0,13,0,13,38,63,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,517,289,568,506,3468,678,3279,638,189,182,0,13,189,182,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,66,86,12,18,0,13,0,13,0,13,0,13,42,86,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047070602,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
36047072000,2109,390,0,13,0,13,0,13,148,103,186,209,0,13,0,13,0,13,0,13,0,13,0,13,0,13,186,209,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,18,0,13,0,13,26,27,0,13,0,13,0,13,0,13,4,6,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,6,8,0,13,0,13,12,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,27,0,13,0,13,0,13,0,13,0,13,11,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13,19,22,0,13,0,13,0,13,0,13,0,13,0,13,1125,289,0,13,70,80,0,13,0,13,35,42,0,13,613,226,280,198,37,46,0,13,116,99,0,13,0,13,414,206,351,194,2109,390,1927,383,182,145,0,13,11,17,0,13,106,130,35,47,0,13,0,13,0,13,0,13,35,47,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,30,46,30,46,0,13,0,13,0,13,33,45,0,13,6,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,44,0,13,0,13,0,13,0,13,0,13,0,13,0,13
