ed,cd
79034,17
79040,17
79042,17
41003,48
41094,48
87006,15
79006,15
87092,15
79003,15
79081,15
81015,11
81006,14
81012,11
52024,33
30024,30
30037,26
59046,46
85061,17
85067,17
68016,8
68019,8
69101,7
69102,7
71006,7
55064,41
55105,41
37005,22
37006,26
57091,35
57093,35
68020,8
68021,8
85041,17
85043,17
85044,17
85046,17
84078,17
61049,49
61065,49
32049,28
32054,28
32056,28
32075,28
24008,23
24009,23
27058,21
40054,20
27074,21
84046,8
84047,8
27021,29
35020,21
35035,21
85002,18
85040,17
62037,51
62040,51
24059,23
24080,23
64065,50
25052,20
25053,20
25054,20
59043,46
59045,46
81035,11
81036,11
81037,11
62048,51
62062,51
51048,38
41090,48
41093,46
62055,51
62056,51
85082,17
85037,18
85038,17
61017,49
61019,49
61026,49
66086,3
66087,3
66089,3
29021,27
33030,27
29080,27
42081,45
42052,45
41055,45
28015,32
38061,32
30015,30
28077,30
55038,37
78058,15
81052,11
81055,11
71022,9
71068,9
31019,31
31020,28
33051,27
33054,27
81026,11
79045,16
84017,17
78011,15
78039,15
78042,15
81102,11
81107,11
87018,15
78055,15
79053,17
44025,40
44026,45
80075,11
80088,15
84073,17
84007,16
84013,16
48030,44
48027,44
48029,44
29066,31
29067,31
33069,27
33070,27
71037,7
58027,45
41033,45
68084,9
68106,8
61001,49
61066,49
70046,9
70054,9
84018,8
62063,50
62071,50
64017,50
64056,50
62069,50
30013,30
30073,30
42024,45
42037,45
29068,31
31074,31
84021,8
72033,10
72079,10
38048,32
38058,32
50004,33
50006,33
67005,3
67020,6
37022,26
37079,26
38033,32
38034,32
57001,35
57003,35
57098,35
52002,33
57004,33
45048,48
45050,48
71031,7
71036,7
51039,38
51052,38
49038,43
48037,43
70072,7
70079,7
81009,14
81040,11
78036,11
80081,11
80082,11
55062,42
59040,46
59050,46
48035,43
48069,43
82104,12
82105,12
27006,29
27015,24
27024,24
67100,6
75095,6
75096,6
78017,15
61022,49
61024,49
77042,16
77071,16
51045,38
51046,38
27017,24
27071,29
52031,33
52107,33
52108,39
52013,33
52033,33
52055,39
52062,39
52112,39
45069,48
45072,48
52020,33
86006,14
77034,14
83036,12
80064,12
80091,11
81101,11
52006,33
52015,33
46006,47
57016,35
57017,35
55055,37
55061,37
63019,50
63044,49
84053,17
46012,47
84020,8
79054,16
79070,16
79073,16
79090,16
68085,8
68086,8
68095,8
79055,17
79079,16
81076,11
81079,11
56037,36
56039,36
