county,elect_dist,status,dem,rep,con,wor,oth,blank,total
Bronx,81032,Total,815.0,166.0,4.0,3.0,25.0,205.0,1218.0
Bronx,81033,Total,696.0,87.0,6.0,2.0,19.0,188.0,998.0
Bronx,81034,Total,919.0,119.0,2.0,2.0,38.0,197.0,1277.0
Bronx,81035,Total,892.0,128.0,6.0,2.0,39.0,182.0,1249.0
Bronx,81036,Total,664.0,101.0,10.0,8.0,28.0,197.0,1008.0
Bronx,81037,Total,1129.0,157.0,9.0,4.0,44.0,317.0,1660.0
Bronx,81038,Total,769.0,133.0,5.0,3.0,36.0,207.0,1153.0
Bronx,81039,Total,828.0,139.0,6.0,4.0,28.0,253.0,1258.0
Bronx,81040,Total,756.0,138.0,11.0,7.0,32.0,235.0,1179.0
Bronx,81041,Total,640.0,219.0,16.0,1.0,48.0,273.0,1197.0
Bronx,81042,Total,635.0,247.0,13.0,6.0,48.0,267.0,1216.0
Bronx,81043,Total,783.0,288.0,21.0,6.0,50.0,399.0,1547.0
Bronx,81044,Total,1283.0,80.0,7.0,3.0,29.0,288.0,1690.0
Bronx,81045,Total,894.0,156.0,10.0,6.0,31.0,336.0,1433.0
Bronx,81046,Total,448.0,29.0,5.0,2.0,10.0,93.0,587.0
Bronx,81047,Total,1240.0,78.0,7.0,5.0,34.0,299.0,1663.0
Bronx,81048,Total,1348.0,101.0,4.0,9.0,35.0,317.0,1814.0
Bronx,81049,Total,1008.0,46.0,5.0,5.0,21.0,243.0,1328.0
Bronx,81050,Total,886.0,79.0,3.0,3.0,26.0,323.0,1320.0
Bronx,81051,Total,867.0,75.0,2.0,3.0,18.0,247.0,1212.0
Bronx,81052,Total,886.0,50.0,2.0,6.0,25.0,180.0,1149.0
Bronx,81053,Total,1089.0,95.0,8.0,6.0,32.0,321.0,1551.0
Bronx,81054,Total,1261.0,131.0,6.0,13.0,39.0,271.0,1721.0
Bronx,81055,Total,307.0,32.0,6.0,2.0,7.0,64.0,418.0
Bronx,81056,Total,683.0,88.0,2.0,1.0,27.0,176.0,977.0
Bronx,81057,Total,996.0,57.0,3.0,12.0,26.0,204.0,1298.0
Bronx,81058,Total,827.0,67.0,4.0,3.0,27.0,215.0,1143.0
Bronx,81059,Total,866.0,51.0,5.0,5.0,16.0,223.0,1166.0
Bronx,82001,Total,643.0,412.0,43.0,5.0,50.0,276.0,1429.0
Bronx,82002,Total,258.0,155.0,19.0,1.0,29.0,133.0,595.0
Bronx,82003,Total,742.0,255.0,21.0,3.0,38.0,265.0,1324.0
Bronx,82004,Total,757.0,243.0,19.0,2.0,31.0,285.0,1337.0
Bronx,82005,Total,615.0,196.0,20.0,5.0,27.0,222.0,1085.0
Bronx,82006,Total,479.0,392.0,23.0,5.0,41.0,241.0,1181.0
Bronx,82007,Total,773.0,209.0,19.0,5.0,33.0,296.0,1335.0
Bronx,82008,Total,685.0,249.0,12.0,7.0,42.0,277.0,1272.0
Bronx,82009,Total,796.0,190.0,18.0,9.0,34.0,264.0,1311.0
Bronx,82010,Total,965.0,216.0,10.0,4.0,45.0,296.0,1536.0
Bronx,82011,Total,942.0,142.0,6.0,10.0,26.0,289.0,1415.0
Bronx,82012,Total,807.0,50.0,41.0,3.0,14.0,178.0,1093.0
Bronx,82013,Total,785.0,35.0,10.0,3.0,18.0,176.0,1027.0
Bronx,82014,Total,726.0,43.0,21.0,3.0,7.0,111.0,911.0
Bronx,82015,Total,965.0,197.0,28.0,13.0,38.0,277.0,1518.0
Bronx,82016,Total,940.0,180.0,12.0,5.0,35.0,299.0,1471.0
Bronx,82017,Total,92.0,20.0,0.0,1.0,2.0,27.0,142.0
Bronx,82018,Total,660.0,297.0,47.0,5.0,36.0,320.0,1365.0
Bronx,82019,Total,743.0,394.0,30.0,3.0,55.0,347.0,1572.0
Bronx,82020,Total,759.0,461.0,29.0,6.0,43.0,400.0,1698.0
Bronx,82021,Total,460.0,402.0,22.0,4.0,34.0,257.0,1179.0
Bronx,82022,Total,455.0,279.0,13.0,3.0,32.0,238.0,1020.0
Bronx,82023,Total,441.0,269.0,19.0,3.0,25.0,264.0,1021.0
Bronx,82024,Total,464.0,198.0,17.0,5.0,23.0,218.0,925.0
Bronx,82025,Total,1036.0,165.0,12.0,8.0,49.0,368.0,1638.0
Bronx,82026,Total,737.0,168.0,5.0,4.0,29.0,266.0,1209.0
Bronx,82027,Total,632.0,218.0,9.0,7.0,29.0,239.0,1134.0
Bronx,82028,Total,1018.0,262.0,9.0,5.0,39.0,363.0,1696.0
Bronx,82029,Total,1013.0,173.0,10.0,7.0,33.0,300.0,1536.0
Bronx,82030,Total,910.0,168.0,14.0,4.0,40.0,282.0,1418.0
Bronx,82031,Total,760.0,200.0,12.0,9.0,32.0,306.0,1319.0
Bronx,82032,Total,960.0,298.0,16.0,7.0,47.0,401.0,1729.0
Bronx,82033,Total,717.0,227.0,12.0,9.0,23.0,273.0,1261.0
Bronx,82034,Total,777.0,122.0,8.0,3.0,18.0,244.0,1172.0
Bronx,82035,Total,354.0,49.0,0.0,2.0,9.0,119.0,533.0
Bronx,82036,Total,907.0,68.0,4.0,4.0,20.0,272.0,1275.0
Bronx,82037,Total,82.0,13.0,1.0,1.0,3.0,14.0,114.0
Bronx,82038,Total,665.0,219.0,16.0,1.0,17.0,268.0,1186.0
Bronx,82039,Total,766.0,225.0,9.0,5.0,37.0,284.0,1326.0
Bronx,82040,Total,774.0,85.0,6.0,6.0,21.0,244.0,1136.0
Bronx,82041,Total,849.0,380.0,29.0,2.0,56.0,318.0,1634.0
Bronx,82042,Total,846.0,386.0,25.0,4.0,72.0,340.0,1673.0
Bronx,82043,Total,482.0,205.0,11.0,2.0,16.0,252.0,968.0
Bronx,82044,Total,531.0,187.0,13.0,2.0,31.0,184.0,948.0
Bronx,82045,Total,14.0,9.0,0.0,0.0,1.0,6.0,30.0
Bronx,82046,Total,1133.0,70.0,3.0,4.0,25.0,215.0,1450.0
Bronx,82047,Total,865.0,53.0,4.0,1.0,26.0,183.0,1132.0
Bronx,82048,Total,1296.0,51.0,2.0,5.0,39.0,218.0,1611.0
Bronx,82049,Total,1090.0,51.0,3.0,2.0,27.0,182.0,1355.0
Bronx,82050,Total,909.0,50.0,3.0,5.0,20.0,162.0,1149.0
Bronx,82051,Total,957.0,31.0,4.0,3.0,31.0,142.0,1168.0
Bronx,82052,Total,6.0,9.0,1.0,0.0,0.0,6.0,22.0
Bronx,82053,Total,86.0,2.0,0.0,0.0,3.0,13.0,104.0
Bronx,82054,Total,1329.0,69.0,5.0,1.0,37.0,220.0,1661.0
Bronx,82055,Total,1276.0,69.0,5.0,3.0,27.0,174.0,1554.0
Bronx,82056,Total,1113.0,46.0,6.0,4.0,25.0,167.0,1361.0
Bronx,82057,Total,1306.0,54.0,2.0,4.0,33.0,207.0,1606.0
Bronx,82058,Total,1258.0,61.0,3.0,3.0,25.0,160.0,1510.0
Bronx,82059,Total,1346.0,51.0,4.0,5.0,32.0,191.0,1629.0
Bronx,82060,Total,1260.0,45.0,5.0,4.0,15.0,149.0,1478.0
Bronx,82061,Total,1231.0,55.0,6.0,3.0,24.0,176.0,1495.0
Bronx,82062,Total,1111.0,41.0,3.0,4.0,30.0,154.0,1343.0
Bronx,82063,Total,1252.0,51.0,8.0,3.0,32.0,185.0,1531.0
Bronx,82064,Total,1338.0,64.0,4.0,2.0,26.0,203.0,1637.0
Bronx,82065,Total,1198.0,50.0,3.0,3.0,29.0,194.0,1477.0
Bronx,82066,Total,913.0,60.0,8.0,5.0,21.0,144.0,1151.0
Bronx,82067,Total,260.0,77.0,4.0,3.0,9.0,105.0,458.0
Bronx,83001,Total,1205.0,49.0,6.0,7.0,34.0,256.0,1557.0
Bronx,83002,Total,1264.0,65.0,2.0,8.0,32.0,256.0,1627.0
Bronx,83003,Total,1335.0,78.0,2.0,8.0,38.0,290.0,1751.0
Bronx,83004,Total,1312.0,51.0,3.0,2.0,40.0,261.0,1669.0
Bronx,83005,Total,1069.0,26.0,4.0,3.0,18.0,178.0,1298.0
Bronx,83006,Total,1366.0,54.0,3.0,4.0,35.0,241.0,1703.0
Bronx,83007,Total,1339.0,34.0,3.0,10.0,34.0,229.0,1649.0
Bronx,83008,Total,984.0,36.0,3.0,6.0,25.0,209.0,1263.0
Bronx,83009,Total,1095.0,53.0,6.0,4.0,20.0,239.0,1417.0
Bronx,83010,Total,946.0,46.0,1.0,8.0,28.0,199.0,1228.0
Bronx,83011,Total,1205.0,44.0,2.0,5.0,23.0,234.0,1513.0
Bronx,83012,Total,813.0,55.0,1.0,7.0,26.0,191.0,1093.0
Bronx,83013,Total,842.0,43.0,2.0,8.0,18.0,172.0,1085.0
Bronx,83014,Total,975.0,36.0,3.0,5.0,18.0,175.0,1212.0
Bronx,83015,Total,1205.0,42.0,6.0,3.0,26.0,294.0,1576.0
Bronx,83016,Total,1149.0,46.0,3.0,8.0,32.0,182.0,1420.0
Bronx,83017,Total,1183.0,46.0,1.0,7.0,20.0,219.0,1476.0
Bronx,83018,Total,792.0,29.0,7.0,2.0,20.0,167.0,1017.0
Bronx,83019,Total,1219.0,58.0,4.0,5.0,27.0,253.0,1566.0
Bronx,83020,Total,1214.0,52.0,3.0,9.0,23.0,236.0,1537.0
Bronx,83021,Total,1261.0,41.0,2.0,7.0,32.0,272.0,1615.0
Bronx,83022,Total,1305.0,37.0,3.0,3.0,27.0,254.0,1629.0
Bronx,83023,Total,1507.0,55.0,1.0,7.0,30.0,283.0,1883.0
Bronx,83024,Total,1036.0,42.0,2.0,6.0,27.0,203.0,1316.0
Bronx,83025,Total,1360.0,44.0,2.0,7.0,22.0,263.0,1698.0
Bronx,83026,Total,1270.0,63.0,7.0,6.0,31.0,295.0,1672.0
Bronx,83027,Total,807.0,51.0,5.0,6.0,14.0,151.0,1034.0
Bronx,83028,Total,836.0,44.0,1.0,5.0,11.0,199.0,1096.0
Bronx,83029,Total,735.0,27.0,1.0,4.0,21.0,149.0,937.0
Bronx,83030,Total,1152.0,56.0,5.0,11.0,30.0,281.0,1535.0
Bronx,83031,Total,1142.0,50.0,7.0,4.0,21.0,262.0,1486.0
Bronx,83032,Total,1320.0,55.0,1.0,5.0,24.0,281.0,1686.0
Bronx,83033,Total,1187.0,48.0,3.0,3.0,24.0,209.0,1474.0
Bronx,83034,Total,1048.0,51.0,3.0,3.0,22.0,210.0,1337.0
Bronx,83035,Total,1092.0,47.0,3.0,7.0,21.0,217.0,1387.0
Bronx,83036,Total,798.0,33.0,2.0,3.0,14.0,154.0,1004.0
Bronx,83037,Total,1418.0,59.0,2.0,6.0,32.0,247.0,1764.0
Bronx,83038,Total,934.0,53.0,5.0,6.0,19.0,225.0,1242.0
Bronx,83039,Total,1004.0,41.0,1.0,5.0,25.0,155.0,1231.0
Bronx,83040,Total,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Bronx,83041,Total,1249.0,45.0,4.0,6.0,26.0,236.0,1566.0
Bronx,83042,Total,680.0,36.0,0.0,3.0,18.0,151.0,888.0
Bronx,83043,Total,849.0,33.0,4.0,4.0,25.0,228.0,1143.0
Bronx,83044,Total,1344.0,53.0,7.0,8.0,40.0,235.0,1687.0
Bronx,83045,Total,684.0,30.0,1.0,2.0,13.0,137.0,867.0
Bronx,83046,Total,1219.0,81.0,6.0,4.0,28.0,239.0,1577.0
Bronx,83047,Total,1018.0,36.0,5.0,4.0,16.0,163.0,1242.0
Bronx,83048,Total,1256.0,46.0,2.0,3.0,33.0,225.0,1565.0
Bronx,83049,Total,990.0,34.0,3.0,7.0,25.0,213.0,1272.0
Bronx,83050,Total,979.0,54.0,7.0,9.0,21.0,241.0,1311.0
Bronx,83051,Total,775.0,47.0,2.0,7.0,12.0,189.0,1032.0
Bronx,83052,Total,963.0,51.0,4.0,5.0,25.0,230.0,1278.0
Bronx,83053,Total,854.0,42.0,2.0,3.0,18.0,167.0,1086.0
Bronx,83054,Total,1035.0,53.0,3.0,5.0,26.0,217.0,1339.0
Bronx,83055,Total,1139.0,42.0,3.0,8.0,22.0,219.0,1433.0
Bronx,84001,Total,1432.0,67.0,2.0,2.0,25.0,269.0,1797.0
Bronx,84002,Total,396.0,22.0,2.0,1.0,9.0,92.0,522.0
Bronx,84003,Total,1089.0,73.0,3.0,5.0,23.0,292.0,1485.0
Bronx,84004,Total,1123.0,64.0,3.0,7.0,25.0,262.0,1484.0
Bronx,84005,Total,1049.0,62.0,3.0,3.0,18.0,262.0,1397.0
Bronx,84006,Total,1257.0,57.0,4.0,4.0,38.0,336.0,1696.0
Bronx,84007,Total,839.0,56.0,0.0,2.0,17.0,176.0,1090.0
Bronx,84008,Total,1170.0,47.0,6.0,2.0,18.0,273.0,1516.0
Bronx,84009,Total,749.0,42.0,2.0,7.0,18.0,162.0,980.0
Bronx,84010,Total,1026.0,53.0,4.0,6.0,23.0,208.0,1320.0
Bronx,84011,Total,1166.0,75.0,4.0,4.0,16.0,258.0,1523.0
Bronx,84012,Total,931.0,53.0,1.0,5.0,29.0,251.0,1270.0
Bronx,84013,Total,779.0,33.0,2.0,6.0,11.0,158.0,989.0
Bronx,84014,Total,662.0,22.0,0.0,6.0,14.0,83.0,787.0
Bronx,84015,Total,340.0,22.0,1.0,1.0,7.0,93.0,464.0
Bronx,84016,Total,307.0,18.0,2.0,3.0,4.0,90.0,424.0
Bronx,84017,Total,1470.0,87.0,7.0,13.0,27.0,303.0,1907.0
Bronx,84018,Total,1314.0,97.0,22.0,11.0,24.0,297.0,1765.0
Bronx,84019,Total,832.0,45.0,2.0,2.0,13.0,179.0,1073.0
Bronx,84020,Total,1162.0,58.0,3.0,6.0,24.0,245.0,1498.0
Bronx,84021,Total,960.0,56.0,3.0,9.0,24.0,207.0,1259.0
Bronx,84022,Total,1391.0,62.0,8.0,3.0,22.0,304.0,1790.0
Bronx,84023,Total,563.0,33.0,1.0,7.0,9.0,118.0,731.0
Bronx,84024,Total,218.0,14.0,1.0,1.0,7.0,43.0,284.0
Bronx,84025,Total,1395.0,57.0,8.0,9.0,30.0,333.0,1832.0
Bronx,84026,Total,963.0,44.0,8.0,10.0,13.0,224.0,1262.0
Bronx,84027,Total,297.0,17.0,1.0,0.0,6.0,68.0,389.0
Bronx,84028,Total,1345.0,77.0,6.0,3.0,29.0,303.0,1763.0
Bronx,84029,Total,1236.0,58.0,4.0,11.0,27.0,278.0,1614.0
Bronx,84030,Total,1082.0,51.0,2.0,3.0,23.0,254.0,1415.0
Bronx,84031,Total,1234.0,70.0,12.0,5.0,26.0,315.0,1662.0
Bronx,84032,Total,985.0,57.0,9.0,8.0,28.0,223.0,1310.0
Bronx,84033,Total,1167.0,78.0,16.0,7.0,22.0,259.0,1549.0
Bronx,84034,Total,1248.0,91.0,6.0,7.0,20.0,279.0,1651.0
Bronx,84035,Total,1086.0,66.0,5.0,15.0,30.0,239.0,1441.0
Bronx,84036,Total,1344.0,71.0,3.0,13.0,23.0,280.0,1734.0
Bronx,84037,Total,1124.0,49.0,3.0,7.0,18.0,235.0,1436.0
Bronx,84038,Total,1105.0,80.0,4.0,13.0,24.0,284.0,1510.0
Bronx,84039,Total,1151.0,74.0,7.0,5.0,25.0,280.0,1542.0
Bronx,84040,Total,1087.0,77.0,2.0,9.0,26.0,273.0,1474.0
Bronx,84041,Total,1170.0,76.0,4.0,6.0,21.0,262.0,1539.0
Bronx,84042,Total,938.0,47.0,3.0,11.0,23.0,231.0,1253.0
Bronx,84043,Total,1148.0,46.0,8.0,8.0,29.0,244.0,1483.0
Bronx,84044,Total,772.0,32.0,1.0,3.0,7.0,165.0,980.0
Bronx,84045,Total,1009.0,71.0,3.0,11.0,15.0,228.0,1337.0
Bronx,84046,Total,1026.0,40.0,3.0,9.0,32.0,191.0,1301.0
Bronx,84047,Total,848.0,52.0,5.0,2.0,14.0,190.0,1111.0
Bronx,84048,Total,1225.0,67.0,7.0,10.0,28.0,261.0,1598.0
Bronx,84049,Total,806.0,31.0,1.0,8.0,25.0,143.0,1014.0
Bronx,84050,Total,844.0,35.0,6.0,3.0,16.0,167.0,1071.0
Bronx,84051,Total,934.0,41.0,5.0,7.0,26.0,264.0,1277.0
Bronx,84052,Total,205.0,21.0,3.0,1.0,4.0,50.0,284.0
Bronx,84053,Total,209.0,19.0,1.0,1.0,8.0,74.0,312.0
Bronx,84054,Total,269.0,24.0,0.0,1.0,8.0,64.0,366.0
Bronx,84055,Total,1207.0,72.0,2.0,7.0,20.0,289.0,1597.0
Bronx,84056,Total,440.0,32.0,2.0,6.0,10.0,126.0,616.0
Bronx,84057,Total,652.0,32.0,2.0,5.0,22.0,172.0,885.0
Bronx,84058,Total,989.0,41.0,4.0,5.0,13.0,203.0,1255.0
Bronx,84059,Total,110.0,6.0,0.0,0.0,2.0,27.0,145.0
Bronx,84060,Total,243.0,13.0,1.0,1.0,3.0,45.0,306.0
Bronx,84061,Total,503.0,22.0,2.0,3.0,12.0,88.0,630.0
Bronx,85001,Total,1382.0,83.0,9.0,8.0,34.0,307.0,1823.0
Bronx,85002,Total,1099.0,78.0,6.0,8.0,35.0,254.0,1480.0
Bronx,85003,Total,1013.0,105.0,6.0,3.0,30.0,254.0,1411.0
Bronx,85004,Total,1153.0,95.0,2.0,10.0,22.0,306.0,1588.0
Bronx,85005,Total,1323.0,92.0,7.0,7.0,36.0,332.0,1797.0
Bronx,85006,Total,15.0,1.0,0.0,0.0,0.0,2.0,18.0
Bronx,85007,Total,914.0,45.0,6.0,5.0,22.0,239.0,1231.0
Bronx,85008,Total,518.0,41.0,3.0,5.0,19.0,161.0,747.0
Bronx,85009,Total,1275.0,75.0,11.0,8.0,21.0,300.0,1690.0
Bronx,85010,Total,877.0,49.0,5.0,3.0,24.0,165.0,1123.0
Bronx,85011,Total,1172.0,59.0,10.0,7.0,26.0,290.0,1564.0
Bronx,85012,Total,1128.0,44.0,7.0,10.0,21.0,250.0,1460.0
Bronx,85013,Total,1292.0,84.0,5.0,8.0,28.0,263.0,1680.0
Bronx,85014,Total,1246.0,61.0,5.0,10.0,27.0,278.0,1627.0
Bronx,85015,Total,1305.0,58.0,5.0,8.0,32.0,207.0,1615.0
Bronx,85016,Total,1038.0,57.0,2.0,6.0,16.0,203.0,1322.0
Bronx,85017,Total,825.0,60.0,2.0,4.0,24.0,156.0,1071.0
Bronx,85018,Total,43.0,4.0,1.0,0.0,1.0,11.0,60.0
Bronx,85019,Total,1085.0,57.0,8.0,5.0,18.0,246.0,1419.0
Bronx,85020,Total,1189.0,52.0,2.0,11.0,28.0,248.0,1530.0
Bronx,85021,Total,1282.0,90.0,7.0,6.0,28.0,323.0,1736.0
Bronx,85022,Total,1338.0,90.0,6.0,9.0,28.0,356.0,1827.0
Bronx,85023,Total,722.0,68.0,2.0,6.0,17.0,166.0,981.0
Bronx,85024,Total,530.0,37.0,3.0,2.0,13.0,139.0,724.0
Bronx,85025,Total,1097.0,50.0,5.0,5.0,32.0,235.0,1424.0
Bronx,85026,Total,834.0,49.0,3.0,2.0,17.0,158.0,1063.0
Bronx,85027,Total,657.0,36.0,2.0,2.0,22.0,155.0,874.0
Bronx,85028,Total,1096.0,68.0,2.0,11.0,26.0,279.0,1482.0
Bronx,85029,Total,1190.0,65.0,5.0,9.0,31.0,252.0,1552.0
Bronx,85030,Total,943.0,82.0,7.0,5.0,26.0,238.0,1301.0
Bronx,85031,Total,997.0,46.0,11.0,13.0,29.0,226.0,1322.0
Bronx,85032,Total,785.0,54.0,1.0,5.0,13.0,192.0,1050.0
Bronx,85033,Total,675.0,30.0,2.0,9.0,14.0,174.0,904.0
Bronx,85034,Total,781.0,34.0,3.0,5.0,14.0,186.0,1023.0
Bronx,85035,Total,1269.0,75.0,6.0,8.0,15.0,278.0,1651.0
Bronx,85036,Total,1281.0,80.0,7.0,6.0,16.0,319.0,1709.0
Bronx,85037,Total,996.0,48.0,10.0,3.0,18.0,182.0,1257.0
Bronx,85038,Total,643.0,40.0,5.0,3.0,11.0,123.0,825.0
Bronx,85039,Total,1321.0,57.0,4.0,9.0,23.0,307.0,1721.0
Bronx,85040,Total,1015.0,45.0,4.0,12.0,18.0,253.0,1347.0
Bronx,85041,Total,1278.0,69.0,7.0,10.0,23.0,280.0,1667.0
Bronx,85042,Total,1039.0,41.0,4.0,4.0,20.0,214.0,1322.0
Bronx,85043,Total,1167.0,80.0,36.0,11.0,34.0,345.0,1673.0
Bronx,85044,Total,943.0,52.0,5.0,8.0,18.0,245.0,1271.0
Bronx,85045,Total,866.0,55.0,5.0,13.0,18.0,226.0,1183.0
Bronx,85046,Total,1380.0,86.0,2.0,9.0,25.0,360.0,1862.0
Bronx,85047,Total,508.0,36.0,6.0,3.0,9.0,110.0,672.0
Bronx,85048,Total,748.0,56.0,3.0,2.0,16.0,177.0,1002.0
Bronx,85049,Total,811.0,60.0,2.0,3.0,14.0,185.0,1075.0
Bronx,85050,Total,978.0,61.0,8.0,3.0,15.0,240.0,1305.0
Bronx,85051,Total,1482.0,29.0,4.0,8.0,30.0,178.0,1731.0
Bronx,85052,Total,1411.0,75.0,2.0,12.0,20.0,226.0,1746.0
Bronx,85053,Total,1005.0,34.0,2.0,1.0,17.0,153.0,1212.0
Bronx,85054,Total,1037.0,58.0,4.0,12.0,22.0,267.0,1400.0
Bronx,85055,Total,970.0,61.0,5.0,8.0,23.0,237.0,1304.0
Bronx,85056,Total,5.0,4.0,0.0,0.0,2.0,2.0,13.0
Bronx,86001,Total,906.0,60.0,2.0,1.0,15.0,236.0,1220.0
Bronx,86002,Total,1191.0,49.0,4.0,1.0,22.0,240.0,1507.0
Bronx,86003,Total,100.0,6.0,0.0,0.0,4.0,26.0,136.0
Bronx,86004,Total,962.0,52.0,4.0,1.0,22.0,230.0,1271.0
Bronx,86005,Total,1073.0,57.0,5.0,5.0,21.0,195.0,1356.0
Bronx,86006,Total,1033.0,70.0,2.0,3.0,18.0,219.0,1345.0
Bronx,86007,Total,1260.0,119.0,6.0,12.0,16.0,267.0,1680.0
Bronx,86008,Total,875.0,47.0,1.0,5.0,10.0,221.0,1159.0
Bronx,86009,Total,1431.0,79.0,8.0,2.0,20.0,338.0,1878.0
Bronx,86010,Total,1008.0,60.0,2.0,6.0,23.0,190.0,1289.0
Bronx,86011,Total,1137.0,83.0,7.0,4.0,10.0,227.0,1468.0
Bronx,86012,Total,1187.0,92.0,8.0,10.0,23.0,294.0,1614.0
Bronx,86013,Total,1334.0,96.0,0.0,8.0,19.0,319.0,1776.0
Bronx,86014,Total,932.0,53.0,5.0,2.0,20.0,208.0,1220.0
Bronx,86015,Total,712.0,39.0,1.0,1.0,18.0,165.0,936.0
Bronx,86016,Total,1173.0,67.0,4.0,6.0,21.0,310.0,1581.0
Bronx,86017,Total,831.0,64.0,4.0,6.0,17.0,195.0,1117.0
Bronx,86018,Total,1165.0,77.0,6.0,13.0,28.0,296.0,1585.0
Bronx,86019,Total,1076.0,58.0,7.0,5.0,28.0,272.0,1446.0
Bronx,86020,Total,842.0,52.0,1.0,4.0,9.0,209.0,1117.0
Bronx,86021,Total,936.0,72.0,11.0,4.0,23.0,235.0,1281.0
Bronx,86022,Total,874.0,42.0,3.0,9.0,12.0,199.0,1139.0
Bronx,86023,Total,902.0,58.0,5.0,7.0,14.0,191.0,1177.0
Bronx,86024,Total,876.0,57.0,4.0,1.0,15.0,263.0,1216.0
Bronx,86025,Total,772.0,52.0,4.0,2.0,19.0,185.0,1034.0
Bronx,86026,Total,1372.0,75.0,10.0,13.0,25.0,315.0,1810.0
Bronx,86027,Total,993.0,49.0,5.0,6.0,14.0,204.0,1271.0
Bronx,86028,Total,869.0,63.0,1.0,1.0,32.0,196.0,1162.0
Bronx,86029,Total,768.0,39.0,0.0,4.0,22.0,176.0,1009.0
Bronx,86030,Total,1192.0,77.0,4.0,7.0,26.0,283.0,1589.0
Bronx,86031,Total,1277.0,57.0,1.0,14.0,25.0,316.0,1690.0
Bronx,86032,Total,967.0,48.0,6.0,9.0,21.0,248.0,1299.0
Bronx,86033,Total,1347.0,83.0,4.0,10.0,23.0,338.0,1805.0
Bronx,86034,Total,941.0,51.0,3.0,6.0,19.0,244.0,1264.0
Bronx,86035,Total,563.0,37.0,1.0,6.0,15.0,138.0,760.0
Bronx,86036,Total,949.0,57.0,3.0,6.0,23.0,201.0,1239.0
Bronx,86037,Total,1224.0,66.0,1.0,12.0,22.0,312.0,1637.0
Bronx,86038,Total,1166.0,78.0,5.0,6.0,24.0,303.0,1582.0
Bronx,86039,Total,666.0,51.0,2.0,2.0,8.0,184.0,913.0
Bronx,86040,Total,143.0,11.0,1.0,3.0,4.0,41.0,203.0
Bronx,86041,Total,1078.0,75.0,5.0,4.0,27.0,273.0,1462.0
Bronx,86042,Total,125.0,7.0,0.0,1.0,2.0,31.0,166.0
Bronx,86043,Total,1290.0,91.0,3.0,7.0,29.0,326.0,1746.0
Bronx,86044,Total,62.0,3.0,0.0,1.0,2.0,23.0,91.0
Bronx,86045,Total,252.0,21.0,3.0,2.0,4.0,82.0,364.0
Bronx,86046,Total,316.0,29.0,1.0,1.0,5.0,79.0,431.0
Bronx,86047,Total,1055.0,67.0,5.0,4.0,21.0,247.0,1399.0
Bronx,86048,Total,899.0,45.0,5.0,5.0,13.0,214.0,1181.0
Bronx,86049,Total,1181.0,45.0,1.0,9.0,28.0,254.0,1518.0
Bronx,86050,Total,1105.0,88.0,7.0,9.0,11.0,223.0,1443.0
Bronx,86051,Total,1023.0,70.0,3.0,4.0,16.0,251.0,1367.0
Bronx,86052,Total,1312.0,78.0,6.0,6.0,19.0,306.0,1727.0
Bronx,86053,Total,952.0,76.0,2.0,5.0,17.0,210.0,1262.0
Bronx,86054,Total,313.0,27.0,0.0,0.0,4.0,68.0,412.0
Bronx,87001,Total,351.0,19.0,3.0,1.0,15.0,98.0,487.0
Bronx,87002,Total,29.0,3.0,0.0,0.0,2.0,8.0,42.0
Bronx,87003,Total,1372.0,84.0,11.0,9.0,31.0,284.0,1791.0
Bronx,87004,Total,622.0,40.0,5.0,7.0,18.0,161.0,853.0
Bronx,87005,Total,533.0,31.0,3.0,2.0,14.0,129.0,712.0
Bronx,87006,Total,1337.0,57.0,7.0,2.0,27.0,275.0,1705.0
Bronx,87007,Total,1497.0,83.0,3.0,12.0,26.0,323.0,1944.0
Bronx,87008,Total,418.0,32.0,7.0,5.0,11.0,107.0,580.0
Bronx,87009,Total,1191.0,91.0,4.0,7.0,29.0,274.0,1596.0
Bronx,87010,Total,821.0,66.0,6.0,2.0,23.0,199.0,1117.0
Bronx,87011,Total,1086.0,76.0,5.0,5.0,29.0,322.0,1523.0
Bronx,87012,Total,848.0,61.0,4.0,12.0,27.0,200.0,1152.0
Bronx,87013,Total,802.0,51.0,2.0,3.0,12.0,183.0,1053.0
Bronx,87014,Total,1051.0,75.0,5.0,5.0,22.0,230.0,1388.0
Bronx,87015,Total,1102.0,46.0,3.0,5.0,24.0,213.0,1393.0
Bronx,87016,Total,1071.0,79.0,5.0,5.0,32.0,232.0,1424.0
Bronx,87017,Total,906.0,40.0,1.0,6.0,19.0,187.0,1159.0
Bronx,87018,Total,1181.0,47.0,2.0,8.0,23.0,241.0,1502.0
Bronx,87019,Total,1198.0,57.0,3.0,3.0,39.0,243.0,1543.0
Bronx,87020,Total,946.0,38.0,3.0,5.0,12.0,164.0,1168.0
Bronx,87021,Total,938.0,49.0,4.0,5.0,28.0,166.0,1190.0
Bronx,87022,Total,1041.0,54.0,5.0,4.0,34.0,206.0,1344.0
Bronx,87023,Total,1257.0,56.0,3.0,7.0,33.0,271.0,1627.0
Bronx,87024,Total,1119.0,81.0,6.0,4.0,36.0,246.0,1492.0
Bronx,87025,Total,1100.0,72.0,6.0,8.0,24.0,252.0,1462.0
