ed,cd,hochul,zeldin,gov_votes,voters_nov22
33059,27,279.0,23.0,309.0,840.0
33060,27,409.0,34.0,444.0,1319.0
33061,27,404.0,37.0,446.0,1412.0
33062,27,220.0,13.0,235.0,745.0
33063,27,264.0,28.0,292.0,1089.0
33064,27,1.0,0.0,1.0,13.0
33065,27,0.0,0.0,0.0,7.0
33066,27,431.0,44.0,485.0,1458.0
34001,22,482.0,306.0,795.0,1627.0
34002,21,60.0,40.0,101.0,565.0
34003,22,281.0,160.0,445.0,1160.0
34004,22,408.0,135.0,551.0,1259.0
34005,22,267.0,109.0,383.0,970.0
34006,22,71.0,34.0,109.0,281.0
34007,22,447.0,192.0,650.0,1376.0
34008,22,497.0,208.0,716.0,1557.0
34009,22,359.0,204.0,571.0,1433.0
34010,21,4.0,3.0,8.0,55.0
34011,22,449.0,100.0,553.0,1184.0
34012,22,680.0,235.0,934.0,1893.0
34013,22,650.0,240.0,906.0,1927.0
34014,22,512.0,274.0,801.0,1707.0
34015,22,125.0,172.0,300.0,615.0
34016,22,102.0,155.0,259.0,584.0
34017,22,359.0,206.0,570.0,1524.0
34018,22,366.0,176.0,552.0,1399.0
34019,22,446.0,180.0,637.0,1585.0
34020,22,288.0,139.0,434.0,967.0
34021,26,328.0,71.0,404.0,1719.0
34022,26,138.0,38.0,177.0,604.0
34023,22,99.0,36.0,136.0,524.0
34024,22,238.0,107.0,352.0,938.0
34025,22,25.0,36.0,61.0,112.0
34026,22,1.0,0.0,1.0,1.0
34027,22,301.0,378.0,688.0,1724.0
34028,22,188.0,193.0,385.0,915.0
34029,22,139.0,118.0,258.0,814.0
34030,22,201.0,175.0,381.0,1435.0
34031,25,234.0,189.0,429.0,1600.0
34032,25,149.0,124.0,276.0,1055.0
34033,25,166.0,108.0,277.0,1115.0
34034,25,140.0,49.0,192.0,843.0
34035,21,144.0,81.0,231.0,916.0
34036,25,257.0,179.0,442.0,1605.0
34037,25,121.0,81.0,202.0,702.0
34038,25,164.0,79.0,246.0,709.0
34039,25,333.0,130.0,464.0,1347.0
34040,25,345.0,159.0,513.0,1833.0
34041,25,433.0,198.0,640.0,1350.0
34042,25,292.0,112.0,408.0,966.0
34043,25,232.0,127.0,364.0,1276.0
34044,25,281.0,164.0,455.0,1469.0
34045,25,116.0,82.0,202.0,1027.0
34046,25,444.0,204.0,655.0,1455.0
34047,25,354.0,189.0,553.0,1383.0
34048,25,238.0,108.0,350.0,1005.0
34049,25,236.0,80.0,323.0,664.0
34050,21,53.0,23.0,77.0,219.0
34051,25,292.0,153.0,448.0,1494.0
34052,21,324.0,138.0,467.0,1706.0
34053,21,153.0,103.0,261.0,1019.0
34054,21,27.0,24.0,52.0,292.0
34055,21,107.0,72.0,189.0,993.0
34056,22,0.0,0.0,0.0,1.0
34057,21,130.0,83.0,216.0,1038.0
34058,21,150.0,68.0,222.0,845.0
34059,21,183.0,110.0,304.0,1404.0
34060,21,171.0,124.0,298.0,1569.0
34200,22,0.0,0.0,0.0,
34201,,0.0,0.0,0.0,
34202,,0.0,0.0,0.0,
34203,,0.0,0.0,0.0,
34204,,0.0,0.0,0.0,
34205,22,0.0,0.0,0.0,
34206,22,0.0,0.0,0.0,
34207,22,0.0,0.0,0.0,
34208,22,0.0,0.0,0.0,
35001,22,164.0,202.0,369.0,907.0
35002,22,159.0,104.0,265.0,940.0
35003,22,135.0,71.0,206.0,964.0
35004,21,193.0,88.0,284.0,1075.0
35005,21,222.0,79.0,301.0,1129.0
35006,21,264.0,73.0,338.0,1251.0
35007,21,424.0,128.0,558.0,1626.0
35008,21,404.0,100.0,509.0,1652.0
35009,24,79.0,117.0,197.0,563.0
35010,21,140.0,48.0,192.0,786.0
35011,21,161.0,49.0,212.0,1012.0
35012,21,228.0,94.0,324.0,1567.0
35013,21,225.0,102.0,330.0,1553.0
35014,21,272.0,66.0,343.0,1482.0
35015,21,213.0,69.0,285.0,1377.0
35016,21,329.0,85.0,422.0,1393.0
35017,21,168.0,114.0,288.0,1461.0
35018,21,136.0,93.0,233.0,1379.0
35019,21,97.0,70.0,170.0,907.0
35020,21,70.0,32.0,104.0,531.0
35021,21,52.0,34.0,88.0,482.0
35022,21,193.0,145.0,344.0,1596.0
35023,21,137.0,92.0,230.0,915.0
35024,21,156.0,88.0,245.0,1067.0
35025,21,332.0,99.0,433.0,1156.0
35026,21,321.0,89.0,415.0,1370.0
35027,25,107.0,77.0,186.0,944.0
35028,24,52.0,29.0,82.0,202.0
35029,25,155.0,59.0,219.0,954.0
35030,25,282.0,152.0,447.0,1370.0
35031,24,141.0,181.0,326.0,1128.0
35032,21,315.0,51.0,366.0,1224.0
35033,21,363.0,48.0,415.0,1339.0
35034,21,292.0,64.0,359.0,1267.0
35035,21,309.0,82.0,398.0,1209.0
35036,21,323.0,79.0,406.0,1184.0
35037,24,174.0,107.0,284.0,664.0
35038,24,331.0,248.0,582.0,1630.0
35039,24,271.0,242.0,519.0,1568.0
35040,24,230.0,219.0,452.0,1212.0
35041,29,182.0,230.0,415.0,1129.0
35042,29,302.0,359.0,668.0,1666.0
35043,24,95.0,110.0,209.0,740.0
35044,24,110.0,35.0,146.0,446.0
35045,24,193.0,287.0,484.0,1524.0
35046,24,216.0,135.0,356.0,810.0
35047,22,0.0,0.0,0.0,
35048,22,0.0,0.0,0.0,
35049,21,0.0,0.0,0.0,2.0
35050,24,0.0,0.0,0.0,
35200,21,0.0,0.0,0.0,
35201,21,0.0,0.0,0.0,
35203,21,0.0,0.0,0.0,
35204,21,0.0,0.0,0.0,
35205,21,0.0,0.0,0.0,
35206,21,0.0,0.0,0.0,
35207,21,0.0,0.0,0.0,
35208,21,0.0,0.0,0.0,
35209,,0.0,0.0,0.0,
35210,,0.0,0.0,0.0,
35211,,0.0,0.0,0.0,
35212,,0.0,0.0,0.0,
35213,,0.0,0.0,0.0,
35214,21,0.0,0.0,0.0,
35215,,0.0,0.0,0.0,
35216,,0.0,0.0,0.0,
35217,22,0.0,0.0,0.0,
35218,21,0.0,0.0,0.0,
35219,22,0.0,0.0,0.0,
35220,22,0.0,0.0,0.0,
35221,,0.0,0.0,0.0,
35222,21,0.0,0.0,0.0,
35223,21,0.0,0.0,0.0,
35224,24,0.0,0.0,0.0,
35225,21,0.0,0.0,0.0,
35226,21,0.0,0.0,0.0,
35227,22,0.0,0.0,0.0,
35228,22,0.0,0.0,0.0,
35229,21,0.0,0.0,0.0,
35230,21,0.0,0.0,0.0,
35231,24,0.0,0.0,0.0,
36001,22,307.0,165.0,480.0,1697.0
36002,22,235.0,72.0,313.0,605.0
36003,22,543.0,286.0,840.0,1852.0
36004,22,405.0,157.0,578.0,1188.0
36005,22,595.0,286.0,886.0,1784.0
36006,22,295.0,45.0,344.0,1496.0
36007,22,354.0,78.0,439.0,1544.0
36008,22,377.0,177.0,561.0,1226.0
36009,22,336.0,89.0,433.0,1086.0
36010,22,89.0,23.0,113.0,232.0
36011,22,239.0,68.0,309.0,781.0
36012,22,434.0,85.0,526.0,1169.0
36013,22,429.0,127.0,562.0,1510.0
36014,22,453.0,137.0,598.0,1571.0
36015,22,86.0,24.0,111.0,271.0
36016,22,365.0,104.0,475.0,1254.0
36017,22,529.0,147.0,687.0,1447.0
36018,22,289.0,72.0,361.0,719.0
36019,22,616.0,145.0,766.0,1449.0
36020,22,567.0,139.0,721.0,1527.0
36021,22,503.0,138.0,651.0,1396.0
36022,22,548.0,139.0,702.0,1571.0
36023,22,493.0,185.0,694.0,1582.0
36024,22,356.0,99.0,462.0,1363.0
36025,22,633.0,171.0,818.0,1621.0
36026,22,313.0,71.0,390.0,975.0
36027,22,154.0,52.0,210.0,485.0
36028,22,440.0,162.0,606.0,1425.0
36029,26,549.0,174.0,736.0,1843.0
36030,26,295.0,64.0,361.0,1022.0
36031,22,478.0,105.0,592.0,1429.0
36032,26,190.0,36.0,226.0,547.0
36033,22,44.0,23.0,68.0,160.0
36034,26,225.0,31.0,256.0,648.0
36035,26,497.0,66.0,569.0,1183.0
36036,26,631.0,96.0,729.0,1514.0
36037,26,324.0,57.0,382.0,854.0
36038,26,317.0,65.0,389.0,1504.0
36039,26,324.0,52.0,381.0,1463.0
36040,26,343.0,64.0,414.0,1554.0
36041,26,493.0,90.0,585.0,1446.0
36042,26,368.0,61.0,433.0,1185.0
36043,26,380.0,88.0,471.0,1451.0
36044,22,500.0,159.0,666.0,1490.0
36045,22,227.0,92.0,324.0,832.0
36046,26,360.0,72.0,440.0,1705.0
36047,26,316.0,49.0,371.0,1531.0
36048,26,66.0,35.0,103.0,360.0
36049,26,21.0,3.0,24.0,199.0
36050,22,44.0,22.0,67.0,199.0
36051,26,166.0,85.0,253.0,1060.0
36052,22,104.0,38.0,144.0,449.0
36053,22,162.0,40.0,206.0,403.0
36054,22,419.0,117.0,543.0,1270.0
36055,22,470.0,136.0,616.0,1492.0
36056,22,699.0,267.0,983.0,1581.0
36057,22,475.0,137.0,618.0,1446.0
36058,22,308.0,66.0,380.0,787.0
36059,22,403.0,98.0,504.0,1043.0
36060,22,330.0,110.0,443.0,991.0
36061,22,359.0,134.0,499.0,994.0
36062,22,513.0,124.0,647.0,1390.0
36063,22,592.0,159.0,764.0,1693.0
36064,22,285.0,125.0,419.0,833.0
36065,22,86.0,46.0,133.0,285.0
36066,26,76.0,15.0,91.0,202.0
36200,,0.0,0.0,0.0,
36201,,0.0,0.0,0.0,
36202,,0.0,0.0,0.0,
36203,,0.0,0.0,0.0,
36204,,0.0,0.0,0.0,
36205,26,0.0,0.0,0.0,
37001,26,181.0,36.0,217.0,357.0
37002,26,767.0,156.0,929.0,1617.0
37003,26,685.0,146.0,843.0,1425.0
37004,26,458.0,95.0,561.0,976.0
37005,26,496.0,87.0,589.0,1196.0
37006,26,710.0,160.0,876.0,1663.0
37007,26,616.0,83.0,707.0,1324.0
37008,26,667.0,119.0,797.0,1497.0
37009,26,278.0,39.0,318.0,665.0
37010,26,5.0,0.0,5.0,101.0
37011,30,64.0,98.0,163.0,435.0
37012,34,359.0,95.0,458.0,1237.0
37013,26,31.0,15.0,46.0,250.0
37014,26,371.0,184.0,558.0,1496.0
37015,26,103.0,44.0,148.0,467.0
37016,26,140.0,91.0,236.0,780.0
37017,26,222.0,105.0,331.0,1329.0
37018,26,276.0,106.0,385.0,1472.0
37019,26,368.0,150.0,523.0,1355.0
37020,26,454.0,149.0,611.0,1436.0
37021,26,479.0,143.0,631.0,1243.0
37022,26,548.0,204.0,763.0,1471.0
37023,26,392.0,110.0,507.0,1171.0
37024,26,506.0,162.0,676.0,1776.0
37025,26,414.0,119.0,541.0,1114.0
37026,26,399.0,105.0,510.0,1164.0
37027,26,594.0,167.0,773.0,1605.0
37028,26,511.0,153.0,670.0,1496.0
37029,26,426.0,117.0,551.0,1184.0
37030,26,344.0,148.0,499.0,1520.0
37031,26,419.0,138.0,563.0,1378.0
37032,26,170.0,47.0,220.0,597.0
37033,26,375.0,145.0,530.0,1133.0
37034,26,219.0,110.0,334.0,926.0
37035,26,661.0,171.0,842.0,1505.0
37036,26,735.0,336.0,1076.0,1834.0
37037,26,222.0,89.0,317.0,705.0
37038,26,0.0,0.0,0.0,7.0
37039,26,217.0,176.0,399.0,1186.0
37040,26,2.0,4.0,6.0,12.0
37041,26,14.0,11.0,25.0,84.0
37042,30,1.0,0.0,1.0,5.0
37043,30,285.0,241.0,529.0,1731.0
37044,30,234.0,145.0,380.0,1159.0
37045,30,10.0,12.0,22.0,105.0
37046,30,118.0,262.0,384.0,837.0
37047,30,180.0,302.0,486.0,1358.0
37048,30,150.0,252.0,405.0,1297.0
37049,30,88.0,121.0,211.0,653.0
37050,30,215.0,345.0,562.0,1600.0
37051,30,225.0,385.0,613.0,1693.0
37052,30,261.0,295.0,564.0,1521.0
37053,30,281.0,270.0,555.0,1544.0
37054,30,297.0,134.0,432.0,1262.0
37055,30,249.0,150.0,407.0,1101.0
37056,30,181.0,94.0,278.0,841.0
37057,30,263.0,108.0,375.0,961.0
37058,30,215.0,109.0,326.0,884.0
37059,30,321.0,105.0,429.0,1173.0
37060,34,130.0,36.0,167.0,613.0
37061,34,391.0,91.0,484.0,1773.0
37062,30,118.0,84.0,205.0,643.0
37063,30,391.0,163.0,556.0,1698.0
37064,30,284.0,150.0,435.0,1147.0
37065,34,287.0,69.0,357.0,1159.0
37066,34,298.0,93.0,394.0,998.0
37200,26,0.0,0.0,0.0,
37201,26,0.0,0.0,0.0,
37202,,0.0,0.0,0.0,
37203,,0.0,0.0,0.0,
37204,,0.0,0.0,0.0,
37205,26,0.0,0.0,0.0,
37206,,0.0,0.0,0.0,
37207,26,0.0,0.0,0.0,
37208,,0.0,0.0,0.0,
37209,,0.0,0.0,0.0,
37210,,0.0,0.0,0.0,
37211,26,0.0,0.0,0.0,
37212,26,0.0,0.0,0.0,
38001,34,332.0,72.0,407.0,1360.0
38002,34,289.0,84.0,377.0,1335.0
38003,34,270.0,43.0,317.0,1249.0
38004,34,321.0,68.0,397.0,1400.0
38005,34,104.0,48.0,155.0,584.0
38006,34,347.0,136.0,491.0,1612.0
38007,34,403.0,129.0,535.0,1884.0
38008,32,0.0,0.0,0.0,3.0
38009,30,286.0,317.0,613.0,1605.0
38010,30,237.0,211.0,455.0,1487.0
38011,32,271.0,348.0,626.0,1555.0
38012,30,235.0,297.0,538.0,1874.0
38013,30,162.0,278.0,442.0,1243.0
38014,32,259.0,432.0,694.0,1755.0
38015,32,239.0,468.0,713.0,1534.0
38016,32,40.0,31.0,71.0,181.0
38017,32,277.0,353.0,641.0,1435.0
38018,32,168.0,121.0,293.0,889.0
38019,32,200.0,144.0,346.0,1460.0
38020,32,291.0,230.0,525.0,1654.0
38021,32,202.0,147.0,352.0,1240.0
38022,29,234.0,117.0,351.0,1113.0
38023,29,262.0,169.0,436.0,1349.0
38024,32,197.0,157.0,359.0,1154.0
38025,29,124.0,60.0,188.0,693.0
38026,29,217.0,131.0,351.0,1426.0
38027,32,133.0,122.0,256.0,777.0
38028,29,243.0,135.0,383.0,1576.0
38029,32,166.0,110.0,282.0,1415.0
38030,32,204.0,126.0,334.0,1770.0
38031,32,104.0,84.0,190.0,860.0
38032,32,277.0,176.0,456.0,1619.0
38033,32,279.0,174.0,461.0,1687.0
38034,32,234.0,140.0,380.0,1532.0
38035,32,245.0,140.0,389.0,1436.0
38036,32,214.0,96.0,316.0,1491.0
38037,32,227.0,123.0,357.0,1640.0
38038,32,128.0,88.0,217.0,986.0
38039,32,133.0,117.0,254.0,1100.0
38040,32,108.0,58.0,168.0,653.0
38041,32,91.0,92.0,184.0,882.0
38042,29,65.0,48.0,116.0,655.0
38043,32,7.0,3.0,10.0,32.0
38044,28,47.0,37.0,84.0,498.0
38045,32,110.0,77.0,187.0,617.0
38046,30,299.0,220.0,524.0,1631.0
38047,29,58.0,37.0,95.0,586.0
38048,29,212.0,159.0,376.0,1634.0
38049,29,57.0,51.0,108.0,462.0
38050,29,248.0,151.0,402.0,1645.0
38051,29,237.0,112.0,353.0,1580.0
38200,32,0.0,0.0,0.0,
38201,32,0.0,0.0,0.0,
38202,32,0.0,0.0,0.0,
38203,32,0.0,1.0,1.0,9.0
39001,25,562.0,179.0,752.0,1573.0
39002,25,701.0,128.0,842.0,1312.0
39003,25,442.0,179.0,630.0,1479.0
39004,25,469.0,133.0,609.0,1547.0
39005,25,495.0,173.0,684.0,1619.0
39006,25,756.0,163.0,929.0,1596.0
39007,25,517.0,167.0,695.0,1631.0
39008,25,616.0,194.0,823.0,1765.0
39009,25,263.0,70.0,338.0,579.0
39010,25,292.0,102.0,399.0,1099.0
39011,25,13.0,10.0,23.0,136.0
39012,25,149.0,98.0,253.0,918.0
39013,25,111.0,57.0,171.0,613.0
39014,25,163.0,85.0,252.0,1084.0
39015,25,283.0,175.0,462.0,1681.0
39016,21,19.0,7.0,26.0,154.0
39017,25,43.0,17.0,62.0,265.0
39018,25,246.0,144.0,400.0,1556.0
39019,25,306.0,166.0,478.0,1782.0
39020,25,55.0,24.0,81.0,349.0
39021,25,144.0,76.0,225.0,871.0
39022,25,182.0,109.0,294.0,1190.0
39023,25,161.0,91.0,258.0,1083.0
39024,21,149.0,75.0,231.0,887.0
39025,25,255.0,137.0,394.0,1736.0
39026,25,209.0,163.0,377.0,1720.0
39027,21,120.0,78.0,198.0,936.0
39028,30,261.0,500.0,771.0,1465.0
39029,21,114.0,66.0,184.0,973.0
39030,21,148.0,116.0,267.0,1313.0
39031,21,137.0,78.0,220.0,1281.0
39032,21,198.0,180.0,387.0,1702.0
39033,21,144.0,116.0,266.0,1404.0
39034,21,152.0,84.0,241.0,1221.0
39035,21,234.0,137.0,375.0,1476.0
39036,21,183.0,117.0,303.0,1493.0
39037,25,132.0,57.0,191.0,589.0
39038,25,91.0,90.0,182.0,687.0
39039,25,145.0,102.0,250.0,1175.0
39040,24,27.0,16.0,44.0,144.0
39041,30,287.0,218.0,514.0,1372.0
39042,30,126.0,89.0,217.0,600.0
39043,30,121.0,129.0,250.0,691.0
39044,30,167.0,160.0,330.0,1031.0
39045,30,176.0,212.0,397.0,1065.0
39046,30,219.0,429.0,652.0,1588.0
39047,30,204.0,427.0,636.0,1114.0
39201,30,0.0,0.0,0.0,
39202,30,0.0,0.0,0.0,
40001,20,206.0,229.0,442.0,1659.0
40002,20,92.0,121.0,219.0,973.0
40003,20,105.0,101.0,210.0,917.0
40004,20,183.0,157.0,346.0,1433.0
40005,20,139.0,169.0,312.0,1116.0
40006,20,97.0,118.0,220.0,750.0
40007,20,210.0,171.0,386.0,1476.0
40008,20,257.0,276.0,546.0,1756.0
40009,20,284.0,182.0,474.0,1590.0
40010,20,117.0,123.0,245.0,980.0
40011,20,234.0,101.0,339.0,1192.0
40012,20,221.0,267.0,508.0,1306.0
40013,20,110.0,71.0,184.0,759.0
40014,20,131.0,55.0,188.0,736.0
40015,20,119.0,152.0,273.0,778.0
40016,20,190.0,165.0,363.0,1445.0
40017,20,113.0,92.0,212.0,909.0
40018,20,166.0,167.0,344.0,1424.0
40019,20,194.0,180.0,381.0,1378.0
40020,20,249.0,208.0,473.0,1604.0
40021,20,242.0,163.0,413.0,1611.0
40022,20,101.0,89.0,191.0,646.0
40023,20,275.0,247.0,530.0,1742.0
40024,20,165.0,127.0,299.0,1006.0
40025,20,0.0,0.0,0.0,9.0
40026,20,266.0,180.0,465.0,1724.0
40027,20,297.0,347.0,658.0,1670.0
40028,20,363.0,366.0,741.0,1754.0
40029,20,283.0,195.0,494.0,1594.0
40030,20,237.0,139.0,382.0,1423.0
40031,20,184.0,162.0,354.0,998.0
40032,19,154.0,206.0,362.0,1104.0
40033,20,163.0,152.0,322.0,1345.0
40034,20,136.0,123.0,262.0,853.0
40035,19,61.0,89.0,153.0,440.0
40036,19,20.0,20.0,40.0,129.0
40037,19,214.0,392.0,615.0,1495.0
40038,19,158.0,279.0,437.0,1042.0
40039,19,103.0,177.0,283.0,652.0
40040,19,138.0,356.0,494.0,1104.0
40041,19,227.0,457.0,688.0,1310.0
40042,20,3.0,5.0,8.0,33.0
40043,19,210.0,257.0,472.0,1124.0
40044,19,86.0,92.0,182.0,506.0
40045,19,165.0,246.0,412.0,961.0
40046,19,110.0,134.0,248.0,445.0
40047,19,127.0,400.0,531.0,1143.0
40200,20,0.0,0.0,0.0,
40201,21,0.0,0.0,0.0,
40202,21,0.0,0.0,0.0,
40203,20,0.0,0.0,0.0,
40204,20,0.0,0.0,0.0,
40205,20,0.0,0.0,0.0,
40206,20,0.0,0.0,0.0,
40207,19,0.0,0.0,0.0,
40208,19,0.0,0.0,0.0,
40209,19,0.0,0.0,0.0,
40210,19,0.0,0.0,0.0,
40211,19,0.0,0.0,0.0,
40212,19,0.0,0.0,0.0,
40213,19,0.0,0.0,0.0,
41001,45,503.0,31.0,539.0,1546.0
41002,45,451.0,36.0,494.0,1333.0
41003,45,336.0,23.0,362.0,1014.0
41004,45,572.0,47.0,626.0,1451.0
41005,45,340.0,20.0,360.0,1192.0
41006,45,389.0,31.0,430.0,1277.0
41007,45,432.0,40.0,474.0,1327.0
41008,45,407.0,30.0,441.0,1251.0
41009,45,346.0,12.0,362.0,973.0
41010,45,336.0,29.0,370.0,924.0
41011,46,642.0,46.0,696.0,1681.0
41012,45,179.0,177.0,359.0,1042.0
41013,45,261.0,57.0,320.0,981.0
41014,45,71.0,563.0,634.0,1089.0
41015,45,74.0,111.0,187.0,443.0
41016,45,189.0,127.0,319.0,977.0
41017,45,301.0,42.0,351.0,1125.0
41018,45,311.0,31.0,348.0,991.0
41019,45,370.0,96.0,471.0,1208.0
41020,44,38.0,110.0,152.0,361.0
41021,44,77.0,130.0,211.0,485.0
41022,44,203.0,399.0,608.0,1413.0
41023,48,155.0,652.0,814.0,1570.0
41024,48,151.0,392.0,549.0,1468.0
41025,48,154.0,365.0,523.0,1426.0
41026,48,204.0,416.0,631.0,1567.0
41027,48,194.0,390.0,594.0,1544.0
41028,48,102.0,587.0,695.0,1368.0
41029,48,93.0,479.0,580.0,1205.0
41030,48,166.0,631.0,803.0,1582.0
41031,46,127.0,423.0,554.0,1286.0
41032,45,323.0,199.0,526.0,1245.0
41033,45,192.0,508.0,706.0,1453.0
41034,46,243.0,583.0,830.0,1589.0
41035,45,99.0,468.0,570.0,1096.0
41036,46,99.0,243.0,346.0,654.0
41037,46,56.0,89.0,146.0,201.0
41038,46,0.0,0.0,0.0,85.0
41039,46,0.0,0.0,0.0,3.0
41040,48,142.0,284.0,430.0,1190.0
41041,48,106.0,574.0,681.0,1559.0
41042,48,159.0,298.0,463.0,1427.0
41043,48,152.0,301.0,457.0,1291.0
41044,48,142.0,227.0,372.0,1118.0
41045,46,225.0,372.0,604.0,1290.0
41046,46,121.0,250.0,373.0,1117.0
41047,46,140.0,207.0,352.0,1174.0
41048,46,278.0,351.0,636.0,1435.0
41049,46,227.0,56.0,293.0,1548.0
41050,46,182.0,47.0,233.0,936.0
41051,46,144.0,30.0,177.0,841.0
41052,46,331.0,476.0,813.0,1727.0
41053,46,94.0,56.0,150.0,604.0
41054,48,83.0,70.0,154.0,434.0
41055,48,172.0,298.0,475.0,1326.0
41056,48,113.0,287.0,402.0,1225.0
41057,48,120.0,250.0,370.0,1105.0
41058,48,194.0,412.0,608.0,1486.0
41059,48,87.0,180.0,270.0,752.0
41060,46,185.0,423.0,615.0,1329.0
41061,48,148.0,313.0,463.0,1269.0
41062,46,0.0,1.0,1.0,2.0
41063,48,170.0,500.0,675.0,1769.0
41064,48,156.0,385.0,542.0,1394.0
41065,46,98.0,199.0,300.0,934.0
41066,48,110.0,248.0,364.0,1029.0
41067,48,98.0,253.0,352.0,951.0
41068,46,72.0,53.0,126.0,341.0
41069,48,30.0,139.0,170.0,428.0
41070,45,0.0,0.0,0.0,
41071,48,0.0,0.0,0.0,
42001,40,28.0,6.0,35.0,104.0
42002,40,455.0,36.0,499.0,1228.0
42003,40,543.0,17.0,565.0,1325.0
42004,40,523.0,29.0,559.0,1366.0
42005,40,479.0,26.0,510.0,1373.0
42006,40,551.0,41.0,597.0,1477.0
42007,40,595.0,28.0,628.0,1704.0
42008,40,266.0,9.0,278.0,913.0
42009,40,436.0,25.0,472.0,1457.0
42010,40,306.0,19.0,328.0,922.0
42011,40,565.0,33.0,601.0,1427.0
42012,40,511.0,28.0,542.0,1508.0
42013,40,539.0,25.0,574.0,1614.0
42014,40,396.0,42.0,446.0,1368.0
42015,40,458.0,23.0,484.0,1398.0
42016,40,362.0,24.0,392.0,1334.0
42017,40,428.0,27.0,459.0,1617.0
42018,40,311.0,21.0,341.0,1133.0
42019,40,532.0,34.0,571.0,1573.0
42020,40,464.0,21.0,492.0,1476.0
42021,40,479.0,28.0,513.0,1500.0
42022,40,512.0,47.0,570.0,1325.0
42023,45,551.0,38.0,600.0,1520.0
42024,40,484.0,28.0,514.0,1506.0
42025,40,396.0,10.0,413.0,1399.0
42026,40,791.0,43.0,842.0,1542.0
42027,40,488.0,65.0,565.0,1497.0
42028,45,407.0,36.0,449.0,1144.0
42029,40,357.0,22.0,385.0,1362.0
42030,45,354.0,17.0,377.0,1221.0
42031,45,438.0,20.0,468.0,1450.0
42032,45,580.0,24.0,611.0,1406.0
42033,45,366.0,18.0,390.0,1237.0
42034,40,273.0,15.0,293.0,974.0
42035,45,394.0,19.0,422.0,1209.0
42036,45,403.0,14.0,425.0,1382.0
42037,45,412.0,18.0,447.0,1565.0
42038,45,445.0,38.0,490.0,1505.0
42039,45,381.0,15.0,402.0,1356.0
42040,45,377.0,15.0,400.0,1257.0
42041,45,457.0,71.0,532.0,1157.0
42042,45,438.0,29.0,471.0,1107.0
42043,45,431.0,28.0,466.0,1551.0
42044,45,276.0,15.0,304.0,1115.0
42045,45,332.0,20.0,352.0,962.0
42046,45,290.0,23.0,317.0,967.0
42047,45,463.0,41.0,517.0,1336.0
42048,45,12.0,72.0,84.0,156.0
42049,45,427.0,217.0,652.0,1434.0
42050,45,448.0,39.0,505.0,1515.0
42051,45,298.0,20.0,325.0,998.0
42052,45,84.0,467.0,557.0,1365.0
42053,45,283.0,328.0,620.0,1439.0
42054,45,34.0,716.0,756.0,1420.0
42055,45,235.0,246.0,485.0,1189.0
42056,45,115.0,300.0,415.0,1007.0
42057,45,12.0,201.0,216.0,401.0
42058,45,148.0,573.0,732.0,1401.0
42059,45,47.0,452.0,500.0,958.0
42060,40,0.0,0.0,0.0,1.0
42061,40,0.0,0.0,0.0,
43001,36,511.0,14.0,529.0,1206.0
43002,36,530.0,15.0,550.0,1316.0
43003,36,521.0,14.0,539.0,1184.0
43004,36,550.0,30.0,588.0,1542.0
43005,36,380.0,13.0,394.0,953.0
43006,36,434.0,26.0,468.0,1298.0
43007,36,423.0,19.0,459.0,1605.0
43008,36,399.0,11.0,411.0,968.0
43009,36,349.0,21.0,372.0,1216.0
43010,35,544.0,23.0,570.0,1334.0
43011,35,466.0,16.0,487.0,1110.0
43012,35,361.0,38.0,403.0,940.0
43013,35,420.0,157.0,589.0,1296.0
43014,35,311.0,66.0,381.0,973.0
43015,35,295.0,112.0,411.0,1112.0
43016,35,365.0,33.0,410.0,1400.0
43017,35,168.0,25.0,193.0,598.0
43018,35,541.0,20.0,565.0,1390.0
43019,35,519.0,102.0,629.0,1388.0
43020,35,273.0,400.0,679.0,1467.0
43021,35,158.0,387.0,558.0,1322.0
43022,35,265.0,375.0,649.0,1585.0
43023,35,395.0,67.0,467.0,1408.0
43024,35,206.0,172.0,383.0,1209.0
43025,35,252.0,150.0,407.0,1220.0
43026,35,130.0,362.0,499.0,1235.0
43027,35,228.0,395.0,632.0,1493.0
43028,35,68.0,304.0,373.0,914.0
43029,35,368.0,136.0,508.0,1405.0
43030,35,473.0,203.0,681.0,1597.0
43031,40,638.0,28.0,671.0,1376.0
43032,40,487.0,26.0,526.0,1274.0
43033,40,578.0,32.0,619.0,1543.0
43034,40,433.0,129.0,566.0,1288.0
43035,40,515.0,109.0,633.0,1485.0
43036,40,575.0,14.0,597.0,1318.0
43037,40,708.0,20.0,733.0,1585.0
43038,40,650.0,19.0,674.0,1428.0
43039,40,591.0,26.0,631.0,1110.0
43040,40,538.0,26.0,571.0,1411.0
43041,40,536.0,27.0,567.0,1388.0
43042,40,495.0,21.0,524.0,1258.0
43043,40,347.0,257.0,610.0,1459.0
43044,40,361.0,153.0,522.0,1452.0
43045,40,370.0,168.0,543.0,1552.0
43046,41,390.0,169.0,562.0,1478.0
43047,41,394.0,36.0,439.0,1238.0
43048,40,149.0,26.0,176.0,946.0
43049,40,269.0,33.0,304.0,1061.0
43050,40,217.0,39.0,259.0,917.0
43051,40,21.0,5.0,27.0,111.0
43052,40,573.0,62.0,636.0,1630.0
43053,40,583.0,23.0,616.0,1473.0
